# # Once                                                         FEFF 9.9.1  
# # POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=28 Rmt= 1.329 Rnm= 1.367 K  shell
# # Pot 1 Z=28 Rmt= 1.346 Rnm= 1.388
# # Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-1.810E+01eV kf=2.027E+00 Vint=-2.626E+01eV Rs_int= 1.789
# # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.4974
#           2       0.00000     23.33      6.00     2   3.5319
#           3       0.00000     13.44     48.00     3   3.7461
#           4       0.00000      9.61     48.00     3   4.2634
#           5       0.00000     57.08     24.00     2   4.3257
#           6       0.00000     12.35     48.00     3   4.6603
#           7       0.00000     25.78     96.00     3   4.6603
#           8       0.00000     19.67     12.00     2   4.9949
#           9       0.00000      9.86     12.00     3   4.9949
#          10       0.00000     45.82     24.00     3   4.9949
#          11       0.00000      8.86     12.00     4   4.9949
#          12       0.00000      4.39     12.00     4   4.9949
#          14       0.00000     37.20     12.00     4   4.9949
#    13/  15 paths used
#  xsedge+50, used to normalize mu           2.6834E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    8918.518    558.310  12.300  8.75270E-01  8.72568E-01  3.09462E-03
    8923.213    563.006  12.350  8.51086E-01  8.71397E-01 -2.32992E-02
    8927.928    567.721  12.400  8.34276E-01  8.70226E-01 -4.12931E-02
    8932.662    572.454  12.450  8.26269E-01  8.69055E-01 -4.92113E-02
    8937.415    577.207  12.500  8.26676E-01  8.67884E-01 -4.74602E-02
    8942.187    581.979  12.550  8.33524E-01  8.66713E-01 -3.82759E-02
    8946.978    586.770  12.600  8.43790E-01  8.65542E-01 -2.51202E-02
    8951.788    591.581  12.650  8.54110E-01  8.64370E-01 -1.18652E-02
    8956.617    596.410  12.700  8.61520E-01  8.63199E-01 -1.94453E-03
    8961.466    601.258  12.750  8.64055E-01  8.62028E-01  2.35081E-03
    8966.333    606.125  12.800  8.61109E-01  8.60857E-01  2.93124E-04
    8971.219    611.011  12.850  8.53477E-01  8.59686E-01 -7.21892E-03
    8976.125    615.917  12.900  8.43098E-01  8.58515E-01 -1.79504E-02
    8981.049    620.841  12.950  8.32561E-01  8.57343E-01 -2.88947E-02
    8985.992    625.785  13.000  8.24498E-01  8.56172E-01 -3.69801E-02
    8990.955    630.747  13.050  8.20850E-01  8.54907E-01 -3.98211E-02
    8995.937    635.729  13.100  8.22896E-01  8.53643E-01 -3.60036E-02
    9000.937    640.729  13.150  8.30527E-01  8.52378E-01 -2.56247E-02
    9005.957    645.749  13.200  8.42461E-01  8.51113E-01 -1.01609E-02
    9010.995    650.788  13.250  8.56538E-01  8.49848E-01  7.86905E-03
    9016.053    655.845  13.300  8.70189E-01  8.48583E-01  2.54508E-02
    9021.130    660.922  13.350  8.80975E-01  8.47318E-01  3.97052E-02
    9026.226    666.018  13.400  8.87074E-01  8.46053E-01  4.84648E-02
    9031.341    671.133  13.450  8.87616E-01  8.44788E-01  5.06750E-02
    9036.475    676.267  13.500  8.82800E-01  8.43523E-01  4.65424E-02
    9041.628    681.420  13.550  8.73782E-01  8.42259E-01  3.74112E-02
    9046.800    686.592  13.600  8.62371E-01  8.40994E-01  2.54079E-02
    9051.991    691.783  13.650  8.50602E-01  8.39729E-01  1.29432E-02
    9057.201    696.993  13.700  8.40298E-01  8.38464E-01  2.18707E-03
    9062.430    702.222  13.750  8.32704E-01  8.37199E-01 -5.36675E-03
    9067.679    707.471  13.800  8.28277E-01  8.35934E-01 -9.15598E-03
    9072.946    712.738  13.850  8.26671E-01  8.34669E-01 -9.57884E-03
    9078.232    718.024  13.900  8.26898E-01  8.33404E-01 -7.80298E-03
    9083.538    723.330  13.950  8.27636E-01  8.32139E-01 -5.40996E-03
    9088.862    728.654  14.000  8.27578E-01  8.30875E-01 -3.96540E-03
    9094.206    733.998  14.050  8.25711E-01  8.29577E-01 -4.65766E-03
    9099.568    739.360  14.100  8.21678E-01  8.28279E-01 -7.96574E-03
    9104.950    744.742  14.150  8.15778E-01  8.26981E-01 -1.35409E-02
    9110.350    750.143  14.200  8.08913E-01  8.25684E-01 -2.03024E-02
    9115.770    755.562  14.250  8.02361E-01  8.24386E-01 -2.67052E-02
    9121.209    761.001  14.300  7.97464E-01  8.23088E-01 -3.11179E-02
    9126.667    766.459  14.350  7.95302E-01  8.21790E-01 -3.22182E-02
    9132.143    771.936  14.400  7.96430E-01  8.20492E-01 -2.93149E-02
    9137.639    777.432  14.450  8.00739E-01  8.19195E-01 -2.25200E-02
    9143.154    782.947  14.500  8.07477E-01  8.17897E-01 -1.27340E-02
    9148.688    788.481  14.550  8.15414E-01  8.16599E-01 -1.45106E-03
    9154.241    794.034  14.600  8.23105E-01  8.15301E-01  9.56738E-03
    9159.813    799.606  14.650  8.29211E-01  8.14004E-01  1.86741E-02
    9165.405    805.197  14.700  8.32773E-01  8.12706E-01  2.46820E-02
    9171.015    810.807  14.750  8.33402E-01  8.11408E-01  2.70954E-02
    9176.644    816.436  14.800  8.31325E-01  8.10110E-01  2.61765E-02
    9182.292    822.085  14.850  8.27288E-01  8.08813E-01  2.28340E-02
    9187.960    827.752  14.900  8.22351E-01  8.07515E-01  1.83651E-02
    9193.646    833.438  14.950  8.17601E-01  8.06217E-01  1.41147E-02
    9199.352    839.144  15.000  8.13885E-01  8.04919E-01  1.11348E-02
    9205.076    844.868  15.050  8.11572E-01  8.03604E-01  9.91142E-03
    9210.820    850.612  15.100  8.10543E-01  8.02289E-01  1.02848E-02
    9216.582    856.374  15.150  8.10202E-01  8.00974E-01  1.15168E-02
    9222.364    862.156  15.200  8.09623E-01  7.99658E-01  1.24570E-02
    9228.165    867.957  15.250  8.07810E-01  7.98343E-01  1.18539E-02
    9233.984    873.777  15.300  8.03969E-01  7.97028E-01  8.70521E-03
    9239.823    879.615  15.350  7.97753E-01  7.95713E-01  2.56321E-03
    9245.681    885.473  15.400  7.89406E-01  7.94397E-01 -6.28157E-03
    9251.558    891.350  15.450  7.79765E-01  7.93082E-01 -1.67859E-02
    9257.454    897.246  15.500  7.70128E-01  7.91767E-01 -2.73201E-02
    9263.369    903.161  15.550  7.61999E-01  7.90452E-01 -3.59825E-02
    9269.303    909.095  15.600  7.56772E-01  7.89137E-01 -4.09983E-02
    9275.256    915.048  15.650  7.55421E-01  7.87821E-01 -4.11125E-02
    9281.228    921.020  15.700  7.58267E-01  7.86506E-01 -3.58920E-02
    9287.219    927.012  15.750  7.64876E-01  7.85191E-01 -2.58638E-02
    9293.230    933.022  15.800  7.74108E-01  7.83876E-01 -1.24563E-02
    9299.259    939.051  15.850  7.84322E-01  7.82560E-01  2.25105E-03
    9305.307    945.099  15.900  7.93686E-01  7.81245E-01  1.59192E-02
    9311.375    951.167  15.950  8.00528E-01  7.79930E-01  2.64026E-02
    9317.461    957.253  16.000  8.03669E-01  7.78615E-01  3.21678E-02
    9323.567    963.359  16.050  8.02629E-01  7.77253E-01  3.26381E-02
    9329.691    969.483  16.100  7.97771E-01  7.75892E-01  2.81907E-02
    9335.835    975.627  16.150  7.90112E-01  7.74531E-01  2.01106E-02
    9341.997    981.790  16.200  7.81145E-01  7.73170E-01  1.03129E-02
    9348.179    987.971  16.250  7.72535E-01  7.71808E-01  9.40713E-04
    9354.380    994.172  16.300  7.65762E-01  7.70447E-01 -6.07911E-03
    9360.600   1000.392  16.350  7.61834E-01  7.69086E-01 -9.42686E-03
    9366.838   1006.631  16.400  7.61083E-01  7.67724E-01 -8.64899E-03
    9373.096   1012.889  16.450  7.63119E-01  7.66363E-01 -4.23157E-03
    9379.373   1019.166  16.500  7.66934E-01  7.65002E-01  2.52454E-03
    9385.669   1025.462  16.550  7.71125E-01  7.63641E-01  9.79803E-03
    9391.984   1031.777  16.600  7.74210E-01  7.62279E-01  1.56470E-02
    9398.318   1038.111  16.650  7.74944E-01  7.60918E-01  1.84289E-02
    9404.672   1044.464  16.700  7.72588E-01  7.59557E-01  1.71528E-02
    9411.044   1050.836  16.750  7.67061E-01  7.58196E-01  1.16904E-02
    9417.435   1057.227  16.800  7.58958E-01  7.56834E-01  2.80487E-03
    9423.845   1063.638  16.850  7.49424E-01  7.55473E-01 -8.00567E-03
    9430.275   1070.067  16.900  7.39920E-01  7.54112E-01 -1.88150E-02
    9436.723   1076.515  16.950  7.31926E-01  7.52750E-01 -2.76584E-02
    9443.191   1082.983  17.000  7.26646E-01  7.51389E-01 -3.29240E-02
    9449.677   1089.469  17.050  7.24782E-01  7.50042E-01 -3.36716E-02
    9456.183   1095.975  17.100  7.26404E-01  7.48694E-01 -2.97660E-02
    9462.707   1102.499  17.150  7.30946E-01  7.47347E-01 -2.19406E-02
    9469.251   1109.043  17.200  7.37346E-01  7.46000E-01 -1.15975E-02
    9475.814   1115.606  17.250  7.44272E-01  7.44652E-01 -5.09933E-04
    9482.395   1122.188  17.300  7.50394E-01  7.43305E-01  9.53533E-03
    9488.996   1128.788  17.350  7.54632E-01  7.41958E-01  1.70791E-02
    9495.616   1135.408  17.400  7.56349E-01  7.40610E-01  2.12461E-02
    9502.255   1142.047  17.450  7.55433E-01  7.39263E-01  2.18681E-02
    9508.913   1148.705  17.500  7.52275E-01  7.37915E-01  1.94552E-02
    9515.590   1155.382  17.550  7.47642E-01  7.36568E-01  1.50308E-02
    9522.286   1162.078  17.600  7.42481E-01  7.35221E-01  9.87289E-03
    9529.001   1168.793  17.650  7.37706E-01  7.33873E-01  5.22146E-03
    9535.735   1175.527  17.700  7.34004E-01  7.32526E-01  2.01690E-03
    9542.488   1182.280  17.750  7.31707E-01  7.31179E-01  7.22651E-04
    9549.261   1189.053  17.800  7.30755E-01  7.29831E-01  1.26510E-03
    9556.052   1195.844  17.850  7.30740E-01  7.28484E-01  3.09626E-03
    9562.862   1202.654  17.900  7.31033E-01  7.27136E-01  5.35779E-03
    9569.692   1209.484  17.950  7.30947E-01  7.25789E-01  7.10421E-03
    9576.540   1216.332  18.000  7.29900E-01  7.24442E-01  7.53269E-03
    9583.408   1223.200  18.050  7.27526E-01  7.23067E-01  6.16394E-03
    9590.294   1230.086  18.100  7.23799E-01  7.21693E-01  2.91783E-03
    9597.200   1236.992  18.150  7.19015E-01  7.20319E-01 -1.80874E-03
    9604.124   1243.917  18.200  7.13718E-01  7.18944E-01 -7.26723E-03
    9611.068   1250.860  18.250  7.08578E-01  7.17570E-01 -1.25269E-02
    9618.031   1257.823  18.300  7.04249E-01  7.16196E-01 -1.66764E-02
    9625.013   1264.805  18.350  7.01228E-01  7.14821E-01 -1.90115E-02
    9632.013   1271.806  18.400  6.99767E-01  7.13447E-01 -1.91685E-02
    9639.033   1278.825  18.450  6.99838E-01  7.12072E-01 -1.71774E-02
    9646.072   1285.864  18.500  7.01152E-01  7.10698E-01 -1.34289E-02
    9653.130   1292.922  18.550  7.03244E-01  7.09324E-01 -8.56883E-03
    9660.207   1299.999  18.600  7.05578E-01  7.07949E-01 -3.34860E-03
    9667.303   1307.096  18.650  7.07657E-01  7.06575E-01  1.53049E-03
    9674.419   1314.211  18.700  7.09112E-01  7.05201E-01  5.54478E-03
    9681.553   1321.345  18.750  7.09754E-01  7.03826E-01  8.42070E-03
    9688.706   1328.498  18.800  7.09577E-01  7.02452E-01  1.01414E-02
    9695.878   1335.670  18.850  7.08716E-01  7.01078E-01  1.08932E-02
    9703.070   1342.862  18.900  7.07381E-01  6.99703E-01  1.09713E-02
    9710.280   1350.072  18.950  7.05784E-01  6.98329E-01  1.06732E-02
    9717.509   1357.302  19.000  7.04071E-01  6.96955E-01  1.02094E-02
    9724.758   1364.550  19.050  7.02309E-01  6.95588E-01  9.66034E-03
    9732.025   1371.818  19.100  7.00447E-01  6.94222E-01  8.96598E-03
    9739.312   1379.104  19.150  6.98373E-01  6.92855E-01  7.96311E-03
    9746.618   1386.410  19.200  6.95961E-01  6.91489E-01  6.46734E-03
    9753.942   1393.735  19.250  6.93133E-01  6.90122E-01  4.36208E-03
    9761.286   1401.078  19.300  6.89906E-01  6.88756E-01  1.67056E-03
    9768.649   1408.441  19.350  6.86419E-01  6.87389E-01 -1.41158E-03
    9776.031   1415.823  19.400  6.82912E-01  6.86023E-01 -4.53453E-03
    9783.432   1423.224  19.450  6.79685E-01  6.84656E-01 -7.26103E-03
    9790.852   1430.644  19.500  6.77027E-01  6.83290E-01 -9.16577E-03
    9798.291   1438.083  19.550  6.75143E-01  6.81923E-01 -9.94227E-03
    9805.749   1445.541  19.600  6.74099E-01  6.80557E-01 -9.48892E-03
    9813.226   1453.018  19.650  6.73791E-01  6.79190E-01 -7.94991E-03
    9820.722   1460.514  19.700  6.73962E-01  6.77824E-01 -5.69757E-03
    9828.237   1468.029  19.750  6.74254E-01  6.76457E-01 -3.25691E-03
    9835.771   1475.564  19.800  6.74289E-01  6.75091E-01 -1.18794E-03
    9843.325   1483.117  19.850  6.73756E-01  6.73724E-01  4.73636E-05
    9850.897   1490.689  19.900  6.72493E-01  6.72358E-01  2.01493E-04
    9858.488   1498.281  19.950  6.70530E-01  6.70991E-01 -6.88223E-04
    9866.099   1505.891  20.000  6.68089E-01  6.69625E-01 -2.29478E-03
