# Energy Intensity
4.986313400000000001e+03 1.403631999999999991e+00
4.986513600000000224e+03 1.391273200000000099e+00
4.986712999999999738e+03 1.381816699999999898e+00
4.986914099999999962e+03 1.374973599999999907e+00
4.987113299999999981e+03 1.369201099999999949e+00
4.987313600000000406e+03 1.364132099999999959e+00
4.987513700000000426e+03 1.359737999999999891e+00
4.987713399999999638e+03 1.355711000000000110e+00
4.987913400000000365e+03 1.352089300000000049e+00
4.988113500000000386e+03 1.349388699999999996e+00
4.988313400000000001e+03 1.347907200000000083e+00
4.988513700000000426e+03 1.346638599999999908e+00
4.988713600000000042e+03 1.344559899999999919e+00
4.988913300000000163e+03 1.342946100000000031e+00
4.989113500000000386e+03 1.340544500000000028e+00
4.989313799999999901e+03 1.337017700000000087e+00
4.989513200000000325e+03 1.333009700000000075e+00
4.989713600000000042e+03 1.327737399999999957e+00
4.989913700000000063e+03 1.322354199999999924e+00
4.990113299999999981e+03 1.317183500000000063e+00
4.990314099999999598e+03 1.312348400000000082e+00
4.990512800000000425e+03 1.308821800000000035e+00
4.990714100000000144e+03 1.306355099999999991e+00
4.990913099999999758e+03 1.304265199999999902e+00
4.991113800000000083e+03 1.303137699999999954e+00
4.991313199999999597e+03 1.303928100000000034e+00
4.991513700000000426e+03 1.306531499999999957e+00
4.991713300000000345e+03 1.310947400000000096e+00
4.991913800000000265e+03 1.315565000000000095e+00
4.992113400000000183e+03 1.320688700000000049e+00
4.992313699999999699e+03 1.326383099999999926e+00
4.992513299999999617e+03 1.330983800000000050e+00
4.992713499999999840e+03 1.333270500000000025e+00
4.992913300000000163e+03 1.335011399999999959e+00
4.993113400000000183e+03 1.336434300000000075e+00
4.993313900000000103e+03 1.336587900000000051e+00
4.993513299999999617e+03 1.334841699999999909e+00
4.993713700000000244e+03 1.331771999999999956e+00
4.993913700000000063e+03 1.329203099999999971e+00
4.994113099999999577e+03 1.326987899999999998e+00
4.994313799999999901e+03 1.325038600000000066e+00
4.994513399999999820e+03 1.325109700000000057e+00
4.994713399999999638e+03 1.326425200000000082e+00
4.994913599999999860e+03 1.328084199999999937e+00
4.995113599999999678e+03 1.331129599999999913e+00
4.995313299999999799e+03 1.335528599999999955e+00
4.995513600000000224e+03 1.339657000000000098e+00
4.995713899999999740e+03 1.344633600000000095e+00
4.995913300000000163e+03 1.350959599999999927e+00
4.996113099999999577e+03 1.356786100000000106e+00
4.996313500000000204e+03 1.361560099999999940e+00
4.996514000000000124e+03 1.366309800000000019e+00
4.996713499999999840e+03 1.371393300000000037e+00
4.996913499999999658e+03 1.375492200000000054e+00
4.997113599999999678e+03 1.378439299999999923e+00
4.997313000000000102e+03 1.381823299999999977e+00
4.997513899999999921e+03 1.385619799999999957e+00
4.997713200000000143e+03 1.389361099999999904e+00
4.997913999999999760e+03 1.392122800000000105e+00
4.998113099999999577e+03 1.393518699999999999e+00
4.998313500000000204e+03 1.393384399999999967e+00
4.998513799999999719e+03 1.392769700000000110e+00
4.998713300000000345e+03 1.392767300000000041e+00
4.998913400000000365e+03 1.393929699999999938e+00
4.999113500000000386e+03 1.395331400000000110e+00
4.999313600000000406e+03 1.396036599999999961e+00
4.999513600000000224e+03 1.397148899999999916e+00
4.999713700000000244e+03 1.399826199999999909e+00
4.999913300000000163e+03 1.402309800000000051e+00
5.000113500000000386e+03 1.404363500000000098e+00
5.000313600000000406e+03 1.406172800000000001e+00
5.000513500000000022e+03 1.408567700000000089e+00
5.000713999999999942e+03 1.410976800000000031e+00
5.000912900000000263e+03 1.413382600000000044e+00
5.001113400000000183e+03 1.414867799999999898e+00
5.001314000000000306e+03 1.415470900000000087e+00
5.001513399999999820e+03 1.415784300000000107e+00
5.001713899999999740e+03 1.414563199999999910e+00
5.001913099999999758e+03 1.411127500000000090e+00
5.002113400000000183e+03 1.406924099999999900e+00
5.002313500000000204e+03 1.401913200000000082e+00
5.002513500000000022e+03 1.396783099999999944e+00
5.002713399999999638e+03 1.389994399999999963e+00
5.002913999999999760e+03 1.381711099999999970e+00
5.003113400000000183e+03 1.373109499999999983e+00
5.003313299999999799e+03 1.363803700000000063e+00
5.003513700000000426e+03 1.354645000000000099e+00
5.003713399999999638e+03 1.344892999999999894e+00
5.003913400000000365e+03 1.334611599999999898e+00
5.004113400000000183e+03 1.323829799999999945e+00
5.004313799999999901e+03 1.312781500000000046e+00
5.004513899999999921e+03 1.303305099999999994e+00
5.004712499999999636e+03 1.293676300000000001e+00
5.004913899999999558e+03 1.282749600000000045e+00
5.005113999999999578e+03 1.272710199999999903e+00
5.005313100000000304e+03 1.263023699999999971e+00
5.005513500000000022e+03 1.253066900000000095e+00
5.005713499999999840e+03 1.242591800000000024e+00
5.005913400000000365e+03 1.231554899999999897e+00
5.006113699999999881e+03 1.220957300000000023e+00
5.006313500000000204e+03 1.211502800000000102e+00
5.006513700000000426e+03 1.203640899999999903e+00
5.006713099999999940e+03 1.196870600000000007e+00
5.006913899999999558e+03 1.189762500000000056e+00
5.007113500000000386e+03 1.182133799999999901e+00
5.007313799999999901e+03 1.174468800000000090e+00
5.007512999999999920e+03 1.167466300000000068e+00
5.007713499999999840e+03 1.160948000000000091e+00
5.007913599999999860e+03 1.154476899999999917e+00
5.008113599999999678e+03 1.146884199999999909e+00
5.008313600000000406e+03 1.139180499999999929e+00
5.008513600000000224e+03 1.131432100000000052e+00
5.008713099999999940e+03 1.122779200000000088e+00
5.008913599999999860e+03 1.114322299999999988e+00
5.009113999999999578e+03 1.105911300000000042e+00
5.009313199999999597e+03 1.097981499999999944e+00
5.009513200000000325e+03 1.089929300000000101e+00
5.009713600000000042e+03 1.081141499999999978e+00
5.009913800000000265e+03 1.072375999999999996e+00
5.010113099999999577e+03 1.062917499999999960e+00
5.010314000000000306e+03 1.054280899999999965e+00
5.010513100000000122e+03 1.048024899999999926e+00
5.010713600000000042e+03 1.042260699999999929e+00
5.010913599999999860e+03 1.036638299999999902e+00
5.011113699999999881e+03 1.032258899999999979e+00
5.011313299999999799e+03 1.028304000000000107e+00
5.011513700000000426e+03 1.023935599999999946e+00
5.011713200000000143e+03 1.020898099999999920e+00
5.011913700000000063e+03 1.018725799999999904e+00
5.012113099999999577e+03 1.016295799999999971e+00
5.012313900000000103e+03 1.013370199999999999e+00
5.012513799999999719e+03 1.011226600000000087e+00
5.012713099999999940e+03 1.011361799999999977e+00
5.012913899999999558e+03 1.012341099999999994e+00
5.013113099999999577e+03 1.012461700000000020e+00
5.013313799999999901e+03 1.011734200000000028e+00
5.013512899999999718e+03 1.011568999999999940e+00
5.013714100000000144e+03 1.011975800000000092e+00
5.013913599999999860e+03 1.011865199999999909e+00
5.014113299999999981e+03 1.011850600000000044e+00
5.014313199999999597e+03 1.011799300000000068e+00
5.014513899999999921e+03 1.012073999999999918e+00
5.014713200000000143e+03 1.013606800000000030e+00
5.014913599999999860e+03 1.014696100000000101e+00
5.015113800000000083e+03 1.015145799999999987e+00
5.015313600000000406e+03 1.015282599999999924e+00
5.015512999999999920e+03 1.015293599999999907e+00
5.015713399999999638e+03 1.016070999999999946e+00
5.015914300000000367e+03 1.016122699999999934e+00
5.016113099999999577e+03 1.015463000000000005e+00
5.016313299999999799e+03 1.014874499999999902e+00
5.016513799999999719e+03 1.015756300000000056e+00
5.016713800000000447e+03 1.017432200000000009e+00
5.016913199999999961e+03 1.018011900000000081e+00
5.017113299999999981e+03 1.018476900000000018e+00
5.017313299999999799e+03 1.018485300000000038e+00
5.017513799999999719e+03 1.016810699999999956e+00
5.017713399999999638e+03 1.015640000000000098e+00
5.017913599999999860e+03 1.014359100000000069e+00
5.018113199999999779e+03 1.012510599999999927e+00
5.018313600000000406e+03 1.011500000000000066e+00
5.018513799999999719e+03 1.010843500000000006e+00
5.018713499999999840e+03 1.010039600000000037e+00
5.018913300000000163e+03 1.008277899999999949e+00
5.019113599999999678e+03 1.006005599999999944e+00
5.019313600000000406e+03 1.003732599999999975e+00
5.019513500000000022e+03 1.001921599999999968e+00
5.019713499999999840e+03 1.000504099999999896e+00
5.019913700000000063e+03 9.987661899999999982e-01
5.020113299999999981e+03 9.970796600000000343e-01
5.020313500000000204e+03 9.959679999999999644e-01
5.020513899999999921e+03 9.940803700000000465e-01
5.020712900000000445e+03 9.927001899999999823e-01
5.020913599999999860e+03 9.917436800000000163e-01
5.021114099999999780e+03 9.893686299999999711e-01
5.021313100000000304e+03 9.874575899999999962e-01
5.021513500000000022e+03 9.871292699999999476e-01
5.021713399999999638e+03 9.873935400000000140e-01
5.021913999999999760e+03 9.877052699999999685e-01
5.022113099999999577e+03 9.879090099999999763e-01
5.022313900000000103e+03 9.881084700000000165e-01
5.022512999999999920e+03 9.883924299999999885e-01
5.022713899999999740e+03 9.888168600000000197e-01
5.022913400000000365e+03 9.888953099999999719e-01
5.023113400000000183e+03 9.884920299999999660e-01
5.023313600000000406e+03 9.888187400000000293e-01
5.023513600000000224e+03 9.894169099999999828e-01
5.023713200000000143e+03 9.901161000000000545e-01
5.023913800000000265e+03 9.902285800000000249e-01
5.024113599999999678e+03 9.906097699999999451e-01
5.024313500000000204e+03 9.909284299999999712e-01
5.024512999999999920e+03 9.915182099999999554e-01
5.024713999999999942e+03 9.921966700000000028e-01
5.024913300000000163e+03 9.924444599999999728e-01
5.025113199999999779e+03 9.926137200000000327e-01
5.025314000000000306e+03 9.939222800000000468e-01
5.025514000000000124e+03 9.947531800000000146e-01
5.025712999999999738e+03 9.942575000000000163e-01
5.026684599999999591e+03 9.996082800000000157e-01
5.028441700000000310e+03 1.007088200000000100e+00
5.030226399999999558e+03 1.011960299999999924e+00
5.032038899999999558e+03 1.013729000000000102e+00
5.033879600000000210e+03 1.013704600000000067e+00
5.035748899999999594e+03 1.014122299999999921e+00
5.037647799999999734e+03 1.020322600000000079e+00
5.039577100000000428e+03 1.033985099999999990e+00
5.041537699999999859e+03 1.045985900000000024e+00
5.043530099999999948e+03 1.050870900000000052e+00
5.045554399999999987e+03 1.053244400000000081e+00
5.047610800000000381e+03 1.055276399999999892e+00
5.049698800000000119e+03 1.056835600000000097e+00
5.051818199999999706e+03 1.060913900000000076e+00
5.053968899999999849e+03 1.069673000000000096e+00
5.056150400000000445e+03 1.080179599999999907e+00
5.058362500000000182e+03 1.087198099999999945e+00
5.060604999999999563e+03 1.087938700000000036e+00
5.062877900000000409e+03 1.083910300000000104e+00
5.065180800000000090e+03 1.077288199999999918e+00
5.067513899999999921e+03 1.066803100000000004e+00
5.069877099999999700e+03 1.052500599999999897e+00
5.072270400000000336e+03 1.039747299999999930e+00
5.074693400000000111e+03 1.032437899999999908e+00
5.077146399999999630e+03 1.029276700000000044e+00
5.079629799999999705e+03 1.028427800000000003e+00
5.082142899999999827e+03 1.024674099999999921e+00
5.084685699999999997e+03 1.013391500000000001e+00
5.087258600000000115e+03 9.962563500000000127e-01
5.089861700000000383e+03 9.796972400000000247e-01
5.092494700000000194e+03 9.682108000000000381e-01
5.095157500000000255e+03 9.616712800000000172e-01
5.097850199999999859e+03 9.600744900000000026e-01
5.100573199999999815e+03 9.607930500000000373e-01
5.103326000000000022e+03 9.604519500000000543e-01
5.106108699999999772e+03 9.565459899999999571e-01
5.108921500000000378e+03 9.511013799999999963e-01
5.111764299999999821e+03 9.498037299999999572e-01
5.114637099999999919e+03 9.525567499999999521e-01
5.117539600000000064e+03 9.564270200000000166e-01
5.120472600000000057e+03 9.627827300000000310e-01
5.123435300000000097e+03 9.702883900000000006e-01
5.126427999999999884e+03 9.787985099999999550e-01
5.129450700000000325e+03 9.888202299999999667e-01
5.132503399999999601e+03 1.000352399999999919e+00
5.135586500000000342e+03 1.011529399999999912e+00
5.138699099999999817e+03 1.020291300000000012e+00
5.141841800000000148e+03 1.026025200000000082e+00
5.145014799999999923e+03 1.026766599999999974e+00
5.148217499999999745e+03 1.022538500000000017e+00
5.151450499999999920e+03 1.014776099999999959e+00
5.154713399999999638e+03 1.004907500000000065e+00
5.158006300000000010e+03 9.951024299999999823e-01
5.161329200000000128e+03 9.873421900000000084e-01
5.164682200000000194e+03 9.826290500000000039e-01
5.168064999999999600e+03 9.814015000000000377e-01
5.171478600000000370e+03 9.826669399999999888e-01
5.174921400000000176e+03 9.834732099999999866e-01
5.178394000000000233e+03 9.858086099999999741e-01
5.181897500000000036e+03 9.899915400000000032e-01
5.185430800000000090e+03 9.941759999999999486e-01
5.188993800000000192e+03 9.962904599999999888e-01
5.192586800000000039e+03 9.952144899999999517e-01
5.196210299999999734e+03 9.938942800000000188e-01
5.199863599999999678e+03 9.919681999999999666e-01
5.203546999999999571e+03 9.895041999999999449e-01
5.207260000000000218e+03 9.889183799999999858e-01
5.211003600000000006e+03 9.900664000000000131e-01
5.214777000000000044e+03 9.912098000000000297e-01
5.218580299999999625e+03 9.902044700000000033e-01
5.222413999999999760e+03 9.860619499999999649e-01
5.226277500000000146e+03 9.835368100000000391e-01
5.230170799999999872e+03 9.826231199999999610e-01
5.234094399999999951e+03 9.830308700000000011e-01
5.238048700000000281e+03 9.853534400000000248e-01
5.242031899999999951e+03 9.888993499999999548e-01
5.246045399999999972e+03 9.936998200000000114e-01
5.250089500000000044e+03 9.997073300000000051e-01
5.254163099999999758e+03 1.004291299999999998e+00
5.258266999999999825e+03 1.006102199999999947e+00
5.262400899999999638e+03 1.007720799999999972e+00
5.266564900000000307e+03 1.010545900000000108e+00
5.270758799999999610e+03 1.013026900000000063e+00
5.274982799999999770e+03 1.015709100000000031e+00
5.279236499999999978e+03 1.015342699999999931e+00
5.283520800000000236e+03 1.010896900000000098e+00
5.287835000000000036e+03 1.008268699999999907e+00
5.292179399999999987e+03 1.007355299999999954e+00
5.296553600000000188e+03 1.008056599999999969e+00
5.300957500000000437e+03 1.008419799999999977e+00
5.305391700000000128e+03 1.006931400000000032e+00
5.309856300000000374e+03 1.005905999999999967e+00
5.314350599999999758e+03 1.005176599999999976e+00
5.318875000000000000e+03 1.002942000000000000e+00
5.323429399999999987e+03 1.000648800000000005e+00
5.328013799999999719e+03 1.000027599999999905e+00
5.332628600000000006e+03 1.001448499999999964e+00
5.337272799999999734e+03 1.002667999999999893e+00
5.341947600000000421e+03 1.001246099999999917e+00
5.346652500000000146e+03 1.000380300000000000e+00
5.351386700000000019e+03 1.001764400000000110e+00
5.356151600000000144e+03 1.005391099999999982e+00
5.360946600000000217e+03 1.007074900000000106e+00
5.365770900000000438e+03 1.007956999999999992e+00
5.370626100000000406e+03 1.009051099999999979e+00
5.375511000000000422e+03 1.007537300000000080e+00
5.380425699999999779e+03 1.005410899999999996e+00
5.385371000000000095e+03 1.005017499999999897e+00
5.390345500000000357e+03 1.003815600000000030e+00
5.395350400000000263e+03 1.002585099999999896e+00
5.400386099999999715e+03 1.002779899999999946e+00
5.405450799999999617e+03 1.004193099999999950e+00
5.410545699999999670e+03 1.005126200000000081e+00
5.415671199999999772e+03 1.005230300000000021e+00
5.420826200000000426e+03 1.004869900000000094e+00
