-0.02873 0.00466
0.56303 0.00606
1.13848 0.00918
1.66499 0.01744
2.10451 0.02899
2.44455 0.04210
2.95553 0.04783
3.44459 0.05085
3.76897 0.06211
3.92013 0.07563
4.05175 0.09100
4.29569 0.10715
4.37107 0.13023
4.43108 0.11691
4.47496 0.13967
4.60084 0.15142
4.78983 0.16814
5.21461 0.18280
5.70602 0.18044
5.90922 0.17160
6.11329 0.15799
6.34651 0.14241
6.65075 0.12845
7.19949 0.12758
7.45057 0.14220
7.68853 0.15353
8.02190 0.16813
8.59762 0.16972
9.03156 0.15902
9.32183 0.14651
9.75563 0.13661
10.33170 0.13630
10.80971 0.14735
11.12404 0.16105
11.28482 0.17447
11.33157 0.18141
11.50922 0.19440
11.71043 0.20988
11.88356 0.22577
11.94452 0.24261
12.18173 0.25809
12.35844 0.27633
12.51230 0.28816
12.58218 0.29990
12.65212 0.31128
12.66923 0.32288
12.88789 0.33477
12.90964 0.34721
12.94998 0.36300
13.02377 0.37970
13.11549 0.40341
13.11746 0.39250
13.25756 0.41408
13.44593 0.43419
13.49118 0.44942
13.57082 0.46409
13.66069 0.48534
13.76971 0.50183
13.88216 0.51710
14.00481 0.52898
14.13228 0.54459
14.23999 0.55567
14.45294 0.57257
15.05062 0.58547
15.53792 0.59829
15.81360 0.61338
16.08928 0.62848
16.32016 0.64352
16.52535 0.65912
16.67615 0.67460
16.90463 0.68528
17.00980 0.70094
17.30691 0.71696
17.43377 0.73211
17.64215 0.74777
17.77898 0.76090
17.99184 0.77828
18.22901 0.79400
18.34631 0.80894
18.46363 0.82377
18.50942 0.83601
18.62285 0.84584
18.69664 0.86248
18.83827 0.87565
18.97809 0.89877
19.00386 0.88899
19.09085 0.91229
19.19581 0.93355
19.30420 0.95355
19.44563 0.96778
19.53893 0.98272
19.70888 0.99852
19.82166 1.01190
19.96393 1.02151
20.02910 1.03272
20.15047 1.05174
20.29186 1.06621
20.72210 1.07596
21.29879 1.07221
21.87623 1.06431
22.45333 1.05831
23.02797 1.06594
23.55367 1.07873
23.98314 1.09273
24.31693 1.10502
24.65033 1.11945
25.03189 1.13298
25.46120 1.14795
26.08468 1.15090
26.66203 1.14347
27.14433 1.13082
27.42534 1.11641
27.75390 1.10448
28.06331 1.09228
28.43408 1.07699
28.77927 1.06161
29.06310 1.04930
29.32112 1.03818
29.69186 1.02303
30.03715 1.00708
30.32101 0.99463
30.81930 0.98199
31.39610 0.97764
31.97166 0.98017
32.54584 0.99029
33.11964 1.00254
33.69363 1.01372
34.21965 1.02473
34.69783 1.03486
35.07965 1.04698
35.55742 1.05939
36.03539 1.07066
36.46530 1.08224
36.94313 1.09431
37.51698 1.10632
38.09170 1.11347
38.66783 1.11280
39.24529 1.10478
39.72753 1.09243
40.11343 1.08197
40.49952 1.07044
40.83740 1.06010
41.22373 1.04728
41.70599 1.03479
42.09233 1.02188
42.47868 1.00896
42.91288 0.99684
43.39526 0.98371
43.87738 0.97201
44.26344 0.96066
44.64973 0.94807
45.03604 0.93530
45.42201 0.92448
45.85611 0.91292
46.29022 0.90125
46.72438 0.88937
47.25438 0.87839
47.83192 0.86990
48.40844 0.86709
48.98438 0.86749
49.55996 0.86990
50.13521 0.87409
50.71032 0.87911
51.28545 0.88401
51.86034 0.89021
52.43555 0.89464
53.01063 0.89978
53.58614 0.90254
54.16215 0.90258
54.73856 0.90037
55.31510 0.89745
55.89207 0.89216
56.46927 0.88556
57.04635 0.87968
57.62349 0.87344
58.20099 0.86518
58.77850 0.85693
59.35545 0.85175
59.93214 0.84800
60.50893 0.84366
61.08547 0.84074
61.66210 0.83734
62.23808 0.83750
62.81377 0.83932
63.38939 0.84149
63.96473 0.84521
64.53985 0.85011
65.11545 0.85240
65.69090 0.85553
66.26620 0.85948
66.84167 0.86248
67.41692 0.86667
67.99205 0.87157
68.56739 0.87529
68.95114 0.87674
