# Energy Intensity
4.956313299999999799e+03 7.510860799999999685e-03
4.956513399999999820e+03 7.753200299999999691e-03
4.956713499999999840e+03 7.959971200000000649e-03
4.956913800000000265e+03 8.118448500000000068e-03
4.957113500000000386e+03 8.291884899999999239e-03
4.957313799999999901e+03 8.506039599999999298e-03
4.957513399999999820e+03 8.696642600000000292e-03
4.957713099999999940e+03 8.932787600000000397e-03
4.957913700000000063e+03 9.144189999999999957e-03
4.958114099999999780e+03 9.304486000000000701e-03
4.958312899999999900e+03 9.521392199999999251e-03
4.958513600000000224e+03 9.832643699999999223e-03
4.958713899999999740e+03 1.009642900000000051e-02
4.958913400000000365e+03 1.027899600000000031e-02
4.959113400000000183e+03 1.052644200000000044e-02
4.959313799999999901e+03 1.083409100000000055e-02
4.959512999999999920e+03 1.127049700000000085e-02
4.959713700000000244e+03 1.161521400000000044e-02
4.959913800000000265e+03 1.190112400000000077e-02
4.960113099999999577e+03 1.221225400000000051e-02
4.960313799999999901e+03 1.254421799999999934e-02
4.960513600000000224e+03 1.290379499999999915e-02
4.960713600000000042e+03 1.326478799999999958e-02
4.960913300000000163e+03 1.361747800000000057e-02
4.961113299999999981e+03 1.402551500000000055e-02
4.961313900000000103e+03 1.470477000000000069e-02
4.961513500000000022e+03 1.541379699999999991e-02
4.961713300000000345e+03 1.583675000000000013e-02
4.961913300000000163e+03 1.612558799999999973e-02
4.962113900000000285e+03 1.660342000000000068e-02
4.962313600000000406e+03 1.713389900000000104e-02
4.962513299999999617e+03 1.764375600000000002e-02
4.962713499999999840e+03 1.822231699999999829e-02
4.962913800000000265e+03 1.894823600000000025e-02
4.963113199999999779e+03 1.986183000000000046e-02
4.963313699999999699e+03 2.076756500000000172e-02
4.963513399999999820e+03 2.169047899999999862e-02
4.963713499999999840e+03 2.262590999999999908e-02
4.963913800000000265e+03 2.364844500000000058e-02
4.964113599999999678e+03 2.483660600000000065e-02
4.964313199999999597e+03 2.619118900000000014e-02
4.964513700000000426e+03 2.773313800000000093e-02
4.964713700000000244e+03 2.961601200000000059e-02
4.964913199999999961e+03 3.202642800000000262e-02
4.965113500000000386e+03 3.514638300000000326e-02
4.965313799999999901e+03 3.921184099999999728e-02
4.965513399999999820e+03 4.461938199999999910e-02
4.965713399999999638e+03 5.231520399999999710e-02
4.965913999999999760e+03 6.295219000000000509e-02
4.966113000000000284e+03 7.527728699999999828e-02
4.966313400000000001e+03 8.668579999999999341e-02
4.966513799999999719e+03 9.394122500000000320e-02
4.966713300000000345e+03 9.577866499999999894e-02
4.966913700000000063e+03 9.430074200000000684e-02
4.967113299999999981e+03 9.356604500000000046e-02
4.967313799999999901e+03 9.747230299999999625e-02
4.967513299999999617e+03 1.086017100000000041e-01
4.967713300000000345e+03 1.276370699999999914e-01
4.967913700000000063e+03 1.533675499999999914e-01
4.968113699999999881e+03 1.830584700000000009e-01
4.968313000000000102e+03 2.134463699999999964e-01
4.968514000000000124e+03 2.420959199999999922e-01
4.968713499999999840e+03 2.667641399999999829e-01
4.968913499999999658e+03 2.859479699999999958e-01
4.969113299999999981e+03 2.983329399999999909e-01
4.969314000000000306e+03 3.034773399999999843e-01
4.969513100000000122e+03 3.010652799999999907e-01
4.969713700000000244e+03 2.915737199999999807e-01
4.969913199999999961e+03 2.763502099999999850e-01
4.970113900000000285e+03 2.579586099999999771e-01
4.970313400000000001e+03 2.397417599999999982e-01
4.970512999999999920e+03 2.245164600000000010e-01
4.970714200000000346e+03 2.150769399999999942e-01
4.970913599999999860e+03 2.135171100000000100e-01
4.971112699999999677e+03 2.199040600000000123e-01
4.971314099999999598e+03 2.327849300000000010e-01
4.971513399999999820e+03 2.489046599999999998e-01
4.971713300000000345e+03 2.645502299999999973e-01
4.971913899999999558e+03 2.763011699999999848e-01
4.972113599999999678e+03 2.825869200000000192e-01
4.972312899999999900e+03 2.836090800000000134e-01
4.972513799999999719e+03 2.801358500000000196e-01
4.972713700000000244e+03 2.734819099999999947e-01
4.972913499999999658e+03 2.649180600000000108e-01
4.973113299999999981e+03 2.553947100000000248e-01
4.973313799999999901e+03 2.458500399999999919e-01
4.973513600000000224e+03 2.372499799999999992e-01
4.973713399999999638e+03 2.303748200000000079e-01
4.973913300000000163e+03 2.260138499999999884e-01
4.974113800000000083e+03 2.244297100000000045e-01
4.974313400000000001e+03 2.260393800000000120e-01
4.974513399999999820e+03 2.312736900000000040e-01
4.974713499999999840e+03 2.402345700000000084e-01
4.974913400000000365e+03 2.525641100000000083e-01
4.975113800000000083e+03 2.681318500000000049e-01
4.975313199999999597e+03 2.866525899999999849e-01
4.975513799999999719e+03 3.079992300000000127e-01
4.975713899999999740e+03 3.318176600000000143e-01
4.975912800000000061e+03 3.579135800000000089e-01
4.976113599999999678e+03 3.862533000000000216e-01
4.976313900000000103e+03 4.162823700000000127e-01
4.976513100000000122e+03 4.478129900000000219e-01
4.976713600000000042e+03 4.807097000000000175e-01
4.976913800000000265e+03 5.142877200000000038e-01
4.977113400000000183e+03 5.481392699999999563e-01
4.977313500000000204e+03 5.818853299999999784e-01
4.977513500000000022e+03 6.146005399999999730e-01
4.977713800000000447e+03 6.450334599999999474e-01
4.977913199999999961e+03 6.715868299999999680e-01
4.978113500000000386e+03 6.933130499999999863e-01
4.978313500000000204e+03 7.094486700000000035e-01
4.978513799999999719e+03 7.202416200000000268e-01
4.978712999999999738e+03 7.267779599999999451e-01
4.978913899999999558e+03 7.308699199999999507e-01
4.979113400000000183e+03 7.344469000000000136e-01
4.979313199999999597e+03 7.391200100000000495e-01
4.979514299999999821e+03 7.459571999999999870e-01
4.979712999999999738e+03 7.550421800000000072e-01
4.979913599999999860e+03 7.663991700000000185e-01
4.980113599999999678e+03 7.794018499999999516e-01
4.980313699999999699e+03 7.935515199999999547e-01
4.980512999999999920e+03 8.079762099999999725e-01
4.980713300000000345e+03 8.222723199999999455e-01
4.980914499999999862e+03 8.362213800000000141e-01
4.981113000000000284e+03 8.493896699999999855e-01
4.981313199999999597e+03 8.623800400000000144e-01
4.981513399999999820e+03 8.751814700000000169e-01
4.981713600000000042e+03 8.879094699999999785e-01
4.981914200000000164e+03 9.011287799999999626e-01
4.982113099999999577e+03 9.153344900000000006e-01
4.982313600000000406e+03 9.312601099999999743e-01
4.982513399999999820e+03 9.487804499999999974e-01
4.982713399999999638e+03 9.677754600000000318e-01
4.982913800000000265e+03 9.877816099999999766e-01
4.983112900000000081e+03 1.007931099999999969e+00
4.983314099999999598e+03 1.027441300000000002e+00
4.983513500000000022e+03 1.045207400000000009e+00
4.983713399999999638e+03 1.061174000000000062e+00
4.983913599999999860e+03 1.074733099999999997e+00
4.984113699999999881e+03 1.085232299999999928e+00
4.984313400000000001e+03 1.092860500000000012e+00
4.984513399999999820e+03 1.097628499999999896e+00
4.984713600000000042e+03 1.099591999999999903e+00
4.984913599999999860e+03 1.099485800000000069e+00
4.985113699999999881e+03 1.097893100000000066e+00
4.985313400000000001e+03 1.095327399999999951e+00
4.985513200000000325e+03 1.092227300000000012e+00
4.985713800000000447e+03 1.089138200000000056e+00
4.985913499999999658e+03 1.086609399999999948e+00
4.986113599999999678e+03 1.084971899999999989e+00
4.986313600000000406e+03 1.084238999999999953e+00
4.986513100000000122e+03 1.084406299999999934e+00
4.986713899999999740e+03 1.085585400000000034e+00
4.986913599999999860e+03 1.087598000000000065e+00
4.987113099999999577e+03 1.090403699999999976e+00
4.987314000000000306e+03 1.093733099999999903e+00
4.987513100000000122e+03 1.097328300000000034e+00
4.987713700000000244e+03 1.101411099999999976e+00
4.987913599999999860e+03 1.106020900000000085e+00
4.988113299999999981e+03 1.111028700000000091e+00
4.988313500000000204e+03 1.115795799999999893e+00
4.988513600000000224e+03 1.120387400000000033e+00
4.988713399999999638e+03 1.125013100000000099e+00
4.988913599999999860e+03 1.129326999999999970e+00
4.989113299999999981e+03 1.133174099999999962e+00
4.989313699999999699e+03 1.136416400000000104e+00
4.989513600000000224e+03 1.138570499999999930e+00
4.989713800000000447e+03 1.139715699999999998e+00
4.989913099999999758e+03 1.140005399999999947e+00
4.990113599999999678e+03 1.139077700000000082e+00
4.990313699999999699e+03 1.137138999999999900e+00
4.990513200000000325e+03 1.134428500000000062e+00
4.990713600000000042e+03 1.130945199999999984e+00
4.990913700000000063e+03 1.127183999999999964e+00
4.991113500000000386e+03 1.123451200000000094e+00
4.991313500000000204e+03 1.119388599999999956e+00
4.991513100000000122e+03 1.115087099999999998e+00
4.991713800000000447e+03 1.110616100000000106e+00
4.991913599999999860e+03 1.105836999999999959e+00
4.992113500000000386e+03 1.100994199999999923e+00
4.992313400000000001e+03 1.096237399999999917e+00
4.992513500000000022e+03 1.091335900000000025e+00
4.992713600000000042e+03 1.086139500000000035e+00
4.992913800000000265e+03 1.080903799999999970e+00
4.993113199999999779e+03 1.075680500000000039e+00
4.993313299999999799e+03 1.070072700000000099e+00
4.993513700000000426e+03 1.064266900000000016e+00
4.993713600000000042e+03 1.058820700000000059e+00
4.993913300000000163e+03 1.053595400000000071e+00
4.994113599999999678e+03 1.048565399999999981e+00
4.994313400000000001e+03 1.043997599999999970e+00
4.994513600000000224e+03 1.040116500000000110e+00
4.994713399999999638e+03 1.037120700000000006e+00
4.994913700000000063e+03 1.034889799999999971e+00
4.995113500000000386e+03 1.033549999999999969e+00
4.995313299999999799e+03 1.033236800000000066e+00
4.995513700000000426e+03 1.033590500000000079e+00
4.995713499999999840e+03 1.034679600000000033e+00
4.995913400000000365e+03 1.036396099999999931e+00
4.996113599999999678e+03 1.038293899999999992e+00
4.996313600000000406e+03 1.040448299999999993e+00
4.996513600000000224e+03 1.042880999999999947e+00
4.996713600000000042e+03 1.045226100000000047e+00
4.996913300000000163e+03 1.047586300000000081e+00
4.997113000000000284e+03 1.049994499999999942e+00
4.997314500000000407e+03 1.052439700000000089e+00
4.997513100000000122e+03 1.055026100000000078e+00
4.997713399999999638e+03 1.057592000000000088e+00
4.997913700000000063e+03 1.060068100000000069e+00
4.998113400000000183e+03 1.062611500000000042e+00
4.998313400000000001e+03 1.065227900000000005e+00
4.998513799999999719e+03 1.068071900000000074e+00
4.998713300000000345e+03 1.071077899999999916e+00
4.998913499999999658e+03 1.074054199999999959e+00
4.999113400000000183e+03 1.077061000000000046e+00
4.999313900000000103e+03 1.080019300000000015e+00
4.999513399999999820e+03 1.082935600000000109e+00
4.999713399999999638e+03 1.085968700000000009e+00
4.999913499999999658e+03 1.089022200000000051e+00
5.000113199999999779e+03 1.092237700000000089e+00
5.000313699999999699e+03 1.095673399999999909e+00
5.000513399999999820e+03 1.099212400000000089e+00
5.000713800000000447e+03 1.102514900000000075e+00
5.000913400000000365e+03 1.105376300000000089e+00
5.001113199999999779e+03 1.108047000000000004e+00
5.001313600000000406e+03 1.110647799999999963e+00
5.001513700000000426e+03 1.112956300000000009e+00
5.001713499999999840e+03 1.114714600000000111e+00
5.001913499999999658e+03 1.115894200000000058e+00
5.002113500000000386e+03 1.116508800000000079e+00
5.002313299999999799e+03 1.116538199999999925e+00
5.002513700000000426e+03 1.116078399999999915e+00
5.002713700000000244e+03 1.115283199999999919e+00
5.002913099999999758e+03 1.114011499999999932e+00
5.003113699999999881e+03 1.111970799999999926e+00
5.003313500000000204e+03 1.109640299999999913e+00
5.003513399999999820e+03 1.107209099999999946e+00
5.003713700000000244e+03 1.104345799999999933e+00
5.003913599999999860e+03 1.100944200000000039e+00
5.004113199999999779e+03 1.097533199999999987e+00
5.004313600000000406e+03 1.094062499999999938e+00
5.004513600000000224e+03 1.090418899999999969e+00
5.004713600000000042e+03 1.086657699999999949e+00
5.004913300000000163e+03 1.082758899999999969e+00
5.005113599999999678e+03 1.078567700000000018e+00
5.005313400000000001e+03 1.074317799999999989e+00
5.005513600000000224e+03 1.070287999999999906e+00
5.005713600000000042e+03 1.066235599999999950e+00
5.005913199999999961e+03 1.062082500000000040e+00
5.006113900000000285e+03 1.058086400000000094e+00
5.006313199999999597e+03 1.054365800000000020e+00
5.006513600000000224e+03 1.050742599999999971e+00
5.006713399999999638e+03 1.047006899999999963e+00
5.006913599999999860e+03 1.043119700000000094e+00
5.007113500000000386e+03 1.039296900000000079e+00
5.007314000000000306e+03 1.035878000000000076e+00
5.007512700000000223e+03 1.032898499999999942e+00
5.007713999999999942e+03 1.029847799999999980e+00
5.007913499999999658e+03 1.026461800000000091e+00
5.008113699999999881e+03 1.022814600000000018e+00
5.008312899999999900e+03 1.018972900000000070e+00
5.008513899999999921e+03 1.014907299999999957e+00
5.008713600000000042e+03 1.010816900000000018e+00
5.008913599999999860e+03 1.006575400000000009e+00
5.009113199999999779e+03 1.002257399999999965e+00
5.009313900000000103e+03 9.980023599999999773e-01
5.009513100000000122e+03 9.938550699999999516e-01
5.009713999999999942e+03 9.897804100000000549e-01
5.009912999999999556e+03 9.858267499999999739e-01
5.010113699999999881e+03 9.819909599999999683e-01
5.010313699999999699e+03 9.782985400000000498e-01
5.010513200000000325e+03 9.746420399999999873e-01
5.010713700000000244e+03 9.713907000000000513e-01
5.010913800000000265e+03 9.685767400000000471e-01
5.011113099999999577e+03 9.659520600000000012e-01
5.011313400000000001e+03 9.636008099999999743e-01
5.011513600000000224e+03 9.613832399999999723e-01
5.011713800000000447e+03 9.594494300000000475e-01
5.011913599999999860e+03 9.579351600000000078e-01
5.012113099999999577e+03 9.567408200000000473e-01
5.012313699999999699e+03 9.558856700000000206e-01
5.012513500000000022e+03 9.554130199999999462e-01
5.012713899999999740e+03 9.554128699999999697e-01
5.012913499999999658e+03 9.556223499999999538e-01
5.013113000000000284e+03 9.558263999999999649e-01
5.013313500000000204e+03 9.560689199999999888e-01
5.013513899999999921e+03 9.565880100000000441e-01
5.013713499999999840e+03 9.575329399999999991e-01
5.013913199999999961e+03 9.586668200000000306e-01
5.014113800000000083e+03 9.599163400000000346e-01
5.014313400000000001e+03 9.612020599999999693e-01
5.014513600000000224e+03 9.624491099999999966e-01
5.014713200000000143e+03 9.637530899999999789e-01
5.014913899999999558e+03 9.652034800000000025e-01
5.015113199999999779e+03 9.665755999999999792e-01
5.015313500000000204e+03 9.678595399999999627e-01
5.015513700000000426e+03 9.691660399999999509e-01
5.015713600000000042e+03 9.706139400000000084e-01
5.015913300000000163e+03 9.720689799999999714e-01
5.016113500000000386e+03 9.734134399999999632e-01
5.016313600000000406e+03 9.745055700000000432e-01
5.016513299999999617e+03 9.755800399999999817e-01
5.016714100000000144e+03 9.767320499999999628e-01
5.016913300000000163e+03 9.777531099999999809e-01
5.017113599999999678e+03 9.785423699999999947e-01
5.017313100000000304e+03 9.790607700000000246e-01
5.017513299999999617e+03 9.795415800000000228e-01
5.017713899999999740e+03 9.799113799999999985e-01
5.017913499999999658e+03 9.800356599999999752e-01
5.018113699999999881e+03 9.798669700000000038e-01
5.018313500000000204e+03 9.796222900000000067e-01
5.018513299999999617e+03 9.794576200000000288e-01
5.018713499999999840e+03 9.790115000000000345e-01
5.018913300000000163e+03 9.780828700000000486e-01
5.019113900000000285e+03 9.768941399999999664e-01
5.019313500000000204e+03 9.756586099999999817e-01
5.019513100000000122e+03 9.744853300000000385e-01
5.019713800000000447e+03 9.731700800000000484e-01
5.019913800000000265e+03 9.716896999999999895e-01
5.020113400000000183e+03 9.702137100000000069e-01
5.020313299999999799e+03 9.685542499999999499e-01
5.020513500000000022e+03 9.669953799999999600e-01
5.020713499999999840e+03 9.654330300000000253e-01
5.020913400000000365e+03 9.636228500000000308e-01
5.021113599999999678e+03 9.617488400000000492e-01
5.021313699999999699e+03 9.598517399999999533e-01
5.021513299999999617e+03 9.578453900000000187e-01
5.021713800000000447e+03 9.559712000000000209e-01
5.021913199999999961e+03 9.541515000000000413e-01
5.022113699999999881e+03 9.522294000000000036e-01
5.022313600000000406e+03 9.503349700000000011e-01
5.022513399999999820e+03 9.485986299999999982e-01
5.022713200000000143e+03 9.469627600000000145e-01
5.022914200000000164e+03 9.451769399999999655e-01
5.023112900000000081e+03 9.434250899999999662e-01
5.023313600000000406e+03 9.418157400000000123e-01
5.023513700000000426e+03 9.404191699999999710e-01
5.023713399999999638e+03 9.393568199999999813e-01
5.023913599999999860e+03 9.383510600000000146e-01
5.024113500000000386e+03 9.371713699999999481e-01
5.024313100000000304e+03 9.360154899999999500e-01
5.024513399999999820e+03 9.349808499999999745e-01
5.024714100000000144e+03 9.341709099999999655e-01
5.024913499999999658e+03 9.334938900000000483e-01
5.025113400000000183e+03 9.328709699999999660e-01
5.025312799999999697e+03 9.323292100000000193e-01
5.025514299999999821e+03 9.319752100000000539e-01
5.025713899999999740e+03 9.317310199999999654e-01
5.026684599999999591e+03 9.340463300000000357e-01
5.028441600000000108e+03 9.382208899999999741e-01
5.030226499999999760e+03 9.457858300000000495e-01
5.032038899999999558e+03 9.537627699999999820e-01
5.033879600000000210e+03 9.615665399999999696e-01
5.035748899999999594e+03 9.719107500000000455e-01
5.037647799999999734e+03 9.876523999999999859e-01
5.039577100000000428e+03 1.006507700000000005e+00
5.041537699999999859e+03 1.021883600000000003e+00
5.043530099999999948e+03 1.029482699999999973e+00
5.045554399999999987e+03 1.030176399999999992e+00
5.047610700000000179e+03 1.026846699999999890e+00
5.049698800000000119e+03 1.022347899999999976e+00
5.051818299999999908e+03 1.018675699999999962e+00
5.053968899999999849e+03 1.016113199999999939e+00
5.056150300000000243e+03 1.014380499999999907e+00
5.058362600000000384e+03 1.013787100000000052e+00
5.060604999999999563e+03 1.014369199999999971e+00
5.062877700000000004e+03 1.016033699999999929e+00
5.065180900000000292e+03 1.018189100000000069e+00
5.067514000000000124e+03 1.018447000000000102e+00
5.069877099999999700e+03 1.014737199999999895e+00
5.072270199999999932e+03 1.008087799999999978e+00
5.074693500000000313e+03 1.003433000000000019e+00
5.077146700000000237e+03 1.004722399999999904e+00
5.079629600000000210e+03 1.010228700000000090e+00
5.082142799999999625e+03 1.014262599999999903e+00
5.084685699999999997e+03 1.013511499999999899e+00
5.087258700000000317e+03 1.008750999999999953e+00
5.089861700000000383e+03 1.002019400000000005e+00
5.092494599999999991e+03 9.941676299999999689e-01
5.095157400000000052e+03 9.857175099999999635e-01
5.097850300000000061e+03 9.779288699999999501e-01
5.100573199999999815e+03 9.727699899999999733e-01
5.103325799999999617e+03 9.712813999999999615e-01
5.106108799999999974e+03 9.723391799999999696e-01
5.108921500000000378e+03 9.738013899999999889e-01
5.111764299999999821e+03 9.751030099999999923e-01
5.114636999999999716e+03 9.783229700000000140e-01
5.117539700000000266e+03 9.848575999999999997e-01
5.120472399999999652e+03 9.928120000000000278e-01
5.123435300000000097e+03 9.993535000000000057e-01
5.126428100000000086e+03 1.003256799999999949e+00
5.129450600000000122e+03 1.004685700000000015e+00
5.132503399999999601e+03 1.004365299999999905e+00
5.135586400000000140e+03 1.003673000000000037e+00
5.138699099999999817e+03 1.004138100000000033e+00
5.141841800000000148e+03 1.006226099999999901e+00
5.145014900000000125e+03 1.008658899999999914e+00
5.148217599999999948e+03 1.009070799999999934e+00
5.151450300000000425e+03 1.007163500000000100e+00
5.154713499999999840e+03 1.004203600000000085e+00
5.158006400000000212e+03 1.001094699999999893e+00
5.161329200000000128e+03 9.982973400000000330e-01
5.164682099999999991e+03 9.966627799999999704e-01
5.168065300000000207e+03 9.968206099999999958e-01
5.171478100000000268e+03 9.981112199999999657e-01
5.174921199999999772e+03 9.992355200000000437e-01
5.178394299999999930e+03 9.995744399999999530e-01
5.181897799999999734e+03 9.990772900000000067e-01
5.185430699999999888e+03 9.977239900000000050e-01
5.188993699999999990e+03 9.957543899999999892e-01
5.192586800000000039e+03 9.939078000000000079e-01
5.196210200000000441e+03 9.927846500000000463e-01
5.199863599999999678e+03 9.929283100000000362e-01
5.203546699999999873e+03 9.935781299999999483e-01
5.207260199999999713e+03 9.936632399999999476e-01
5.211003600000000006e+03 9.931355699999999675e-01
5.214777100000000246e+03 9.926043799999999528e-01
5.218580399999999827e+03 9.927841800000000161e-01
5.222413800000000265e+03 9.941116800000000531e-01
5.226277500000000146e+03 9.962104200000000409e-01
5.230171000000000276e+03 9.980608300000000099e-01
5.234094500000000153e+03 9.992894199999999838e-01
5.238048399999999674e+03 9.998728900000000142e-01
5.242031899999999951e+03 1.000256899999999893e+00
5.246045600000000377e+03 1.000891999999999893e+00
5.250089399999999841e+03 1.001626399999999917e+00
5.254163300000000163e+03 1.001666600000000074e+00
5.258266999999999825e+03 1.000877800000000040e+00
5.262400599999999940e+03 9.998051900000000103e-01
5.266565099999999802e+03 9.990642499999999870e-01
5.270758799999999610e+03 9.988274400000000108e-01
5.274982899999999972e+03 9.990664799999999790e-01
5.279236600000000180e+03 9.997775500000000148e-01
5.283520900000000438e+03 1.000713799999999987e+00
5.287835000000000036e+03 1.001607399999999926e+00
5.292179299999999785e+03 1.003041300000000025e+00
5.296553399999999783e+03 1.004296899999999937e+00
5.300957699999999932e+03 1.004604400000000064e+00
5.305391800000000330e+03 1.004035800000000034e+00
5.309856399999999667e+03 1.002414200000000033e+00
5.314350499999999556e+03 1.000413199999999891e+00
5.318875000000000000e+03 9.991802499999999920e-01
5.323429500000000189e+03 9.985711900000000529e-01
5.328013899999999921e+03 9.979298300000000177e-01
5.332628399999999601e+03 9.973622899999999847e-01
5.337272899999999936e+03 9.971069099999999574e-01
5.341947699999999713e+03 9.970164200000000143e-01
5.346652299999999741e+03 9.969933600000000506e-01
5.351386800000000221e+03 9.976331099999999896e-01
5.356151700000000346e+03 9.987759499999999679e-01
5.360946399999999812e+03 9.999880100000000382e-01
5.365770900000000438e+03 1.000821399999999972e+00
5.370626000000000204e+03 1.001166100000000059e+00
5.375511099999999715e+03 1.001557299999999984e+00
5.380425599999999577e+03 1.002502900000000086e+00
5.385370899999999892e+03 1.003248499999999988e+00
5.390345800000000054e+03 1.003153600000000090e+00
5.395350699999999961e+03 1.002726100000000065e+00
5.400385699999999815e+03 1.001854800000000045e+00
5.405450700000000325e+03 1.001315200000000072e+00
5.410546000000000276e+03 1.001559499999999936e+00
5.415671099999999569e+03 1.000919499999999962e+00
5.420826000000000022e+03 9.996120800000000139e-01
