# Energy Intensity
5.426011400000000322e+03 9.988053900000000151e-01
5.431226700000000164e+03 9.988570799999999528e-01
5.436471999999999753e+03 9.993000300000000058e-01
5.441747099999999591e+03 9.994512500000000133e-01
5.447052200000000084e+03 9.992865699999999851e-01
5.452387899999999718e+03 1.000276600000000071e+00
5.457752999999999702e+03 1.001576199999999917e+00
5.463148199999999633e+03 1.001480600000000054e+00
5.468574200000000019e+03 1.001384599999999958e+00
5.474029000000000451e+03 1.001095800000000091e+00
5.479514299999999821e+03 1.000701700000000027e+00
5.485030200000000150e+03 1.000520999999999994e+00
5.490575499999999920e+03 1.000057399999999985e+00
5.496150400000000445e+03 9.993785699999999661e-01
5.501756199999999808e+03 9.992484499999999548e-01
5.507391700000000128e+03 9.994485100000000122e-01
5.513057399999999689e+03 9.996595099999999734e-01
5.518752599999999802e+03 1.000483900000000093e+00
5.524478100000000268e+03 1.001028000000000029e+00
5.530234300000000076e+03 1.000799299999999947e+00
5.536020199999999932e+03 1.001061100000000037e+00
5.541835799999999836e+03 1.001315299999999908e+00
5.547681599999999889e+03 1.001215900000000047e+00
5.553557899999999790e+03 1.001780200000000010e+00
5.559464100000000144e+03 1.002468799999999938e+00
5.565401100000000042e+03 1.002643200000000068e+00
5.571367299999999886e+03 1.002621800000000007e+00
5.577363299999999981e+03 1.002061099999999927e+00
5.583390400000000227e+03 1.001033499999999909e+00
5.589447000000000116e+03 1.000678799999999979e+00
5.595533900000000358e+03 1.000495700000000099e+00
5.601651100000000042e+03 1.000258899999999951e+00
5.607798499999999876e+03 9.998727699999999663e-01
5.613975300000000061e+03 9.996134800000000542e-01
5.620182899999999790e+03 1.000029400000000068e+00
5.626420699999999670e+03 1.000467699999999960e+00
5.632688100000000304e+03 1.000646399999999936e+00
5.638985999999999876e+03 1.000531599999999965e+00
5.645313900000000103e+03 1.000264000000000042e+00
5.651672199999999975e+03 1.000084299999999926e+00
5.658060699999999997e+03 9.996034799999999887e-01
5.664479000000000269e+03 9.990838499999999955e-01
5.670927599999999984e+03 9.988428599999999991e-01
5.677406500000000051e+03 9.987353100000000428e-01
5.683915500000000065e+03 9.987437599999999804e-01
5.690454999999999927e+03 9.987954100000000501e-01
5.697024500000000444e+03 9.989029099999999772e-01
5.703623999999999796e+03 9.986805199999999605e-01
5.710253899999999703e+03 9.984959799999999497e-01
5.716914899999999761e+03 9.985469399999999940e-01
5.723605400000000373e+03 9.986974699999999761e-01
5.730325700000000325e+03 9.988937500000000247e-01
5.737077000000000226e+03 9.989311100000000110e-01
5.743858900000000176e+03 9.989378100000000371e-01
5.750671099999999569e+03 9.986729199999999640e-01
5.757513200000000325e+03 9.981123699999999710e-01
5.764386599999999817e+03 9.981218600000000274e-01
5.771290399999999863e+03 9.988474800000000098e-01
5.778224299999999857e+03 9.991128099999999623e-01
5.785189400000000205e+03 9.989793500000000437e-01
5.792185300000000097e+03 9.990694100000000466e-01
5.799212800000000243e+03 9.992312300000000258e-01
5.806270300000000134e+03 1.000220300000000062e+00
5.813359499999999571e+03 1.001747799999999966e+00
5.820480499999999665e+03 1.002280999999999977e+00
5.827633300000000418e+03 1.002340299999999962e+00
5.834818599999999606e+03 1.002680400000000027e+00
5.842036100000000260e+03 1.003176300000000021e+00
5.849287500000000364e+03 1.003635599999999961e+00
5.856573400000000220e+03 1.003762000000000043e+00
5.863895000000000437e+03 1.003677500000000000e+00
5.871254200000000310e+03 1.003954599999999919e+00
5.878654300000000148e+03 1.004588700000000001e+00
5.886100300000000061e+03 1.005351899999999965e+00
5.893600199999999859e+03 1.006019299999999950e+00
5.901170699999999670e+03 1.006475699999999973e+00
5.908849799999999959e+03 1.006878099999999998e+00
5.916786500000000160e+03 1.007376700000000014e+00
5.925714700000000448e+03 1.009071000000000051e+00
5.934226999999999862e+03 1.010546799999999967e+00
