natx =      268
    x       y        z       iph  
     -1.08718      4.20296      1.88347   3      4.73226
      4.26282     -1.14704      1.88347   3      4.79946
     -4.24446      1.52796     -1.74531   3      4.83696
      1.58782     -4.20296      1.88347   3      4.87170
      3.60423      1.14704     -3.07199   3      4.87271
      0.65859      0.00000      4.95546   3      4.99903
     -0.65859      0.00000     -4.95546   3      4.99903
     -3.58586     -1.52796      3.21015   3      5.04957
     -0.91086     -3.82204      3.21015   3      5.07373
      0.68809     -1.33750     -4.88638   1      5.11264
      3.54603     -1.30059     -3.50985   2      5.15606
     -3.52767      1.37441      3.64801   2      5.25752
      0.92922      4.20296     -3.07199   3      5.28824
      1.76414      3.82204      3.21015   3      5.29389
      5.35000      0.00000      0.00000   3      5.35000
     -5.35000      0.00000      0.00000   3      5.35000
      0.00000      5.35000      0.00000   3      5.35000
      0.00000     -5.35000      0.00000   3      5.35000
     -2.01641      0.00000      4.95546   3      5.35000
      2.01641      0.00000     -4.95546   3      5.35000
      0.87103     -4.04941     -3.50985   2      5.42914
     -1.98691      1.33750     -4.88638   1      5.44183
     -0.85267      3.97559      3.64801   2      5.46263
     -1.74578     -4.20296     -3.07199   3      5.49088
     -4.42077     -1.14704     -3.07199   3      5.50419
     -0.64023      2.67500     -4.81730   3      5.54725
     -0.64023     -2.67500     -4.81730   3      5.54725
      3.78054      3.82204     -1.74531   3      5.65213
     -1.80397      4.04941     -3.50985   2      5.65430
     -4.00332     -4.01250      0.06908   1      5.66846
      3.83874     -3.97559     -1.30745   2      5.67896
      4.02168      4.01250      0.06908   1      5.68145
      4.43914      1.52796      3.21015   3      5.68732
      1.82233     -3.97559      3.64801   2      5.69510
     -3.82037      4.04941      1.44561   2      5.75177
     -4.47897      1.30059     -3.50985   2      5.83710
      2.03477      2.67500     -4.81730   3      5.87387
      2.03477     -2.67500     -4.81730   3      5.87387
     -4.18626      3.97559     -1.30745   2      5.91942
     -3.76218     -4.20296      1.88347   3      5.94696
      4.49733     -1.37441      3.64801   2      5.95172
     -5.33164      2.67500      0.13816   3      5.96666
     -5.33164     -2.67500      0.13816   3      5.96666
      3.33359      0.00000      4.95546   3      5.97239
     -3.33359      0.00000     -4.95546   3      5.97239
     -4.24446     -3.82204     -1.74531   3      5.97240
      2.67500      5.35000      0.00000   3      5.98148
      2.67500     -5.35000      0.00000   3      5.98148
     -2.67500      5.35000      0.00000   3      5.98148
     -2.67500     -5.35000      0.00000   3      5.98148
      5.36836      2.67500      0.13816   3      5.99950
      5.36836     -2.67500      0.13816   3      5.99950
      4.20463     -4.04941      1.44561   2      6.01385
      3.36309      1.33750     -4.88638   1      6.08079
     -3.58586      3.82204      3.21015   3      6.14585
      4.26282      4.20296      1.88347   3      6.27566
      3.60423     -4.20296     -3.07199   3      6.33186
      0.68809      4.01250     -4.88638   1      6.36006
      3.54603      4.04941     -3.50985   2      6.42582
     -3.31523      2.67500     -4.81730   3      6.43061
     -3.31523     -2.67500     -4.81730   3      6.43061
      0.50514      1.37441     -6.26291   2      6.43181
     -3.52767     -3.97559      3.64801   2      6.44653
     -1.98691     -4.01250     -4.88638   1      6.62757
      4.43914     -3.82204      3.21015   3      6.67974
     -2.16986     -1.37441     -6.26291   2      6.76915
     -6.49538      1.30059      1.44561   2      6.78021
      6.51374     -1.37441     -1.30745   2      6.78434
     -6.43718     -1.14704      1.88347   3      6.80445
     -6.67832     -1.33750      0.06908   1      6.81129
     -1.32832     -6.68750      0.06908   1      6.81849
      1.34668      6.68750      0.06908   1      6.82209
      4.69141      0.00000     -4.95546   3      6.82392
     -4.69141      0.00000      4.95546   3      6.82392
      6.69668      1.33750      0.06908   1      6.82929
     -4.42077      4.20296     -3.07199   3      6.82973
     -1.08718     -6.49704      1.88347   3      6.85135
      6.45554      1.52796     -1.74531   3      6.85965
     -4.66191     -1.33750     -4.88638   1      6.88470
      0.44695     -1.52796     -6.70078   3      6.88729
     -1.14538      6.65059      1.44561   2      6.90159
      1.58782      6.49704      1.88347   3      6.94839
      1.52963     -6.65059      1.44561   2      6.97566
     -4.47897     -4.04941     -3.50985   2      6.98412
     -1.51126      6.72441     -1.30745   2      7.01506
      4.49733      3.97559      3.64801   2      7.02419
      6.27923     -1.14704     -3.07199   3      7.08389
      6.87962     -1.30059      1.44561   2      7.14916
      3.18014     -1.37441     -6.26291   2      7.15726
      3.36309     -4.01250     -4.88638   1      7.16151
      1.10554      6.87796     -1.74531   3      7.18155
     -6.26086      1.52796      3.21015   3      7.19987
     -2.22805      1.52796     -6.70078   3      7.22491
      0.92922     -6.49704     -3.07199   3      7.24652
      4.70977      2.67500     -4.81730   3      7.24872
      4.70977     -2.67500     -4.81730   3      7.24872
      6.22103      1.30059     -3.50985   2      7.26029
      6.93782      1.14704      1.88347   3      7.27987
      0.65859      5.35000      4.95546   3      7.32208
      0.65859     -5.35000      4.95546   3      7.32208
     -0.65859     -5.35000     -4.95546   3      7.32208
     -0.65859      5.35000     -4.95546   3      7.32208
     -6.20267     -1.37441      3.64801   2      7.32599
     -1.74578      6.49704     -3.07199   3      7.39570
      0.50514     -3.97559     -6.26291   2      7.43535
      3.12195      1.52796     -6.70078   3      7.54862
      5.35000      5.35000      0.00000   3      7.56604
      5.35000     -5.35000      0.00000   3      7.56604
     -5.35000      5.35000      0.00000   3      7.56604
     -5.35000     -5.35000      0.00000   3      7.56604
     -2.01641      5.35000      4.95546   3      7.56604
     -2.01641     -5.35000      4.95546   3      7.56604
      2.01641      5.35000     -4.95546   3      7.56604
      2.01641     -5.35000     -4.95546   3      7.56604
      0.87103      6.65059     -3.50985   2      7.57021
     -0.91086      6.87796      3.21015   3      7.64467
      6.45554     -3.82204     -1.74531   3      7.70248
      0.44695      3.82204     -6.70078   3      7.72711
     -2.16986      3.97559     -6.26291   2      7.72901
     -1.80397     -6.65059     -3.50985   2      7.73328
     -3.76218      6.49704      1.88347   3      7.74035
      6.51374      3.97559     -1.30745   2      7.74232
      6.00859      0.00000      4.95546   3      7.78844
     -6.49538     -4.04941      1.44561   2      7.78957
     -6.67832      4.01250      0.06908   1      7.79133
     -4.00332      6.68750      0.06908   1      7.79448
      4.02168     -6.68750      0.06908   1      7.80393
     -3.82037     -6.65059      1.44561   2      7.80483
      6.69668     -4.01250      0.06908   1      7.80708
      3.83874      6.72441     -1.30745   2      7.85258
     -4.66191      4.01250     -4.88638   1      7.85559
      1.82233      6.72441      3.64801   2      7.86426
      6.03809     -1.33750     -4.88638   1      7.88189
     -6.43718      4.20296      1.88347   3      7.91515
      7.11414     -1.52796      3.21015   3      7.95303
      4.26282     -6.49704      1.88347   3      7.99566
      4.20463      6.65059      1.44561   2      7.99993
     -6.26086     -3.82204      3.21015   3      8.00696
      3.33359      5.35000      4.95546   3      8.01823
      3.33359     -5.35000      4.95546   3      8.01823
     -3.33359     -5.35000     -4.95546   3      8.01823
     -3.33359      5.35000     -4.95546   3      8.01823
      8.02500      0.00000      0.00000   3      8.02500
      0.01836      8.02500      0.13816   3      8.02621
     -2.22805     -3.82204     -6.70078   3      8.02948
      3.60423      6.49704     -3.07199   3      8.03984
      3.18014      3.97559     -6.26291   2      8.07110
      6.87962      4.04941      1.44561   2      8.11275
      0.27063      1.14704     -8.02745   3      8.11350
      6.27923      4.20296     -3.07199   3      8.15663
      7.17233      1.37441      3.64801   2      8.16329
      6.22103     -4.04941     -3.50985   2      8.21085
     -6.20267      3.97559      3.64801   2      8.22109
     -4.24446      6.87796     -1.74531   3      8.26849
      0.68809     -6.68750     -4.88638   1      8.31101
      3.54603     -6.65059     -3.50985   2      8.31407
      3.12195     -3.82204     -6.70078   3      8.32196
      6.93782     -4.20296      1.88347   3      8.32740
     -3.52767      6.72441      3.64801   2      8.42438
     -4.42077     -6.49704     -3.07199   3      8.43753
     -2.65664      8.02500      0.13816   3      8.45443
     -2.40437     -1.14704     -8.02745   3      8.45794
      2.69336      8.02500      0.13816   3      8.46604
      8.04336      2.67500      0.13816   3      8.47764
      8.04336     -2.67500      0.13816   3      8.47764
     -1.98691      6.68750     -4.88638   1      8.51747
      0.21244     -1.30059     -8.46532   2      8.56728
      2.94563     -1.14704     -8.02745   3      8.62742
      4.69141      5.35000     -4.95546   3      8.67112
      4.69141     -5.35000     -4.95546   3      8.67112
     -4.69141     -5.35000      4.95546   3      8.67112
     -4.69141      5.35000      4.95546   3      8.67112
      5.85514      1.37441     -6.26291   2      8.68307
      7.11414      3.82204      3.21015   3      8.69045
      6.03809      4.01250     -4.88638   1      8.74273
     -4.47897      6.65059     -3.50985   2      8.75274
      4.43914      6.87796      3.21015   3      8.79303
     -7.36641      0.00000      4.95546   3      8.87809
      7.36641      0.00000     -4.95546   3      8.87809
     -2.46256      1.30059     -8.46532   2      8.91164
      3.36309      6.68750     -4.88638   1      8.93923
      7.17233     -3.97559      3.64801   2      8.97528
      5.79695     -1.52796     -6.70078   3      8.99109
      2.88744      1.30059     -8.46532   2      9.03828
      0.27063     -4.20296     -8.02745   3      9.06521
      0.50514      6.72441     -6.26291   2      9.20310
      7.38477      2.67500     -4.81730   3      9.21395
      7.38477     -2.67500     -4.81730   3      9.21395
     -6.43718     -6.49704      1.88347   3      9.33790
     -2.40437      4.20296     -8.02745   3      9.37475
     -0.64023      8.02500     -4.81730   3      9.38173
      9.18874      1.37441     -1.30745   2      9.38250
      0.21244      4.04941     -8.46532   2      9.38640
     -6.49538      6.65059      1.44561   2      9.40797
      9.13054     -1.52796     -1.74531   3      9.42060
      6.00859      5.35000      4.95546   3      9.44893
      6.00859     -5.35000      4.95546   3      9.44893
      5.85514     -3.97559     -6.26291   2      9.45050
     -6.67832     -6.68750      0.06908   1      9.45132
      6.69668      6.68750      0.06908   1      9.46430
     -1.56946      9.17204     -1.74531   3      9.46761
      1.16374      9.32559     -1.30745   2      9.48843
     -4.66191     -6.68750     -4.88638   1      9.50436
      2.94563      4.20296     -8.02745   3      9.52794
      8.95422      1.14704     -3.07199   3      9.53577
      6.27923     -6.49704     -3.07199   3      9.54344
      2.03477      8.02500     -4.81730   3      9.57848
      6.45554      6.87796     -1.74531   3      9.59304
     -5.33164      8.02500      0.13816   3      9.63567
      8.02500      5.35000      0.00000   3      9.64485
      8.02500     -5.35000      0.00000   3      9.64485
      5.79695      3.82204     -6.70078   3      9.64951
      8.89603     -1.30059     -3.50985   2      9.65142
      5.36836      8.02500      0.13816   3      9.65604
      6.87962     -6.65059      1.44561   2      9.67726
      6.93782      6.49704      1.88347   3      9.68980
     -2.46256     -4.04941     -8.46532   2      9.70173
      6.22103      6.65059     -3.50985   2      9.75964
      2.88744     -4.04941     -8.46532   2      9.81818
     -6.26086      6.87796      3.21015   3      9.83920
     -2.22805      6.87796     -6.70078   3      9.85753
      5.62063      1.14704     -8.02745   3      9.86647
      1.76414      9.17204      3.21015   3      9.87641
     -3.31523      8.02500     -4.81730   3      9.92964
      0.02950      1.33750     -9.84184   1      9.93236
