    0.1167856474E-01   -0.2370256909E+04    0.2498656274E+02
    0.1227733756E-01   -0.2249225391E+04    0.2484099616E+02
    0.1290681012E-01   -0.2134115262E+04    0.2468452078E+02
    0.1356855642E-01   -0.2024641087E+04    0.2451652817E+02
    0.1426423119E-01   -0.1920528649E+04    0.2433640507E+02
    0.1499557396E-01   -0.1821519997E+04    0.2414353797E+02
    0.1576441348E-01   -0.1727366988E+04    0.2393731848E+02
    0.1657267224E-01   -0.1637836529E+04    0.2371714927E+02
    0.1742237132E-01   -0.1552704034E+04    0.2348245083E+02
    0.1831563540E-01   -0.1471758859E+04    0.2323266883E+02
    0.1925469810E-01   -0.1394797663E+04    0.2296728227E+02
    0.2024190758E-01   -0.1321630086E+04    0.2268581217E+02
    0.2127973238E-01   -0.1252071944E+04    0.2238783096E+02
    0.2237076759E-01   -0.1185951172E+04    0.2207297229E+02
    0.2351774137E-01   -0.1123100825E+04    0.2174094128E+02
    0.2472352175E-01   -0.1063365347E+04    0.2139152496E+02
    0.2599112382E-01   -0.1006593304E+04    0.2102460292E+02
    0.2732371724E-01   -0.9526440179E+03    0.2064015763E+02
    0.2872463418E-01   -0.9013799925E+03    0.2023828460E+02
    0.3019737766E-01   -0.8526739800E+03    0.1981920171E+02
    0.3174563032E-01   -0.8064010136E+03    0.1938325784E+02
    0.3337326359E-01   -0.7624459818E+03    0.1893093999E+02
    0.3508434741E-01   -0.7206951892E+03    0.1846287915E+02
    0.3688316037E-01   -0.6810445432E+03    0.1797985393E+02
    0.3877420044E-01   -0.6433905218E+03    0.1748279236E+02
    0.4076219620E-01   -0.6076390874E+03    0.1697277073E+02
    0.4285211869E-01   -0.5736959420E+03    0.1645101020E+02
    0.4504919380E-01   -0.5414763039E+03    0.1591886973E+02
    0.4735891536E-01   -0.5108942886E+03    0.1537783678E+02
    0.4978705887E-01   -0.4818737003E+03    0.1482951369E+02
    0.5233969597E-01   -0.4543363642E+03    0.1427560230E+02
    0.5502320956E-01   -0.4282140852E+03    0.1371788405E+02
    0.5784430984E-01   -0.4034357337E+03    0.1315819920E+02
    0.6081005103E-01   -0.3799405241E+03    0.1259842168E+02
    0.6392784901E-01   -0.3576636626E+03    0.1204043470E+02
    0.6720549992E-01   -0.3365510506E+03    0.1148610242E+02
    0.7065119958E-01   -0.3165433768E+03    0.1093724464E+02
    0.7427356405E-01   -0.2975923252E+03    0.1039560815E+02
    0.7808165111E-01   -0.2796431265E+03    0.9862843821E+01
    0.8208498297E-01   -0.2626522484E+03    0.9340480908E+01
    0.8629357004E-01   -0.2465686625E+03    0.8829910005E+01
    0.9071793599E-01   -0.2313528972E+03    0.8332363300E+01
    0.9536914403E-01   -0.2169573739E+03    0.7848906291E+01
    0.1002588246E+00   -0.2033464430E+03    0.7380426106E+01
    0.1053992045E+00   -0.1904761848E+03    0.6927633609E+01
    0.1108031372E+00   -0.1783149193E+03    0.6491060357E+01
    0.1164841356E+00   -0.1668227157E+03    0.6071071118E+01
    0.1224564049E+00   -0.1559718659E+03    0.5667868375E+01
    0.1287348790E+00   -0.1457263677E+03    0.5281513487E+01
    0.1353352574E+00   -0.1360621382E+03    0.4911936126E+01
    0.1422740444E+00   -0.1269465844E+03    0.4558961122E+01
    0.1495685907E+00   -0.1183585219E+03    0.4222319550E+01
    0.1572371363E+00   -0.1102679352E+03    0.3901677575E+01
    0.1652988567E+00   -0.1026557836E+03    0.3596645997E+01
    0.1737739103E+00   -0.9549382075E+02    0.3306807807E+01
    0.1826834892E+00   -0.8876451554E+02    0.3031724054E+01
    0.1920498720E+00   -0.8244078622E+02    0.2770957357E+01
    0.2018964795E+00   -0.7650638538E+02    0.2524073433E+01
    0.2122479333E+00   -0.7093518024E+02    0.2290658798E+01
    0.2231301176E+00   -0.6571234089E+02    0.2070318822E+01
    0.2345702434E+00   -0.6081285816E+02    0.1862688224E+01
    0.2465969169E+00   -0.5622388035E+02    0.1667427787E+01
    0.2592402112E+00   -0.5192198521E+02    0.1484226471E+01
    0.2725317411E+00   -0.4789696461E+02    0.1312799594E+01
    0.2865047422E+00   -0.4412743336E+02    0.1152881180E+01
    0.3011941545E+00   -0.4060617786E+02    0.1004227080E+01
    0.3166367090E+00   -0.3731378513E+02    0.8665959185E+00
    0.3328710202E+00   -0.3424526554E+02    0.7397604518E+00
    0.3499376824E+00   -0.3138217121E+02    0.6234759907E+00
    0.3678793710E+00   -0.2872005039E+02    0.5175036161E+00
    0.3867409497E+00   -0.2624057728E+02    0.4215652143E+00
    0.4065695822E+00   -0.2393886333E+02    0.3353808140E+00
    0.4274148504E+00   -0.2179762989E+02    0.2586115447E+00
    0.4493288784E+00   -0.1981254154E+02    0.1909130020E+00
    0.4723664626E+00   -0.1796907764E+02    0.1318677211E+00
    0.4965852091E+00   -0.1626423603E+02    0.8105351543E-01
    0.5220456772E+00   -0.1468651253E+02    0.3797008914E-01
    0.5488115314E+00   -0.1323390251E+02    0.2120356253E-02
    0.5769497003E+00   -0.1189693790E+02   -0.2706595106E-01
    0.6065305440E+00   -0.1067364365E+02   -0.5014333792E-01
    0.6376280300E+00   -0.9555429993E+01   -0.6772485999E-01
    0.6703199182E+00   -0.8539754448E+01   -0.8039066998E-01
    0.7046879553E+00   -0.7618200836E+01   -0.8875942043E-01
    0.7408180794E+00   -0.6787408409E+01   -0.9340067341E-01
    0.7788006345E+00   -0.6038924274E+01   -0.9490040962E-01
    0.8187305969E+00   -0.5368834553E+01   -0.9378125506E-01
    0.8607078123E+00   -0.4768816051E+01   -0.9056354548E-01
    0.9048372455E+00   -0.4234752712E+01   -0.8569654473E-01
    0.9512292431E+00   -0.3758733091E+01   -0.7961327961E-01
    0.9999998093E+00   -0.3336927948E+01   -0.7267320332E-01
    0.1051270896E+01   -0.2962167559E+01   -0.6521259304E-01
    0.1105170707E+01   -0.2631178675E+01   -0.5749834863E-01
    0.1161834021E+01   -0.2337692318E+01   -0.4977220147E-01
    0.1221402525E+01   -0.2079227743E+01   -0.4221398170E-01
    0.1284025172E+01   -0.1850510178E+01   -0.3498116540E-01
    0.1349858550E+01   -0.1649745760E+01   -0.2818001764E-01
    0.1419067278E+01   -0.1472609100E+01   -0.2189884231E-01
    0.1491824413E+01   -0.1317955134E+01   -0.1618531393E-01
    0.1568311886E+01   -0.1182321904E+01   -0.1107492587E-01
    0.1648720956E+01   -0.1064900873E+01   -0.6573271304E-02
    0.1733252687E+01   -0.9630075073E+00   -0.2678276267E-02
    0.1822118453E+01   -0.8760240650E+00    0.6333933575E-03
    0.1915540464E+01   -0.7994353747E+00    0.3388777838E-02
    0.2013752323E+01   -0.7312922156E+00    0.5628712959E-02
    0.2116999613E+01   -0.6727404273E+00    0.7396091398E-02
    0.2225540504E+01   -0.6228395826E+00    0.8742499578E-02
    0.2339646406E+01   -0.5768435276E+00    0.9720631366E-02
    0.2459602642E+01   -0.5356322121E+00    0.1038786027E-01
    0.2585709166E+01   -0.4513240433E+00    0.1080347604E-01
    0.2718281310E+01   -0.4513240433E+00    0.1102805619E-01
    0.2857650573E+01   -0.4513240433E+00    0.1107233155E-01
    0.3004165451E+01   -0.4513240433E+00    0.1096739203E-01
    0.3158192307E+01   -0.4513240433E+00    0.1073922508E-01
    0.3320116289E+01   -0.4513240433E+00    0.1040913172E-01
    0.3490342292E+01   -0.4513240433E+00    0.9994029101E-02
