# xx                                                               FEFF 9.9.1
# POT  SCF 100  4.6000   0, screened core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=29 Rmt= 1.286 Rnm= 1.355 K  shell
# Pot 1 Z=29 Rmt= 1.334 Rnm= 1.433
# Pot 2 Z=16 Rmt= 1.380 Rnm= 1.493
# Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-6.557E+00eV kf=1.876E+00 Vint=-1.228E+01eV Rs_int= 1.933
#  -----------------------------------------------------------------------
#   0.95032E+00  0.23938E+01  0.63941E+00 -0.2409625E+00  0.3302774E+03 method to calculate xsect
#   1.7291900E+00  89  11
#       em              xsnorm            xsec  
  0.153885810E+02  0.86459E+00  0.24758E-03 -0.92500E-04  0.24602E-03
  0.163125022E+02  0.86459E+00  0.24650E-03 -0.93409E-04  0.24518E-03
  0.172554732E+02  0.86459E+00  0.24546E-03 -0.94156E-04  0.24436E-03
  0.182174942E+02  0.86459E+00  0.24447E-03 -0.94750E-04  0.24357E-03
  0.191985651E+02  0.86459E+00  0.24354E-03 -0.95203E-04  0.24282E-03
  0.201986859E+02  0.86459E+00  0.24267E-03 -0.95525E-04  0.24211E-03
  0.212178566E+02  0.86459E+00  0.24186E-03 -0.95727E-04  0.24145E-03
  0.222560773E+02  0.86459E+00  0.24113E-03 -0.95818E-04  0.24085E-03
  0.233133478E+02  0.86459E+00  0.24046E-03 -0.95810E-04  0.24030E-03
  0.243896683E+02  0.86459E+00  0.23987E-03 -0.95711E-04  0.23981E-03
  0.254850387E+02  0.86459E+00  0.23935E-03 -0.95531E-04  0.23938E-03
  0.265994590E+02  0.86459E+00  0.23890E-03 -0.95280E-04  0.23901E-03
  0.277329293E+02  0.86459E+00  0.23853E-03 -0.94965E-04  0.23870E-03
  0.288854495E+02  0.86459E+00  0.23823E-03 -0.94596E-04  0.23846E-03
  0.300570196E+02  0.86459E+00  0.23800E-03 -0.94180E-04  0.23828E-03
  0.312476396E+02  0.86459E+00  0.23784E-03 -0.93726E-04  0.23816E-03
  0.324573095E+02  0.86459E+00  0.23776E-03 -0.93241E-04  0.23810E-03
  0.336860293E+02  0.86459E+00  0.23774E-03 -0.92731E-04  0.23811E-03
  0.349337991E+02  0.86459E+00  0.23778E-03 -0.92204E-04  0.23817E-03
  0.362006188E+02  0.86459E+00  0.23789E-03 -0.91666E-04  0.23829E-03
  0.374864884E+02  0.86459E+00  0.23805E-03 -0.91124E-04  0.23847E-03
  0.387914079E+02  0.86459E+00  0.23828E-03 -0.90584E-04  0.23869E-03
  0.401153774E+02  0.86459E+00  0.23855E-03 -0.90050E-04  0.23897E-03
  0.414583968E+02  0.86459E+00  0.23888E-03 -0.89528E-04  0.23929E-03
  0.428204661E+02  0.86459E+00  0.23925E-03 -0.89023E-04  0.23966E-03
  0.442015853E+02  0.86459E+00  0.23967E-03 -0.88539E-04  0.24006E-03
  0.456017544E+02  0.86459E+00  0.24012E-03 -0.88080E-04  0.24051E-03
  0.470209734E+02  0.86459E+00  0.24061E-03 -0.87650E-04  0.24098E-03
  0.484592424E+02  0.86459E+00  0.24112E-03 -0.87252E-04  0.24148E-03
  0.499165613E+02  0.86459E+00  0.24167E-03 -0.86889E-04  0.24201E-03
