ATOMS
  3.17754493   4.04890304  -2.14460815     2    5.5758 
  3.82199164  -1.17909717   3.91450781     2    5.5965 
  3.82199164   4.06464872   0.43848865     2    5.5965 
 -4.85575058  -2.42633190   2.03299285     2    5.7964 
 -4.85575058   2.81741398  -1.44302630     2    5.7964 
 -3.18078125   2.67944073   4.04206814     2    5.7996 
  0.27140655  -4.67628314   3.44412907     2    5.8141 
  0.27140655   4.99337671  -2.96577781     2    5.8141 
 -4.56642705   2.08753272   3.14914579     1    5.9268 
  1.57602117  -3.19736023  -4.82337520     1    5.9977 
  0.77547353   0.94469168  -5.93952814     2    6.0640 
  0.77547353  -5.83850255  -1.44302630     2    6.0640 
  5.38424942  -2.42633190   2.03299285     2    6.2458 
  5.38424942   2.81741398  -1.44302630     2    6.2458 
  3.68876904  -0.18109953  -5.07849587     2    6.2794 
  3.68876904  -4.60701349  -2.14460815     2    6.2794 
  4.33321575   2.19192641  -4.05801318     2    6.3284 
  4.33321575  -4.59126781   0.43848865     2    6.3284 
 -2.45367918   0.67787946   5.82791284     2    6.3596 
 -2.45367918   5.10379342   2.89402512     2    6.3596 
 -4.33736934  -1.30525956  -4.52839192     2    6.4049 
 -4.33736934  -3.66253982  -2.96577781     2    6.4049 
 -5.91394139   0.01596368  -2.53526167     2    6.4345 
 -5.91394139  -2.34131658  -0.97264756     2    6.4345 
  2.66632082   0.67787946   5.82791284     2    6.4446 
  2.66632082   5.10379342   2.89402512     2    6.4446 
  1.76096189   3.82358851  -4.88715537     2    6.4502 
  1.76096189  -5.99039462   1.61842176     2    6.4502 
  4.60312053  -2.77689669   3.61952453     1    6.4808 
  4.60312053   4.41521350  -1.14804302     1    6.4808 
 -1.30516550  -3.35505990   5.43725932     2    6.5210 
 -1.30516550   6.31459995  -0.97264756     2    6.5210 
 -0.24697469  -0.55360960   6.52949469     2    6.5576 
 -0.24697469   6.22958463   2.03299285     2    6.5576 
 -0.01131073  -3.64657614  -5.50103948     2    6.5999 
 -4.21130388  -2.41058623   4.61608965     2    6.6973 
 -4.21130388   5.19043992  -0.42254361     2    6.6973 
  5.11434464   0.59412689  -4.35299646     1    6.7423 
  5.11434464  -4.24070303  -1.14804302     1    6.7423 
 -5.12565536   0.59412689  -4.35299646     1    6.7508 
 -5.12565536  -4.24070303  -1.14804302     1    6.7508 
 -6.70733190  -0.44921590  -0.67766428     1    6.7564 
 -3.54397883  -3.19736023  -4.82337520     1    6.7859 
  5.67357295   2.08753272   3.14914579     1    6.8165 
 -6.15375895   1.63831681   2.47148151     2    6.8309 
 -1.02810358   1.04418992   6.82447797     1    6.9800 
 -1.02810358   5.87901984   3.61952453     1    6.9800 
 -3.35903811   3.82358851  -4.88715537     2    7.0560 
 -3.35903811  -5.99039462   1.61842176     2    7.0560 
  6.36973778   0.45256493   3.08536562     2    7.0921 
  6.36973778   2.66552191   1.61842176     2    7.0921 
  4.88018244   1.62235313   5.00674318     2    7.1774 
  4.88018244   3.97963339   3.44412907     2    7.1774 
  2.27218600  -2.61937104  -6.35409923     2    7.2387 
  2.27218600  -4.83232802  -4.88715537     2    7.2387 
 -5.63687947  -2.77689669   3.61952453     1    7.2517 
 -5.63687947   4.41521350  -1.14804302     1    7.2517 
  1.06479706   5.45855630  -4.82337520     1    7.3617 
  1.06479706  -6.56838381   3.14914579     1    7.3617 
  6.53992023   0.96043735  -3.35643134     2    7.4134 
  6.53992023  -3.46547661  -0.42254361     2    7.4134 
 -4.34452647   0.94469168  -5.93952814     2    7.4193 
 -4.34452647  -5.83850255  -1.44302630     2    7.4193 
 -2.84781400  -2.61937104  -6.35409923     2    7.4395 
 -2.84781400  -4.83232802  -4.88715537     2    7.4395 
  3.81483450  -3.35505990   5.43725932     2    7.4413 
  3.81483450   6.31459995  -0.97264756     2    7.4413 
 -0.52253484   5.00934039  -5.50103948     2    7.4584 
 -0.52253484  -7.01759972   2.47148151     2    7.4584 
 -5.90678425   2.19192641  -4.05801318     2    7.4941 
 -5.90678425  -4.59126781   0.43848865     2    7.4941 
  7.26702230  -1.04112391  -1.57058664     2    7.5073 
 -5.35981756   1.62235313   5.00674318     2    7.5118 
 -5.35981756   3.97963339   3.44412907     2    7.5118 
 -7.40349672  -1.02720510   0.85305975     2    7.5229 
 -7.40349672   1.18575188  -0.61388412     2    7.5229 
  5.90263066  -1.30525956  -4.52839192     2    7.5532 
  5.90263066  -3.66253982  -2.96577781     2    7.5532 
 -4.84859345  -4.67628314   3.44412907     2    7.5656 
 -4.84859345   4.99337671  -2.96577781     2    7.5656 
 -6.41800836  -1.17909717   3.91450781     2    7.6095 
 -6.41800836   4.06464872   0.43848865     2    7.6095 
  2.45044286  -5.97647580   4.04206814     2    7.6198 
  2.45044286   6.05046431  -3.93045285     2    7.6198 
 -0.27556014  -1.22024423  -7.53403234     2    7.6372 
 -0.27556014  -6.46399012  -4.05801318     2    7.6372 
 -2.66955714  -5.97647580   4.04206814     2    7.6931 
 -2.66955714   6.05046431  -3.93045285     2    7.6931 
 -1.77227261   2.34381848  -7.11946124     2    7.7020 
 -1.77227261  -7.47016465  -0.61388412     2    7.7020 
  1.12457408   4.24376904   6.40193435     2    7.7627 
  0.39747201   1.81941634   7.54997738     2    7.7763 
  0.39747201   6.24533030   4.61608965     2    7.7763 
 -1.81638961   2.94357637   6.99987343     2    7.8078 
 -1.81638961   5.30085663   5.43725932     2    7.8078 
  5.39140655  -4.67628314   3.44412907     2    7.9245 
  5.39140655   4.99337671  -2.96577781     2    7.9245 
  1.63579819  -4.41214749   6.40193435     2    7.9453 
  1.63579819   7.61479262  -1.57058664     2    7.9453 
  6.02869612  -2.41058623   4.61608965     2    7.9665 
  6.02869612   5.19043992  -0.42254361     2    7.9665 
  2.32527917  -2.18527170   7.35863687     2    8.0207 
  2.32527917   7.62871143   0.85305975     2    8.0207 
  4.09189642   1.04418992   6.82447797     1    8.0254 
  4.09189642   5.87901984   3.61952453     1    8.0254 
  7.95650328  -1.02720510   0.85305975     2    8.0678 
  7.95650328   1.18575188  -0.61388412     2    8.0678 
  4.87302531  -0.55360960   6.52949469     2    8.1662 
  4.87302531   6.22958463   2.03299285     2    8.1662 
 -2.79472083  -2.18527170   7.35863687     2    8.1692 
 -2.79472083   7.62871143   0.85305975     2    8.1692 
  3.34772739   2.34381848  -7.11946124     2    8.2090 
  3.34772739  -7.47016465  -0.61388412     2    8.2090 
  3.30361039   2.94357637   6.99987343     2    8.2811 
  3.30361039   5.30085663   5.43725932     2    8.2811 
 -6.55123096  -0.18109953  -5.07849587     2    8.2911 
 -6.55123096  -4.60701349  -2.14460815     2    8.2911 
 -8.09297770  -1.04112391  -1.57058664     2    8.3095 
 -4.05520294   5.45855630  -4.82337520     1    8.3370 
 -4.05520294  -6.56838381   3.14914579     1    8.3370 
  5.10868927  -3.64657614  -5.50103948     2    8.3461 
 -5.13131073  -3.64657614  -5.50103948     2    8.3600 
 -7.06245507  -3.55212311   2.89402512     2    8.4185 
 -7.06245507   4.04890304  -2.14460815     2    8.4185 
  5.89547353   0.94469168  -5.93952814     2    8.4218 
  5.89547353  -5.83850255  -1.44302630     2    8.4218 
 -5.36697469  -0.55360960   6.52949469     2    8.4703 
 -5.36697469   6.22958463   2.03299285     2    8.4703 
 -2.09855601  -3.82023948   7.29485671     1    8.4978 
 -2.09855601   8.20670063  -0.67766428     1    8.4978 
 -3.48420181  -4.41214749   6.40193435     2    8.5201 
 -3.48420181   7.61479262  -1.57058664     2    8.5201 
  7.05921875   2.67944073   4.04206814     2    8.5645 
  1.93114434  -0.09445303  -8.39506460     2    8.6148 
  1.93114434  -7.69547918  -3.35643134     2    8.6148 
 -1.80923247   0.69362514   8.41100964     2    8.6313 
 -1.80923247   7.47681936   3.91450781     2    8.6313 
  0.27140655  -7.03356340   5.00674318     2    8.6378 
  0.27140655   7.35065697  -4.52839192     2    8.6378 
 -3.99542592   4.24376904   6.40193435     2    8.6578 
  0.51122411   3.37102358  -7.97252099     2    8.6710 
 -0.51122411  -3.37102358   7.97252099     2    8.6710 
  0.51122411  -8.65591653   0.00000000     2    8.6710 
 -0.51122411   8.65591653   0.00000000     2    8.6710 
 -7.27833303  -2.60545222  -3.93045285     2    8.6724 
  8.65266810  -0.44921590  -0.67766428     1    8.6908 
  4.59746516   5.00934039  -5.50103948     2    8.7459 
  4.59746516  -7.01759972   2.47148151     2    8.7459 
  3.02144399  -3.82023948   7.29485671     1    8.7714 
  3.02144399   8.20670063  -0.67766428     1    8.7714 
  6.69602117  -3.19736023  -4.82337520     1    8.8501 
  1.76096189   6.03654549  -6.35409923     2    8.9395 
  1.76096189  -8.20335160   3.08536562     2    8.9395 
 -3.18885566  -0.09445303  -8.39506460     2    8.9808 
 -3.18885566  -7.69547918  -3.35643134     2    8.9808 
END
