ATOMS
  0.00000000   0.00000000   0.00000000     0    0.0000 
 -1.58733190  -0.44921590  -0.67766428     1    1.7834 
 -2.28349672  -1.02720510   0.85305975     2    2.6452 
 -2.28349672   1.18575188  -0.61388412     2    2.6452 
 -0.79394139   0.01596368  -2.53526167     2    2.6567 
 -0.79394139  -2.34131658  -0.97264756     2    2.6567 
  2.14702230  -1.04112391  -1.57058664     2    2.8566 
  2.83650328  -1.02720510   0.85305975     2    3.1351 
  2.83650328   1.18575188  -0.61388412     2    3.1351 
 -1.03375895   1.63831681   2.47148151     2    3.1402 
  0.26424942  -2.42633190   2.03299285     2    3.1765 
  0.26424942   2.81741398  -1.44302630     2    3.1765 
  1.24973778   0.45256493   3.08536562     2    3.3595 
  1.24973778   2.66552191   1.61842176     2    3.3595 
 -2.97297770  -1.04112391  -1.57058664     2    3.5198 
  3.53266810  -0.44921590  -0.67766428     1    3.6250 
  1.41992023   0.96043735  -3.35643134     2    3.7689 
  1.41992023  -3.46547661  -0.42254361     2    3.7689 
  0.55357295   2.08753272   3.14914579     1    3.8186 
 -1.29800836  -1.17909717   3.91450781     2    4.2893 
 -1.29800836   4.06464872   0.43848865     2    4.2893 
 -0.00565536   0.59412689  -4.35299646     1    4.3934 
 -0.00565536  -4.24070303  -1.14804302     1    4.3934 
 -0.51687947  -2.77689669   3.61952453     1    4.5912 
 -0.51687947   4.41521350  -1.14804302     1    4.5912 
 -0.78678425   2.19192641  -4.05801318     2    4.6788 
 -0.78678425  -4.59126781   0.43848865     2    4.6788 
  0.78263066  -1.30525956  -4.52839192     2    4.7773 
  0.78263066  -3.66253982  -2.96577781     2    4.7773 
 -3.87026222   0.45256493   3.08536562     2    4.9702 
 -3.87026222   2.66552191   1.61842176     2    4.9702 
 -1.94245507  -3.55212311   2.89402512     2    4.9766 
 -1.94245507   4.04890304  -2.14460815     2    4.9766 
  4.32605861   0.01596368  -2.53526167     2    5.0142 
  4.32605861  -2.34131658  -0.97264756     2    5.0142 
  4.08624105   1.63831681   2.47148151     2    5.0487 
 -3.70007977   0.96043735  -3.35643134     2    5.0871 
 -3.70007977  -3.46547661  -0.42254361     2    5.0871 
  5.12000000   0.00000000   0.00000000     2    5.1200 
 -5.12000000   0.00000000   0.00000000     2    5.1200 
 -2.15833303  -2.60545222  -3.93045285     2    5.1861 
  1.93921875   2.67944073   4.04206814     2    5.2229 
 -0.23981756   1.62235313   5.00674318     2    5.2685 
 -0.23981756   3.97963339   3.44412907     2    5.2685 
 -1.43123096  -0.18109953  -5.07849587     2    5.2794 
 -1.43123096  -4.60701349  -2.14460815     2    5.2794 
  0.90869612  -2.41058623   4.61608965     2    5.2863 
  0.90869612   5.19043992  -0.42254361     2    5.2863 
  2.96166697  -2.60545222  -3.93045285     2    5.5685 
  3.17754493  -3.55212311   2.89402512     2    5.5758 
