#HD#     0.2354683342E+01     0.1304405684E+02 
    0.3809984030E-01     0.1168275823E-02    -0.1202858958E-04     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3167440377E+05 
    0.1523993612E+00     0.4699645942E-02    -0.1909116179E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3991359010E+04 
    0.3428985627E+00     0.1059829923E-01    -0.9540901946E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1197994923E+04 
    0.6095974449E+00     0.1881799163E-01    -0.2962836251E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5143698412E+03 
    0.9524960076E+00     0.2917280031E-01    -0.7076865524E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2691858435E+03 
    0.1371594251E+01     0.4123650590E-01    -0.1430096728E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1598486573E+03 
    0.1866892175E+01     0.5423476691E-01    -0.2572930502E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1036556883E+03 
    0.2438389779E+01     0.6693625055E-01    -0.4249044903E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7173346702E+02 
    0.3086087065E+01     0.7754417783E-01    -0.6569282444E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5219726289E+02 
    0.3809984030E+01     0.8358508796E-01    -0.9636677190E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3953628367E+02 
    0.4610080677E+01     0.8178767155E-01    -0.1353961027E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3095349386E+02 
    0.5486377004E+01     0.6794140623E-01    -0.1834289068E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2492508359E+02 
    0.6438873011E+01     0.3672230111E-01    -0.2407545725E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2057273176E+02 
    0.7467568700E+01    -0.1852893001E-01    -0.3071322752E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1736703718E+02 
    0.8572464068E+01    -0.1060927276E+00    -0.3815578001E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1497800869E+02 
    0.9753559118E+01    -0.2362387963E+00    -0.4619651411E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1319574554E+02 
    0.1101085385E+02    -0.4216965452E+00    -0.5448849770E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1188686259E+02 
    0.1234434826E+02    -0.6782499691E+00    -0.6251345402E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1097039247E+02 
    0.1375404235E+02    -0.1202716681E+01    -0.6999691532E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1034184096E+02 
    0.1523993612E+02    -0.1800489170E+01    -0.1481438415E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5143627966E+01 
    0.1844032271E+02    -0.1519060086E+01    -0.2567059747E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3265200538E+01 
    0.2194550802E+02    -0.8162285982E+00    -0.3161265340E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2892500531E+01 
    0.2575549205E+02    -0.2374155805E+00    -0.3570574556E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2774331784E+01 
    0.2987027480E+02     0.3014888019E+00    -0.3852927179E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2768792346E+01 
    0.3428985627E+02     0.8005555286E+00    -0.4047970269E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2823625504E+01 
    0.3901423647E+02     0.1260714115E+01    -0.4180208609E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2916588629E+01 
    0.4404341539E+02     0.1683652268E+01    -0.4266102833E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3036482291E+01 
    0.4937739303E+02     0.2071599494E+01    -0.4317296193E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3176975101E+01 
    0.5501616940E+02     0.2427098643E+01    -0.4342292640E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3334169416E+01 
    0.6095974449E+02     0.2752814456E+01    -0.4347430427E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3505504316E+01 
    0.6720811830E+02     0.3051393291E+01    -0.4337497062E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3689208938E+01 
    0.7376129083E+02     0.3325370716E+01    -0.4316142334E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3884007624E+01 
    0.8061926208E+02     0.3577117269E+01    -0.4286167651E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4088950309E+01 
    0.8778203206E+02     0.3808811839E+01    -0.4249734512E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4303309605E+01 
    0.9524960076E+02     0.4022433701E+01    -0.4208517589E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4526515513E+01 
    0.1030219682E+03     0.4219766312E+01    -0.4163818622E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4758112386E+01 
    0.1110991343E+03     0.4402408000E+01    -0.4116652003E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4997729648E+01 
    0.1194810992E+03     0.4571786219E+01    -0.4067809572E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5245061302E+01 
    0.1281678628E+03     0.4729173233E+01    -0.4017910012E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5499851243E+01 
    0.1371594251E+03     0.4875701898E+01    -0.3967436705E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5761882516E+01 
    0.1609718253E+03     0.5200868762E+01    -0.3841017871E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6447482679E+01 
    0.1866892175E+03     0.5477168799E+01    -0.3717087433E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7174942396E+01 
    0.2143116017E+03     0.5714398489E+01    -0.3597684114E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7942576202E+01 
    0.2438389779E+03     0.5920015041E+01    -0.3483773972E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8749095806E+01 
    0.2752713462E+03     0.6099759575E+01    -0.3375716192E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9593479550E+01 
    0.3086087065E+03     0.6258104086E+01    -0.3273528327E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1047489218E+02 
    0.3438510587E+03     0.6398572338E+01    -0.3177039681E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1139263337E+02 
    0.3809984030E+03     0.6523971715E+01    -0.3085980970E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1234610345E+02 
    0.4610080677E+03     0.6738181281E+01    -0.2918877203E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1435820057E+02 
    0.5486377004E+03     0.6914273236E+01    -0.2769611780E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1650765955E+02 
    0.6438873011E+03     0.7061488387E+01    -0.2635740312E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1879160559E+02 
    0.7467568700E+03     0.7186331270E+01    -0.2515124012E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2120761289E+02 
    0.8572464068E+03     0.7293504442E+01    -0.2405942710E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2375358325E+02 
    0.9753559118E+03     0.7386487577E+01    -0.2306663792E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2642766782E+02 
    0.1101085385E+04     0.7467908246E+01    -0.2216000215E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2922821400E+02 
    0.1234434826E+04     0.7539786296E+01    -0.2132869719E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3215372788E+02 
    0.1375404235E+04     0.7603699120E+01    -0.2056359170E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3520284668E+02 
    0.1523993612E+04     0.7660896005E+01    -0.1985694722E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3837431794E+02 
