natx =     2587
    x       y        z       iph  
    -12.63790     11.82791     -5.01001   3     18.01988
     17.08000      5.65792      1.28001   4     18.03820
      6.86001     -2.82999    -16.44790   3     18.04444
      2.54000      7.35792     16.28789   4     18.05231
     -1.25789      7.78790    -16.23790   2     18.05278
      7.35001    -10.12999    -13.05000   2     18.08153
      3.95001     10.37791     14.28791   4     18.09553
     12.79001     -0.27998     12.81790   4     18.10970
      7.34001     14.68792      7.65001   4     18.11445
     -0.24000    -16.91999      6.47001   4     18.11642
     11.41002    -12.79999     -5.88000   4     18.12740
    -15.03788     -4.30000      9.16999   4     18.13055
    -13.23790     -9.40999     -8.09000   4     18.14492
     -2.25789    -12.43999    -13.02000   3     18.14860
     -2.45790    -17.75000      2.98001   4     18.16547
    -16.39788      7.69790     -1.43999   4     18.17201
      7.34001     -7.69998    -14.73789   4     18.17610
     -6.78790    -15.87998     -5.67000   2     18.17686
     -4.78790     -4.94999     16.84790   4     18.20105
     15.09000      1.06002    -10.15999   2     18.22244
     12.79001     11.47792     -6.09000   2     18.23225
     16.22001     -8.30000      0.74001   4     18.23531
      5.39000    -11.45998    -13.13789   4     18.24795
     -8.40789     11.87790     11.05790   3     18.27715
     -2.23789    -10.96000     14.46791   4     18.28798
      7.54000     -6.19999     15.46791   4     18.29065
      5.63000    -15.12999     -8.60000   4     18.29135
     18.23000      0.10001     -1.55000   4     18.29605
     -3.57790     15.75790     -8.61999   4     18.31440
    -10.01789     12.66790      8.68001   4     18.33512
     15.14000      9.82791     -3.24000   2     18.33862
     -0.39000    -15.64999      9.60790   4     18.36807
     -4.82788    -16.93000     -5.25001   4     18.37106
      3.69000      8.47792    -15.87790   3     18.37387
     15.10001      7.12790     -7.70000   4     18.38770
     -1.00998      5.47792     17.52791   3     18.39172
      8.94000      4.57002     15.46791   4     18.44085
     -3.20790      2.83001     17.93790   4     18.44093
     -8.40789     11.87790    -11.33000   3     18.44305
     13.21000     -6.57998    -11.06999   4     18.44844
    -16.23790     -8.48998      2.19999   4     18.45506
      1.30000     18.19791     -2.82000   4     18.46095
      2.80001    -10.06999     15.24791   2     18.48630
     -6.51790      1.24002     17.26790   4     18.49868
      2.52000    -15.39999      9.94791   2     18.50597
      1.94000    -18.13789     -3.19999   4     18.51990
     -5.74789     -7.88999     15.74789   3     18.52799
     -1.51790     -6.19999     17.41790   4     18.55066
     10.73001     -5.82999    -13.96790   4     18.55328
    -15.04789     -7.69998      7.65001   4     18.55402
     16.32002     -0.51998      8.83001   2     18.56293
      8.64001     -2.46999     16.24791   4     18.56731
     -2.23789     11.42790     14.46791   4     18.57217
      8.46001     16.32792     -2.64999   4     18.57943
    -16.56790     -4.72000     -6.96000   2     18.57997
     -7.28789    -15.26000     -7.70000   4     18.58147
      3.24000    -13.45999    -12.40001   4     18.58572
     13.21000     -6.57998     11.31791   4     18.59827
     -7.11790     -5.91999    -16.13789   3     18.60490
     -3.67788    -14.57999    -10.96000   4     18.60710
    -13.51790     -8.23998     -9.78000   2     18.60858
     -4.82788      5.45790     17.13789   4     18.62269
    -12.14790     13.06791      5.37001   4     18.63273
     -6.79788     17.04792      3.33000   4     18.65292
     16.55001      0.37000     -8.61999   4     18.66397
      3.94000     16.56792     -7.64001   4     18.66519
     13.02000    -13.15999     -2.43000   4     18.67111
    -17.29790      5.84792     -3.91999   4     18.67570
      3.41001     -2.12999     18.24791   3     18.68559
     16.81000     -7.45000     -3.36000   4     18.69139
    -15.15788     -9.73999      5.03000   3     18.70641
    -16.85789     -2.75998     -7.67999   4     18.72934
    -12.83789     -6.01999     12.23790   4     18.73014
    -13.06788     10.72790      8.07001   4     18.73453
      1.41001     10.42790     15.50790   4     18.74098
    -14.50790     11.86791     -0.03000   3     18.74373
    -11.81790     12.54790      7.40001   2     18.75827
      3.93002     -6.55999    -17.13789   4     18.76662
      1.66000     -3.63000    -18.33791   4     18.76729
     17.27000      7.27790     -1.28999   3     18.78523
     16.35002      8.23792     -4.21000   4     18.78591
     -9.89789      2.95001     15.77789   3     18.85770
      8.97000     12.90790     10.45790   4     18.87969
      6.17002      2.90002     17.60790   4     18.88167
     -3.67788    -14.57999     11.42790   4     18.88650
    -14.00788     -1.60998     12.56790   4     18.88822
     -4.78790     17.43791     -5.54000   4     18.91286
     12.18000     13.43791     -5.46999   4     18.94336
     -0.95999     10.21791     15.92789   2     18.94795
     13.91000      2.89001     12.53790   4     18.94833
     15.53002     -2.05998    -10.66000   4     18.94889
      6.24000     14.68792    -10.22999   4     18.95588
      0.54000      1.88000    -18.85789   3     18.95906
    -18.59790      3.53001     -1.12000   3     18.96305
     -7.11790     16.46791      6.25001   3     18.99787
      3.39000    -16.78999      8.36000   4     19.06004
    -13.74789     12.98791     -2.42000   4     19.06691
      3.95001    -12.00999     14.28791   4     19.07844
      5.77001     -4.19999     17.71790   4     19.10123
     -1.15790     18.89792      2.53001   3     19.10165
     17.60000     -4.94999     -5.54000   4     19.10377
    -11.65789     -5.82999    -13.96790   4     19.10491
     -1.90790    -17.23998      8.04001   2     19.11802
     17.56002      5.45790     -5.25001   4     19.12343
      1.92001     -8.81000    -16.87790   3     19.13547
      7.54000     16.18791     -6.91999   4     19.15166
     16.30000      1.48002      9.96790   4     19.16350
      5.63000     -9.24999     15.82791   4     19.17764
     -0.30998    -16.23998    -10.19999   2     19.18001
     -6.78790      6.50792     16.71790   2     19.18115
      8.21000      8.37791     15.21791   3     19.21401
    -18.35790     -5.45000      1.91000   4     19.24482
      1.66000     18.75790      4.04999   4     19.26180
      3.79000    -18.85789     -1.12000   3     19.26755
     -9.35790     16.82791      1.03000   4     19.28237
    -13.06788    -11.66000      8.07001   4     19.28342
     11.01001     15.41792      3.69000   3     19.30152
     -6.60790    -17.90788      2.95999   2     19.31626
     13.53002     11.08792     -8.22001   4     19.32801
    -15.78790     -4.13999    -10.36000   3     19.33202
      2.01001    -16.11000    -10.49999   4     19.33448
      8.87000     14.14792     -9.78000   2     19.35171
      7.35001     12.25791    -13.05000   2     19.35411
     15.62002    -11.15999      2.61000   3     19.37375
    -12.69790     14.63790      0.83001   4     19.39572
     19.29002      1.53001      1.37000   3     19.39904
     15.11000    -11.11998     -4.94999   4     19.40279
      9.15000     -9.40999     14.29790   4     19.40877
     15.62002     11.22791      2.61000   3     19.41296
    -17.77790     -7.76999     -0.88000   4     19.42166
     -2.75790    -10.82999    -15.88789   4     19.42472
    -10.60790     16.09791     -2.42000   4     19.43004
     -7.17790      4.93792    -17.38790   4     19.44850
     13.53002    -11.29998     -8.22001   4     19.45043
     15.09000      1.06002     12.22791   2     19.45132
     -2.47789      1.19001     19.26790   2     19.46299
    -13.41790     -9.48000     10.45790   4     19.47506
     15.11000     11.26792     -4.94999   4     19.48796
     -9.03788     -0.95999    -17.25789   3     19.50486
     -3.28789     17.84790     -7.16001   2     19.50958
    -11.37789     15.41792      3.69000   3     19.51371
     -7.17790    -17.44998      5.00000   4     19.51984
     -5.94788    -18.48788     -2.10001   4     19.53431
     -2.43789      8.93792     17.19789   4     19.53451
    -18.97789     -2.12999     -4.13999   3     19.54064
      8.45000    -17.41998     -2.67000   4     19.54449
     16.34001     10.64791     -1.36000   4     19.55054
      6.11002     -0.45998     18.56790   4     19.55277
     -6.00788      3.08001     18.35790   2     19.56000
    -10.01789     -9.72000    -13.70789   4     19.56381
     15.53002     -2.05998     11.72790   4     19.56958
     16.64001     -7.88999     -6.64001   3     19.57630
      2.47001     13.83792     13.62790   4     19.57826
      2.40001     -9.02998     17.22789   4     19.59849
    -12.57790     14.95792     -1.55000   2     19.60473
    -10.94788    -15.70999     -4.22001   3     19.60787
      1.41001    -11.96000     15.50790   4     19.63478
      5.77001     18.18791     -4.67000   4     19.64439
     -0.67000     16.88791     10.08790   4     19.68289
      2.36000     -5.78998    -18.67789   2     19.69662
     12.37001     12.66790      8.68001   4     19.71891
      8.60000     -5.23998    -16.95789   4     19.72277
     -5.91788     13.92792     12.65789   4     19.72893
      8.97000     12.90790    -11.93000   4     19.73321
     -5.20790     -2.55999     18.86790   3     19.74014
      1.94000      4.25001     19.18791   4     19.74847
     -2.47789     18.75790      5.73000   4     19.76947
     -4.85788    -10.05998    -16.31789   2     19.77564
      2.94000     14.80792    -12.79001   4     19.78642
      2.80001     12.31791     15.24791   2     19.80075
    -17.00789      9.89791      2.26001   4     19.80769
     18.23000     -3.25999      7.03000   2     19.80862
      2.75000      1.09002     19.60790   4     19.82979
     -2.75790     11.55791    -15.88789   4     19.83976
      5.82000     17.66790     -6.96000   2     19.86124
    -19.63790      1.09002     -2.77999   4     19.86363
      8.24000      3.80001     17.67791   2     19.87074
    -16.89789      9.10791     -5.16999   4     19.88018
     11.44002    -15.70999     -4.22001   3     19.88684
     19.18001      2.83001     -4.45000   4     19.89181
     15.14000    -12.55999     -3.24000   2     19.93666
      8.60000     17.14792      5.43001   4     19.93731
    -19.75790     -2.40999      1.42000   3     19.95493
      2.52000    -15.39999    -12.43999   2     19.95654
     16.98001      5.11792     -9.15999   4     19.96044
     -0.21000     13.87790    -14.35790   4     19.96971
    -18.15789     -8.21999      1.23001   2     19.96972
     18.32000      2.79000     -7.46001   3     19.97644
     14.43001     -1.60998    -13.72790   4     19.98180
     -0.37999     -5.61999     19.17790   2     19.98801
     -9.32790     -4.39000     17.12791   4     19.99117
    -18.96790      0.29001     -6.36000   4     20.00787
     -8.12788      4.65792     17.68790   4     20.01550
      5.09000      5.84792     18.46791   4     20.02923
     15.89001     10.77792      5.75000   4     20.04292
    -18.50790     -6.69998     -3.80999   3     20.04864
      3.47001      7.15790     18.40789   2     20.05311
     -8.85788     11.08792     14.16789   4     20.05326
    -16.88789     -7.48998     -7.79999   2     20.05344
      1.30000     -4.18999     19.56790   4     20.05364
      6.24000     14.68792     12.15791   4     20.06208
     -8.12788    -17.72998     -4.70000   4     20.06252
     -0.95999    -12.17000     15.92789   2     20.06809
     11.78000     16.09791     -2.42000   4     20.09396
    -13.62790    -14.20000     -4.07001   4     20.09787
      5.29002     19.38792     -0.57000   4     20.10474
     -2.45790      4.63790    -19.40789   4     20.10516
     -0.98999     14.40791     13.98789   3     20.10545
      2.01001    -16.11000     11.88791   4     20.12199
     14.00000     14.18791     -2.79000   3     20.12662
      3.88000     -6.69998     18.57791   3     20.12667
     19.57000     -0.25999     -4.72000   4     20.13283
     16.39000     -8.63000      7.92001   4     20.14536
      7.69000     18.49791      2.25001   4     20.15865
     16.34001    -11.73999     -1.36000   4     20.16613
     -8.85788    -11.29998     14.16789   4     20.17129
      9.32002     10.72790    -14.31789   4     20.17306
     18.43001     -1.30998      8.10999   4     20.17804
      1.15000    -18.56790      7.82000   2     20.18023
    -16.75790      7.25791     -8.60000   4     20.18575
     -4.26790     -8.34999    -17.87790   4     20.18803
     19.91001      1.19001     -3.12000   2     20.18809
     -1.15790     -3.48998    -19.85789   3     20.19546
      2.63000     19.97791      1.42000   3     20.20025
     -0.39000    -15.64999    -12.78000   4     20.20898
      4.61000     -0.63998    -19.67789   4     20.22081
      0.39000     20.21791     -0.43000   4     20.22624
    -13.23790     12.97791     -8.09000   4     20.22662
    -16.75790     -9.24999     -6.55999   4     20.23420
      5.49001      9.10791     17.21791   4     20.23736
    -13.51790     -8.23998     12.60790   2     20.23833
      0.15000    -13.43999    -15.14790   4     20.25129
     -4.59789     17.68792      8.73999   4     20.25810
      8.60000     16.65792      7.68001   2     20.25904
     -1.48790      8.32792    -18.41790   4     20.26788
    -15.78790     -4.13999     12.02790   3     20.27481
     -0.97999     -0.40999    -20.24791   4     20.27576
    -18.45788     -6.55999      5.25001   4     20.28027
     -5.40789    -17.26998     -9.15999   4     20.28307
    -13.41790     -9.48000    -11.93000   4     20.30358
     -0.30998    -16.23998     12.18791   2     20.30710
     -3.20790    -19.55789     -4.45000   4     20.31266
     -1.10999     -9.93000     17.68790   4     20.31498
     18.69000     -7.63000     -2.42000   2     20.33198
      0.81002     15.37791    -13.27791   2     20.33320
     12.49001      2.95001     15.77789   3     20.33826
     -4.25789    -16.72000    -10.79001   2     20.34975
     17.79001     -4.69998      8.73999   4     20.37061
    -15.15788     12.64791      5.03000   3     20.37233
    -15.03788    -10.12999      9.33790   2     20.39488
     -7.67789     18.80792     -1.82999   4     20.39697
     -4.02790    -13.93998     14.37791   3     20.42722
     -8.97788     18.09791      3.04999   2     20.43133
     14.35002     14.02792      3.91000   4     20.44489
     18.12000     -8.34999      4.51000   4     20.45476
    -18.68790      8.31791      0.07001   3     20.45556
      9.98001     -5.19999     17.08790   3     20.46062
    -15.03788     -4.30000    -13.21791   4     20.47782
     19.32000      6.51790      1.91000   2     20.47910
     -2.05790    -17.75999     -9.99000   4     20.48053
     15.89001    -11.60998      5.75000   4     20.50236
      0.47001     -7.11998    -19.23790   4     20.51857
      9.98001      2.22001     17.80789   4     20.53412
      4.58000    -10.51999    -17.03789   4     20.54108
     16.30000      1.48002    -12.42000   4     20.54597
    -10.04789     -4.12000    -17.44790   4     20.55149
      9.98001     17.18791     -5.30000   3     20.56975
     -3.95789    -17.83789      9.46791   4     20.57904
      0.07001     19.36791      7.04001   3     20.60782
    -16.14790     -7.69998    -10.22999   4     20.60818
      0.76000    -19.66788     -6.10999   4     20.60911
    -18.91789      7.15790     -3.98001   2     20.61462
     -6.00788    -19.30788     -4.03000   2     20.61868
      9.08000     -0.60998     18.51790   3     20.63325
     19.93000      4.63790      2.98001   4     20.67838
      9.32002    -11.66000    -14.31789   4     20.68382
    -20.62790      1.12002      1.04999   4     20.68495
     13.98001    -10.51000     11.05790   3     20.69246
     -1.03998    -20.63788     -1.31001   4     20.70555
     18.59002     -8.84000      2.25001   2     20.70741
      1.77001    -19.72788      6.19001   4     20.75183
     19.52999     -6.87998      1.64000   4     20.77124
     16.79001     -5.58999    -10.91000   3     20.78895
     -4.25789    -16.72000     11.59789   2     20.78940
     -5.59789     16.79791    -10.91000   3     20.79746
    -18.44790     -5.81998     -7.64001   4     20.79824
     -4.15790     19.12791      7.03000   2     20.79870
     -5.20790     19.82791     -3.52000   3     20.80045
      2.18000      9.77792    -18.23790   4     20.80820
     10.57000     -9.84000    -14.98789   2     20.81315
      0.54000    -20.50790      3.53001   3     20.81649
     13.98001    -10.51000    -11.33000   3     20.83914
     -5.99790     13.75790    -14.46789   4     20.84645
     -6.03788      8.23792     18.17790   4     20.85079
     10.00000     -0.54000    -18.29790   4     20.85916
    -14.87790     -1.45998     14.54790   2     20.85965
     -6.49789     10.77792    -16.63790   4     20.86159
     -2.52788    -19.46789      7.06000   4     20.86223
     12.37001     -9.72000    -13.70789   4     20.86628
      8.24000    -18.58789     -4.70999   2     20.87082
    -20.25789      1.46000     -4.85999   2     20.88381
     19.10001     -4.54000     -7.16001   2     20.89708
     -0.67000     16.88791    -12.30000   4     20.90312
     16.47002     -8.45998     -9.73001   4     20.91664
      8.87000     14.14792     12.60790   2     20.92366
     -6.79788     -5.33998    -19.05790   4     20.92678
     -9.32790     17.99790     -5.25999   4     20.94282
     -0.55000    -15.33999     14.24791   4     20.94327
     20.04001     -5.89999     -1.64000   4     20.95475
      3.41001     20.25792     -4.13999   3     20.95593
    -13.78790     -5.72998    -14.70789   2     20.95855
      0.76000     -9.43999     18.69790   2     20.95955
      6.17002    -19.48788     -4.78000   4     20.99274
    -13.44790      4.57002     15.46791   4     20.99970
     -6.60790      4.48002    -19.42791   2     21.00425
     -9.61789     18.44792     -3.00000   2     21.01974
     -4.85788     12.32792    -16.31789   2     21.02023
     -1.97790     19.21791     -8.28999   4     21.02294
     19.91001     -3.63000      5.73000   4     21.03374
    -17.89789      8.44792     -7.16001   2     21.04680
     -2.80789     15.18791    -14.32790   3     21.06764
     19.35002      8.29792      0.89999   4     21.07341
     16.79001     -5.58999     11.47790   3     21.09252
     -5.59789     16.79791     11.47790   3     21.10091
      8.94000    -17.81788     -6.91999   4     21.10182
     17.53002    -10.05998      6.07001   2     21.10331
      4.49001    -13.93998     15.22789   2     21.12752
    -20.44790      4.25001     -3.19999   4     21.12863
     -3.09788    -20.85789      1.37000   3     21.13115
      1.74999      7.85791     19.56790   4     21.15920
    -20.02790     -5.78998      3.71001   2     21.17557
     -1.03998      1.75002     21.07789   4     21.17597
      7.23002     -9.73999    -17.35790   3     21.17634
     -5.57790     -7.45000     19.02790   4     21.18199
    -14.17790    -14.00999     -7.16999   3     21.18257
    -10.01789     12.66790    -13.70789   4     21.18349
     -6.78790    -19.97789      1.98999   4     21.19320
     18.43001      4.55000      9.46791   4     21.21342
    -17.00789    -12.48999      2.26001   4     21.22205
     16.32002     -0.51998    -13.55789   2     21.22333
     -3.57790     15.75790     13.76791   4     21.22895
      5.63000    -15.12999     13.78790   4     21.23016
     -4.15790      0.10001     20.83790   4     21.24891
      4.58000     11.86791    -17.03789   4     21.26296
      2.63000     -2.40999    -20.96790   3     21.26918
     19.86002      2.92001      7.06000   4     21.27887
     -3.09788      1.53001    -21.01789   3     21.29999
     -6.49789    -11.60998    -16.63790   4     21.30338
     13.03000     16.82791      1.03000   4     21.30776
     14.72000     15.28791      2.06000   2     21.32234
      5.63000     13.13791     15.82791   4     21.32661
    -13.41790     12.90790     10.45790   4     21.35466
     -4.06790    -19.59790     -7.46001   3     21.36064
    -17.80789    -10.51999      5.35001   4     21.36384
      1.76000    -21.26788      1.04999   4     21.36639
      9.15000     12.97791     14.29790   4     21.36770
     -9.17790     15.80792    -11.06999   4     21.36981
     -6.44789     19.44792      6.09000   4     21.37487
     10.24000     18.77792      0.18000   3     21.38926
    -15.51790      0.66002     14.74789   4     21.41825
     13.98001     11.87790     11.05790   3     21.41967
    -10.04789     18.26790      4.94000   4     21.42615
    -13.74789     -2.46999     16.24791   4     21.42662
      3.69000    -13.90998    -15.87790   3     21.42922
    -20.72790     -3.63000      4.04999   4     21.42954
     -1.22789      6.11792     20.50790   4     21.43620
     -0.09000    -19.15789      9.61791   4     21.43681
      1.76000      1.12002    -21.33791   4     21.43964
      1.07001     -7.42000     20.08790   4     21.44120
      6.18000     20.48791      1.40000   2     21.44544
     10.73001     16.55791      8.42000   4     21.45213
     21.34792      1.75002     -1.31001   4     21.45955
    -11.81790     -9.84000    -14.98789   2     21.47383
      0.94000      5.52791     20.73791   2     21.48261
    -16.23790     13.89792      2.19999   4     21.48631
     19.21000     -9.51998     -1.45000   4     21.48853
     16.22001     14.08790      0.74001   4     21.49663
      9.55001     16.36791    -10.15000   4     21.49729
    -18.99790      5.59792      8.36000   4     21.49759
     -5.94788      3.90002     20.28789   4     21.49851
     -9.17790     15.80792     11.31791   4     21.49928
    -20.72790      5.71791      0.45000   4     21.50681
     21.40791     -0.40999      2.13999   4     21.51851
    -15.03788     12.25791      9.33790   2     21.53116
     16.55001      0.37000     13.76791   4     21.53126
     19.19001      6.97790      6.84000   4     21.53447
    -18.69790      8.47792      6.51000   3     21.53757
     -0.40999    -10.08998    -19.03791   4     21.55035
      7.18000      6.90792     19.11790   1     21.55843
      6.86001     19.55791      5.94000   3     21.56050
     13.98001     11.87790    -11.33000   3     21.56140
      5.50001     14.89792     14.58791   2     21.56398
     -2.47789    -21.19789     -3.12000   2     21.56908
      7.35001     18.08790      9.16999   4     21.57044
      4.03000     -5.45000    -20.47790   4     21.57053
      2.13001    -20.92789     -4.85999   2     21.59012
    -13.92789     16.32792     -2.64999   4     21.62428
    -16.14790     -7.69998     12.15791   4     21.63005
     -6.78790      2.41001    -20.39791   4     21.63234
    -13.23790     -9.40999     14.29790   4     21.63839
      2.75000    -21.29788     -2.77999   4     21.65388
     -1.10999     12.45790     17.68790   4     21.66317
     21.23000     -3.48998      2.53001   3     21.66319
    -21.08790     -4.18999     -2.82000   4     21.68428
    -20.61789      2.66002      6.19001   4     21.69076
    -10.20790     -8.94999     16.91791   4     21.69145
     -3.69790     -7.63000     19.96790   2     21.69351
     -2.34789     -5.89999     20.74790   4     21.69787
     -3.06790      6.51790    -20.47790   2     21.70805
     18.81000     -6.63000     -8.61999   4     21.72734
     18.36000      8.44792     -8.00999   3     21.73975
      1.92001     13.57790    -16.87790   3     21.74648
     -8.97788     -4.28999    -19.33791   2     21.74767
    -12.40789     -5.19999     17.08790   3     21.74838
     18.56002    -11.17000      1.94000   4     21.74872
     -2.05790    -17.75999     12.39790   4     21.75684
     12.34001     -4.12000    -17.44790   4     21.76418
     18.56002     11.21791      1.94000   4     21.77336
      5.53001     19.62792     -7.67999   4     21.79033
    -18.40789     11.16791      3.41001   2     21.79910
     -0.16999     10.21791    -19.25789   2     21.80140
     -8.03788     -8.35998    -18.47790   4     21.81581
    -12.40789      2.22001     17.80789   4     21.81754
    -18.40789    -11.21999      3.41001   2     21.82583
     -9.59789    -10.90998     16.29790   2     21.83504
     13.35002     -0.95999    -17.25789   3     21.83986
     18.13001      5.66790    -10.79001   2     21.84598
    -12.40789     17.18791     -5.30000   3     21.85108
     -1.25789    -14.60000    -16.23790   2     21.87262
    -13.51790     14.14792     -9.78000   2     21.87569
      3.79000      3.53001     21.26790   3     21.88947
      8.76000      8.18790     18.31789   4     21.89348
      7.69000     -3.88999    -20.13789   4     21.90440
    -19.57788     -9.54998      2.33000   4     21.90718
     -7.27790    -11.11998     17.43791   4     21.92493
    -11.65789     16.55791      8.42000   4     21.93097
      2.40001     13.35792     17.22789   4     21.93158
     10.24000     -9.31999    -17.01789   4     21.93920
    -15.20790    -15.47998     -3.27000   1     21.94545
      6.18000     -1.89999    -20.98790   2     21.96120
     -2.43789    -13.44998     17.19789   4     21.96845
     13.06000     -4.39000     17.12791   4     21.98183
      6.60000     18.24791    -10.36000   3     21.99717
     -9.61789     -3.93998     19.38790   2     21.99813
     -7.27790     11.26792     17.43791   4     22.00033
      8.45000      4.96792     19.71790   4     22.01995
    -10.97788      9.58791     16.50790   4     22.02164
     16.35002    -14.14998     -4.21000   4     22.02883
    -19.84790      7.35792     -6.10001   4     22.02926
     -2.85791     -6.87998    -20.74790   4     22.04489
    -17.80789     11.86791      5.35001   4     22.05881
    -16.39788    -14.69000     -1.43999   4     22.06264
      7.34001     14.68792    -14.73789   4     22.06391
      0.39000     -2.16999     21.95790   4     22.06831
    -12.38790     -0.54000    -18.29790   4     22.10350
     -0.97999     21.97791      2.13999   4     22.10358
    -16.89789    -13.27999     -5.16999   4     22.10488
     21.16001      6.11792     -1.88000   4     22.10677
    -21.99790     -2.16999     -0.43000   4     22.10886
    -13.41790     12.90790    -11.93000   4     22.11286
     -3.19789    -15.41000    -15.54790   4     22.12310
     -9.59789     11.47792     16.29790   2     22.12428
     16.98001      5.11792     13.22791   4     22.12446
      3.39000    -16.78999    -14.02790   4     22.13996
    -13.06788     10.72790    -14.31789   4     22.15535
     -5.74789     14.49791     15.74789   3     22.16357
    -21.44790      5.52791     -1.64999   2     22.21019
    -21.84790      1.88000      3.53001   3     22.21095
     10.57000     12.54790    -14.98789   2     22.22187
    -16.99790     10.92792      9.25001   4     22.22410
     21.52791     -0.27000      5.53001   4     22.22847
     -7.67789     -3.57998     20.55791   4     22.23497
    -10.94788      6.67791     18.16789   3     22.23787
     15.10001      7.12790     14.68789   4     22.23852
     11.41002      9.58791     16.50790   4     22.24021
    -21.65790     -0.48998     -5.04999   4     22.24426
      8.21000    -14.00999     15.21791   3     22.25463
     18.13001      5.66790     11.59789   2     22.25609
     20.41000     -3.16999     -8.28999   4     22.25625
    -20.63790      7.85791     -2.82000   4     22.26257
     17.53002     12.32792      6.07001   2     22.27384
      2.18000    -12.60998    -18.23790   4     22.27970
    -16.75790     13.13791     -6.55999   4     22.28151
     -9.77789     19.95792      1.86999   4     22.30297
      2.54000    -15.02998     16.28789   4     22.30801
      8.46001     -6.05998     19.73791   4     22.31323
     -3.79788     -8.84000    -20.13789   2     22.31825
    -14.84790     -6.19999     15.46791   4     22.31942
     21.06001      0.93002      7.34001   2     22.32184
     20.87000     -6.19999     -4.97000   4     22.33154
    -15.03788    -10.12999    -13.05000   2     22.33958
     10.63000     19.44792     -2.79999   4     22.33962
     19.58001     -7.19999      8.06000   3     22.36471
    -12.14790     18.77792      0.18000   3     22.36547
    -15.04789     14.68792      7.65001   4     22.37625
      3.98001     11.16791    -18.97789   2     22.37684
     -3.95789    -17.83789    -12.91999   4     22.37815
     22.38790      0.00000      0.00000   1     22.38790
    -22.38790      0.00000      0.00000   1     22.38790
      0.00000     22.38790      0.00000   1     22.38790
      0.00000    -22.38790      0.00000   1     22.38790
      0.00000      0.00000     22.38790   1     22.38790
      0.00000      0.00000    -22.38790   1     22.38790
     12.37001     12.66790    -13.70789   4     22.39194
      2.81002     -9.54998    -20.05790   4     22.39236
      4.61000     21.74792      2.71001   4     22.39572
     -7.28789    -15.26000     14.68789   4     22.39900
      3.98001    -11.21999    -18.97789   2     22.40287
     -5.40789    -17.26998     13.22791   4     22.41596
    -14.17790      8.37791     15.21791   3     22.42291
    -15.04789     -7.69998    -14.73789   4     22.42619
      5.49001    -13.27999     17.21791   4     22.42665
     16.47002     -8.45998     12.65789   4     22.42889
     20.80002      0.27002     -8.45000   4     22.45253
     19.95001      8.93792     -5.19001   4     22.46833
    -13.93790    -17.41998     -2.67000   4     22.46886
    -13.78790     -5.23998    -16.95789   4     22.47518
     10.63000     -2.93998     19.58791   4     22.47947
     11.44002      6.67791     18.16789   3     22.48423
      0.73000     21.89792     -5.04999   4     22.48453
     -5.30790      5.65792    -21.10789   4     22.48842
    -16.99790    -11.45998      9.25001   4     22.49050
     -1.90790    -17.23998    -14.34789   2     22.51042
     13.53002     11.08792     14.16789   4     22.51072
      3.94000     16.56792     14.74789   4     22.52820
    -19.98790     -9.02998     -5.16001   4     22.53180
    -16.85789     -2.75998     14.70791   4     22.54170
      9.75000    -10.55999     17.37789   3     22.55143
      9.55001     16.36791     12.23790   4     22.55831
      8.64001     19.91791     -6.13999   4     22.56263
     12.34001     18.26790      4.94000   4     22.59194
     20.48000      5.14792      8.04001   2     22.59587
     21.37792      5.47792     -4.85999   3     22.59740
     13.53002    -11.29998     14.16789   4     22.61592
    -13.06788    -11.66000    -14.31789   4     22.62139
     12.77001     18.44792     -3.00000   2     22.63623
    -21.62790      2.72002     -6.10999   4     22.63839
     19.66000      2.12002     11.02790   3     22.64122
      5.29002     -2.99998     21.81790   4     22.64962
    -18.43789     10.37791     -8.09999   4     22.65539
      7.23002     12.64791    -17.35790   3     22.66141
    -13.78790     17.14792      5.43001   4     22.66368
     -0.40999     12.29792    -19.03791   4     22.66824
     12.18000     -8.94999     16.91791   4     22.68635
    -21.31789     -7.42000     -2.30000   4     22.68918
     -7.24790      9.82791     19.14790   2     22.71039
     -6.51790    -21.14788     -5.12000   4     22.71410
     -1.32789    -21.45788      7.34001   2     22.71739
    -15.65790     16.45791      0.46000   3     22.72100
     -4.15790    -22.28789     -1.55000   4     22.72533
     13.41002     18.09791      3.04999   2     22.73027
      1.66000      5.71791    -21.93790   4     22.73151
     16.81000     14.93790     -3.36000   4     22.73778
      6.15000     -8.48998    -20.18791   4     22.74761
      0.76000     12.94791     18.69790   2     22.75604
     -8.12788    -21.26788     -0.49000   3     22.77334
     -0.16999    -12.17000    -19.25789   2     22.78166
     11.01001     -6.96998    -18.69790   3     22.79062
     -9.89789    -19.43789     -6.61001   3     22.79237
    -15.52789     -2.82999    -16.44790   3     22.79600
    -10.94788     16.98792     10.54790   2     22.79701
     -2.81790     22.12791     -4.72000   4     22.80051
     19.66000      2.12002    -11.36000   3     22.80482
     15.10001    -15.26000     -7.70000   4     22.80719
     -4.59789     17.68792    -13.64791   4     22.80940
    -13.30790     -0.60998     18.51790   3     22.81195
     -0.85999     22.11790      5.53001   4     22.81496
     16.39000     13.75790      7.92001   4     22.81751
    -20.20790      9.77792      4.15000   4     22.82957
      6.60000     18.24791     12.02790   3     22.83017
     -8.38790     -8.19999     19.59790   3     22.84019
