# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    2.426846E-02  4.996113E-02  2.634375E+00  2.634375E+00
     0.0500    2.361869E-02  4.937032E-02  2.642763E+00  2.158603E+00
     0.1000    2.297596E-02  4.877952E-02  2.651150E+00  1.682831E+00
     0.1500    2.117851E-02  4.716461E-02  2.675909E+00  1.223431E+00
     0.2000    1.943952E-02  4.554969E-02  2.700668E+00  7.640308E-01
     0.2500    1.688582E-02  4.330288E-02  2.741019E+00  3.202225E-01
     0.3000    1.447156E-02  4.105607E-02  2.781370E+00 -1.235857E-01
     0.3500    1.150937E-02  3.848326E-02  2.837870E+00 -5.512450E-01
     0.4000    8.787726E-03  3.591045E-02  2.894370E+00 -9.789044E-01
     0.4500    5.851066E-03  3.375824E-02  2.967390E+00 -1.390043E+00
     0.5000    3.192501E-03  3.160603E-02  3.040411E+00 -1.801182E+00
     0.5500    1.704749E-04  2.987518E-02  3.135886E+00 -2.189866E+00
     0.6000   -2.523104E-03  2.814432E-02  3.231362E+00 -2.578549E+00
     0.6500   -5.727424E-03  2.687414E-02  3.356360E+00 -2.937710E+00
     0.7000   -8.532933E-03  2.560395E-02  3.481358E+00 -3.296871E+00
     0.7500   -1.184577E-02  2.465545E-02  3.642763E+00 -3.619626E+00
     0.8000   -1.458330E-02  2.370695E-02  3.804167E+00 -3.942381E+00
     0.8500   -1.742431E-02  2.291396E-02  4.005557E+00 -4.225150E+00
     0.9000   -1.935499E-02  2.212098E-02  4.206948E+00 -4.507919E+00
     0.9500   -2.060532E-02  2.134431E-02  4.448480E+00 -4.750546E+00
     1.0000   -2.056249E-02  2.056764E-02  4.690013E+00 -4.993172E+00
     1.0500   -1.905123E-02  1.970605E-02  4.970903E+00 -5.196441E+00
     1.1000   -1.616882E-02  1.884446E-02  5.251794E+00 -5.399710E+00
     1.1500   -1.167622E-02  1.786003E-02  5.570639E+00 -5.565024E+00
     1.2000   -6.473624E-03  1.687560E-02  5.889485E+00 -5.730338E+00
     1.2500   -5.794801E-04  1.576782E-02  6.246426E+00 -5.857556E+00
     1.3000    4.614098E-03  1.466004E-02  6.603368E+00 -5.984773E+00
     1.3500    8.822558E-03  1.344549E-02  6.998921E+00 -6.073380E+00
     1.4000    1.096222E-02  1.223093E-02  7.394474E+00 -6.161986E+00
     1.4500    1.095470E-02  1.095741E-02  7.831741E+00 -6.208878E+00
     1.5000    8.861774E-03  9.683885E-03  8.269009E+00 -6.255769E+00
     1.5500    5.247758E-03  8.422887E-03  8.752160E+00 -6.256777E+00
     1.6000    1.348832E-03  7.161889E-03  9.235312E+00 -6.257785E+00
     1.6500   -2.034032E-03  6.008767E-03  9.770112E+00 -6.207144E+00
     1.7000   -3.742847E-03  4.855645E-03  1.030491E+01 -6.156504E+00
     1.7500   -3.891420E-03  3.908506E-03  1.090203E+01 -6.043540E+00
     1.8000   -2.593742E-03  2.961368E-03  1.149916E+01 -5.930577E+00
     1.8500   -8.543983E-04  2.253780E-03  1.217755E+01 -5.736341E+00
     1.9000    4.415098E-04  1.546193E-03  1.285595E+01 -5.542105E+00
     1.9500    9.668403E-04  1.173858E-03  1.353418E+01 -5.348035E+00
     2.0000    7.992563E-04  8.015239E-04  1.421241E+01 -5.153966E+00
     2.0500    5.040897E-04  7.384989E-04  1.495667E+01 -4.893863E+00
     2.1000    4.751997E-06  6.754739E-04  1.570093E+01 -4.633761E+00
     2.1500   -4.117109E-04  6.124489E-04  1.644519E+01 -4.373659E+00
     2.2000   -5.472343E-04  5.494240E-04  1.718945E+01 -4.113557E+00
     2.2500   -4.670277E-04  5.364772E-04  1.779325E+01 -3.993921E+00
     2.3000   -2.289021E-04  5.235305E-04  1.839704E+01 -3.874284E+00
     2.3500    7.694754E-05  5.105837E-04  1.900084E+01 -3.754648E+00
     2.4000    3.410527E-04  4.976369E-04  1.960463E+01 -3.635012E+00
     2.4500    4.501207E-04  4.718750E-04  2.011552E+01 -3.608281E+00
     2.5000    4.366752E-04  4.461130E-04  2.062641E+01 -3.581550E+00
     2.5500    3.168657E-04  4.203511E-04  2.113730E+01 -3.554818E+00
     2.6000    1.326886E-04  3.945891E-04  2.164819E+01 -3.528087E+00
     2.6500   -2.746334E-05  3.622541E-04  2.206703E+01 -3.593408E+00
     2.7000   -1.566419E-04  3.299190E-04  2.248587E+01 -3.658728E+00
     2.7500   -2.355930E-04  2.975840E-04  2.290471E+01 -3.724048E+00
     2.8000   -2.577473E-04  2.652489E-04  2.332355E+01 -3.789369E+00
     2.8500   -2.332413E-04  2.332500E-04  2.357058E+01 -4.026497E+00
     2.9000   -1.947093E-04  2.012511E-04  2.381761E+01 -4.263625E+00
     2.9500   -1.483132E-04  1.692521E-04  2.406464E+01 -4.500754E+00
     3.0000   -1.004519E-04  1.372532E-04  2.431167E+01 -4.737882E+00
     3.0500   -1.020133E-04  1.564002E-04  2.442218E+01 -5.111534E+00
     3.1000   -9.912903E-05  1.755473E-04  2.453269E+01 -5.485186E+00
     3.1500   -9.155005E-05  1.946944E-04  2.464320E+01 -5.858838E+00
     3.2000   -7.912705E-05  2.138415E-04  2.475370E+01 -6.232490E+00
     3.2500   -1.475168E-05  2.631157E-04  2.507665E+01 -6.393706E+00
     3.3000    8.237490E-05  3.123899E-04  2.539959E+01 -6.554922E+00
     3.3500    2.011531E-04  3.616641E-04  2.572253E+01 -6.716138E+00
     3.4000    3.251258E-04  4.109383E-04  2.604548E+01 -6.877355E+00
     3.4500    4.402464E-04  4.576588E-04  2.642681E+01 -6.980185E+00
     3.5000    5.016227E-04  5.043793E-04  2.680813E+01 -7.083014E+00
     3.5500    4.873060E-04  5.510997E-04  2.718946E+01 -7.185844E+00
     3.6000    3.867429E-04  5.978202E-04  2.757079E+01 -7.288674E+00
     3.6500    1.913146E-04  6.327524E-04  2.796717E+01 -7.376453E+00
     3.7000   -5.949202E-05  6.676846E-04  2.836355E+01 -7.464232E+00
     3.7500   -3.279392E-04  7.026168E-04  2.875993E+01 -7.552010E+00
     3.8000   -5.693877E-04  7.375489E-04  2.915632E+01 -7.639789E+00
     3.8500   -7.279594E-04  7.583436E-04  2.956110E+01 -7.719165E+00
     3.9000   -7.734649E-04  7.791383E-04  2.996588E+01 -7.798541E+00
     3.9500   -6.919867E-04  7.999330E-04  3.037066E+01 -7.877917E+00
     4.0000   -4.904498E-04  8.207277E-04  3.077545E+01 -7.957294E+00
     4.0500   -1.906828E-04  8.271879E-04  3.118332E+01 -8.033586E+00
     4.1000    1.453550E-04  8.336482E-04  3.159118E+01 -8.109878E+00
     4.1500    4.625920E-04  8.401085E-04  3.199905E+01 -8.186170E+00
