# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
     4.2000    5.805379E-03  6.157621E-03  2.704341E+01 -5.207939E+00
     4.2500    4.762348E-03  6.172065E-03  2.739299E+01 -5.242312E+00
     4.3000    3.136964E-03  6.186509E-03  2.774256E+01 -5.276685E+00
     4.3500    1.123603E-03  6.200953E-03  2.809213E+01 -5.311058E+00
     4.4000   -1.035401E-03  6.215397E-03  2.844170E+01 -5.345431E+00
     4.4500   -3.055704E-03  6.211412E-03  2.878866E+01 -5.382414E+00
     4.5000   -4.709471E-03  6.207427E-03  2.913562E+01 -5.419397E+00
     4.5500   -5.800201E-03  6.203443E-03  2.948258E+01 -5.456381E+00
     4.6000   -6.198705E-03  6.199458E-03  2.982955E+01 -5.493364E+00
     4.6500   -5.840978E-03  6.165892E-03  3.017121E+01 -5.535642E+00
     4.7000   -4.815213E-03  6.132327E-03  3.051288E+01 -5.577921E+00
     4.7500   -3.246714E-03  6.098762E-03  3.085455E+01 -5.620199E+00
     4.8000   -1.321920E-03  6.065197E-03  3.119621E+01 -5.662478E+00
     4.8500    7.042309E-04  6.003831E-03  3.153349E+01 -5.709140E+00
     4.9000    2.610691E-03  5.942465E-03  3.187078E+01 -5.755801E+00
     4.9500    4.186478E-03  5.881099E-03  3.220806E+01 -5.802463E+00
     5.0000    5.261986E-03  5.819733E-03  3.254534E+01 -5.849125E+00
     5.0500    5.717744E-03  5.750778E-03  3.287949E+01 -5.898926E+00
     5.1000    5.536181E-03  5.681824E-03  3.321363E+01 -5.948727E+00
     5.1500    4.752397E-03  5.612870E-03  3.354777E+01 -5.998528E+00
     5.2000    3.466983E-03  5.543916E-03  3.388192E+01 -6.048329E+00
     5.2500    1.816231E-03  5.463181E-03  3.421862E+01 -6.095571E+00
     5.3000    1.182475E-05  5.382446E-03  3.455532E+01 -6.142813E+00
     5.3500   -1.740563E-03  5.301711E-03  3.489202E+01 -6.190056E+00
     5.4000   -3.247095E-03  5.220976E-03  3.522873E+01 -6.237298E+00
     5.4500   -4.374043E-03  5.144100E-03  3.557408E+01 -6.275890E+00
     5.5000   -4.957078E-03  5.067224E-03  3.591943E+01 -6.314482E+00
     5.5500   -4.943951E-03  4.990348E-03  3.626478E+01 -6.353074E+00
     5.6000   -4.354085E-03  4.913472E-03  3.661014E+01 -6.391667E+00
     5.6500   -3.287011E-03  4.846973E-03  3.695386E+01 -6.431889E+00
     5.7000   -1.868342E-03  4.780474E-03  3.729758E+01 -6.472112E+00
     5.7500   -2.723567E-04  4.713976E-03  3.764130E+01 -6.512335E+00
     5.8000    1.310746E-03  4.647477E-03  3.798503E+01 -6.552557E+00
     5.8500    2.704783E-03  4.586640E-03  3.832981E+01 -6.591717E+00
     5.9000    3.747244E-03  4.525804E-03  3.867460E+01 -6.630876E+00
     5.9500    4.325579E-03  4.464968E-03  3.901938E+01 -6.670036E+00
     6.0000    4.384582E-03  4.404131E-03  3.936417E+01 -6.709196E+00
     6.0500    3.942648E-03  4.350541E-03  3.970639E+01 -6.750912E+00
     6.1000    3.058647E-03  4.296951E-03  4.004862E+01 -6.792629E+00
     6.1500    1.845163E-03  4.243360E-03  4.039085E+01 -6.834346E+00
     6.2000    4.500655E-04  4.189770E-03  4.073308E+01 -6.876063E+00
     6.2500   -9.614711E-04  4.136179E-03  4.107530E+01 -6.917780E+00
     6.3000   -2.226512E-03  4.082589E-03  4.141753E+01 -6.959497E+00
     6.3500   -3.203171E-03  4.028998E-03  4.175976E+01 -7.001214E+00
     6.4000   -3.786504E-03  3.975408E-03  4.210199E+01 -7.042931E+00
     6.4500   -3.919719E-03  3.921817E-03  4.244422E+01 -7.084648E+00
     6.5000   -3.599496E-03  3.868227E-03  4.278644E+01 -7.126365E+00
     6.5500   -2.879758E-03  3.819409E-03  4.312820E+01 -7.168555E+00
     6.6000   -1.848432E-03  3.770592E-03  4.346995E+01 -7.210746E+00
     6.6500   -6.318292E-04  3.721774E-03  4.381171E+01 -7.252937E+00
     6.7000    6.256063E-04  3.672957E-03  4.415346E+01 -7.295127E+00
     6.7500    1.778439E-03  3.624139E-03  4.449521E+01 -7.337318E+00
     6.8000    2.697060E-03  3.575321E-03  4.483697E+01 -7.379509E+00
     6.8500    3.282249E-03  3.526504E-03  4.517872E+01 -7.421699E+00
     6.9000    3.475837E-03  3.477686E-03  4.552048E+01 -7.463890E+00
     6.9500    3.266329E-03  3.428869E-03  4.586223E+01 -7.506081E+00
     7.0000    2.688982E-03  3.380051E-03  4.620398E+01 -7.548271E+00
     7.0500    1.802018E-03  3.332422E-03  4.655256E+01 -7.583642E+00
     7.1000    7.256798E-04  3.284792E-03  4.690113E+01 -7.619013E+00
     7.1500   -4.062098E-04  3.237163E-03  4.724970E+01 -7.654384E+00
     7.2000   -1.456962E-03  3.189533E-03  4.759828E+01 -7.689755E+00
     7.2500   -2.303529E-03  3.141903E-03  4.794685E+01 -7.725126E+00
     7.3000   -2.850906E-03  3.094274E-03  4.829543E+01 -7.760497E+00
     7.3500   -3.042731E-03  3.046644E-03  4.864400E+01 -7.795868E+00
     7.4000   -2.866934E-03  2.999014E-03  4.899257E+01 -7.831239E+00
     7.4500   -2.355856E-03  2.951385E-03  4.934115E+01 -7.866610E+00
     7.5000   -1.581018E-03  2.903755E-03  4.968972E+01 -7.901980E+00
     7.5500   -6.428579E-04  2.866502E-03  5.003929E+01 -7.936353E+00
     7.6000    3.481954E-04  2.829250E-03  5.038887E+01 -7.970726E+00
     7.6500    1.271807E-03  2.791997E-03  5.073844E+01 -8.005098E+00
     7.7000    2.018862E-03  2.754744E-03  5.108801E+01 -8.039471E+00
     7.7500    2.504352E-03  2.717492E-03  5.143758E+01 -8.073844E+00
     7.8000    2.677005E-03  2.680239E-03  5.178715E+01 -8.108216E+00
     7.8500    2.524592E-03  2.642986E-03  5.213673E+01 -8.142589E+00
     7.9000    2.074353E-03  2.605733E-03  5.248630E+01 -8.176961E+00
     7.9500    1.388640E-03  2.568481E-03  5.283587E+01 -8.211334E+00
     8.0000    5.564233E-04  2.531228E-03  5.318544E+01 -8.245707E+00
     8.0500   -3.174735E-04  2.500718E-03  5.353437E+01 -8.280721E+00
     8.1000   -1.132415E-03  2.470208E-03  5.388330E+01 -8.315736E+00
     8.1500   -1.792334E-03  2.439699E-03  5.423223E+01 -8.350751E+00
     8.2000   -2.222085E-03  2.409189E-03  5.458116E+01 -8.385765E+00
     8.2500   -2.375964E-03  2.378679E-03  5.493009E+01 -8.420780E+00
     8.3000   -2.242492E-03  2.348169E-03  5.527902E+01 -8.455795E+00
     8.3500   -1.844939E-03  2.317660E-03  5.562795E+01 -8.490810E+00
     8.4000   -1.237657E-03  2.287150E-03  5.597688E+01 -8.525824E+00
     8.4500   -4.987542E-04  2.256640E-03  5.632581E+01 -8.560839E+00
     8.5000    2.799134E-04  2.226130E-03  5.667474E+01 -8.595854E+00
     8.5500    1.008691E-03  2.195252E-03  5.702609E+01 -8.628454E+00
     8.6000    1.595352E-03  2.164374E-03  5.737743E+01 -8.661054E+00
     8.6500    1.972731E-03  2.133496E-03  5.772878E+01 -8.693654E+00
     8.7000    2.100991E-03  2.102618E-03  5.808012E+01 -8.726253E+00
     8.7500    1.971719E-03  2.071740E-03  5.843146E+01 -8.758853E+00
     8.8000    1.608069E-03  2.040861E-03  5.878281E+01 -8.791453E+00
     8.8500    1.061036E-03  2.009983E-03  5.913415E+01 -8.824053E+00
     8.9000    4.024183E-04  1.979105E-03  5.948550E+01 -8.856653E+00
     8.9500   -2.845561E-04  1.948227E-03  5.983684E+01 -8.889253E+00
     9.0000   -9.157377E-04  1.917349E-03  6.018819E+01 -8.921853E+00
     9.0500   -1.422494E-03  1.892641E-03  6.054073E+01 -8.953254E+00
     9.1000   -1.743021E-03  1.867934E-03  6.089328E+01 -8.984655E+00
     9.1500   -1.843012E-03  1.843226E-03  6.124582E+01 -9.016055E+00
     9.2000   -1.716044E-03  1.818519E-03  6.159836E+01 -9.047456E+00
     9.2500   -1.383639E-03  1.793812E-03  6.195091E+01 -9.078857E+00
     9.3000   -8.918984E-04  1.769104E-03  6.230345E+01 -9.110257E+00
     9.3500   -3.051846E-04  1.744397E-03  6.265600E+01 -9.141658E+00
     9.4000    3.022693E-04  1.719689E-03  6.300854E+01 -9.173058E+00
     9.4500    8.557459E-04  1.694982E-03  6.336108E+01 -9.204459E+00
     9.5000    1.289233E-03  1.670274E-03  6.371363E+01 -9.235860E+00
     9.5500    1.558514E-03  1.650711E-03  6.406685E+01 -9.266583E+00
     9.6000    1.630900E-03  1.631148E-03  6.442007E+01 -9.297305E+00
     9.6500    1.502148E-03  1.611584E-03  6.477329E+01 -9.328028E+00
     9.7000    1.192822E-03  1.592021E-03  6.512652E+01 -9.358751E+00
     9.7500    7.451785E-04  1.572458E-03  6.547974E+01 -9.389474E+00
     9.8000    2.174430E-04  1.552894E-03  6.583296E+01 -9.420197E+00
     9.8500   -3.237396E-04  1.533331E-03  6.618618E+01 -9.450920E+00
     9.9000   -8.117191E-04  1.513767E-03  6.653940E+01 -9.481643E+00
     9.9500   -1.188048E-03  1.494204E-03  6.689263E+01 -9.512365E+00
    10.0000   -1.409476E-03  1.474641E-03  6.724585E+01 -9.543088E+00
    10.0500   -1.454638E-03  1.457022E-03  6.760146E+01 -9.571422E+00
    10.1000   -1.318479E-03  1.439403E-03  6.795707E+01 -9.599756E+00
    10.1500   -1.022260E-03  1.421784E-03  6.831268E+01 -9.628091E+00
    10.2000   -6.066497E-04  1.404165E-03  6.866829E+01 -9.656425E+00
    10.2500   -1.261930E-04  1.386546E-03  6.902390E+01 -9.684759E+00
    10.3000    3.578368E-04  1.368926E-03  6.937951E+01 -9.713093E+00
    10.3500    7.852478E-04  1.351307E-03  6.973512E+01 -9.741427E+00
    10.4000    1.104415E-03  1.333688E-03  7.009073E+01 -9.769761E+00
    10.4500    1.278507E-03  1.316069E-03  7.044634E+01 -9.798095E+00
    10.5000    1.289706E-03  1.298450E-03  7.080195E+01 -9.826430E+00
    10.5500    1.140944E-03  1.280831E-03  7.115756E+01 -9.854764E+00
    10.6000    8.549889E-04  1.263212E-03  7.151317E+01 -9.883098E+00
    10.6500    4.710786E-04  1.245593E-03  7.186878E+01 -9.911432E+00
    10.7000    3.957870E-05  1.227974E-03  7.222439E+01 -9.939766E+00
    10.7500   -3.846115E-04  1.210355E-03  7.258001E+01 -9.968100E+00
    10.8000   -7.490419E-04  1.192736E-03  7.293562E+01 -9.996434E+00
    10.8500   -1.010196E-03  1.175117E-03  7.329123E+01 -1.002477E+01
    10.9000   -1.138674E-03  1.157498E-03  7.364684E+01 -1.005310E+01
    10.9500   -1.122465E-03  1.139879E-03  7.400245E+01 -1.008144E+01
    11.0000   -9.679358E-04  1.122260E-03  7.435806E+01 -1.010977E+01
    11.0500   -7.006643E-04  1.109293E-03  7.471457E+01 -1.013721E+01
    11.1000   -3.522952E-04  1.096326E-03  7.507108E+01 -1.016464E+01
    11.1500    3.180698E-05  1.083359E-03  7.542759E+01 -1.019208E+01
    11.2000    4.028619E-04  1.070391E-03  7.578410E+01 -1.021951E+01
    11.2500    7.148678E-04  1.057424E-03  7.614061E+01 -1.024694E+01
    11.3000    9.303033E-04  1.044457E-03  7.649712E+01 -1.027438E+01
    11.3500    1.024630E-03  1.031490E-03  7.685363E+01 -1.030181E+01
    11.4000    9.890591E-04  1.018523E-03  7.721014E+01 -1.032925E+01
    11.4500    8.312662E-04  1.005556E-03  7.756665E+01 -1.035668E+01
    11.5000    5.740272E-04  9.925890E-04  7.792316E+01 -1.038412E+01
    11.5500    2.519832E-04  9.796219E-04  7.827967E+01 -1.041155E+01
    11.6000   -9.300321E-05  9.666548E-04  7.863618E+01 -1.043899E+01
    11.6500   -4.172845E-04  9.536878E-04  7.899269E+01 -1.046642E+01
    11.7000   -6.809498E-04  9.407207E-04  7.934920E+01 -1.049386E+01
    11.7500   -8.527349E-04  9.277536E-04  7.970571E+01 -1.052129E+01
    11.8000   -9.137154E-04  9.147865E-04  8.006222E+01 -1.054873E+01
    11.8500   -8.593503E-04  9.018195E-04  8.041873E+01 -1.057616E+01
    11.9000   -6.996592E-04  8.888524E-04  8.077524E+01 -1.060360E+01
    11.9500   -4.575622E-04  8.758853E-04  8.113175E+01 -1.063103E+01
    12.0000   -1.656407E-04  8.629182E-04  8.148826E+01 -1.065847E+01
    12.0500    1.423377E-04  8.522735E-04  8.184920E+01 -1.068146E+01
    12.1000    4.245592E-04  8.416287E-04  8.221015E+01 -1.070446E+01
    12.1500    6.455735E-04  8.309840E-04  8.257110E+01 -1.072745E+01
    12.2000    7.786551E-04  8.203392E-04  8.293205E+01 -1.075045E+01
    12.2500    8.090209E-04  8.096945E-04  8.329300E+01 -1.077345E+01
    12.3000    7.354303E-04  7.990498E-04  8.365395E+01 -1.079644E+01
    12.3500    5.700007E-04  7.884050E-04  8.401490E+01 -1.081944E+01
    12.4000    3.363064E-04  7.777603E-04  8.437584E+01 -1.084243E+01
    12.4500    6.604984E-05  7.671155E-04  8.473679E+01 -1.086543E+01
    12.5000   -2.052282E-04  7.564708E-04  8.509774E+01 -1.088843E+01
    12.5500   -4.428208E-04  7.458260E-04  8.545869E+01 -1.091142E+01
    12.6000   -6.172946E-04  7.351813E-04  8.581964E+01 -1.093442E+01
    12.6500   -7.081306E-04  7.245366E-04  8.618059E+01 -1.095742E+01
    12.7000   -7.061151E-04  7.138918E-04  8.654154E+01 -1.098041E+01
    12.7500   -6.142053E-04  7.032471E-04  8.690248E+01 -1.100341E+01
    12.8000   -4.468013E-04  6.926023E-04  8.726343E+01 -1.102640E+01
    12.8500   -2.275605E-04  6.819576E-04  8.762438E+01 -1.104940E+01
    12.9000    1.391954E-05  6.713129E-04  8.798533E+01 -1.107240E+01
    12.9500    2.460887E-04  6.606681E-04  8.834628E+01 -1.109539E+01
    13.0000    4.395655E-04  6.500234E-04  8.870723E+01 -1.111839E+01
    13.0500    5.757762E-04  6.436902E-04  8.907189E+01 -1.113767E+01
    13.1000    6.342464E-04  6.373571E-04  8.943655E+01 -1.115695E+01
    13.1500    6.088604E-04  6.310240E-04  8.980121E+01 -1.117624E+01
    13.2000    5.045893E-04  6.246909E-04  9.016587E+01 -1.119552E+01
    13.2500    3.366220E-04  6.183578E-04  9.053054E+01 -1.121480E+01
    13.3000    1.281745E-04  6.120247E-04  9.089520E+01 -1.123409E+01
    13.3500   -9.271239E-05  6.056915E-04  9.125986E+01 -1.125337E+01
    13.4000   -2.969426E-04  5.993584E-04  9.162452E+01 -1.127265E+01
    13.4500   -4.581977E-04  5.930253E-04  9.198918E+01 -1.129193E+01
    13.5000   -5.563271E-04  5.866922E-04  9.235384E+01 -1.131122E+01
    13.5500   -5.798588E-04  5.803591E-04  9.271851E+01 -1.133050E+01
    13.6000   -5.273202E-04  5.740260E-04  9.308317E+01 -1.134978E+01
    13.6500   -4.072180E-04  5.676928E-04  9.344783E+01 -1.136907E+01
    13.7000   -2.367094E-04  5.613597E-04  9.381249E+01 -1.138835E+01
    13.7500   -3.916682E-05  5.550266E-04  9.417715E+01 -1.140763E+01
    13.8000    1.590207E-04  5.486935E-04  9.454182E+01 -1.142692E+01
    13.8500    3.319718E-04  5.423604E-04  9.490648E+01 -1.144620E+01
    13.9000    4.576929E-04  5.360273E-04  9.527114E+01 -1.146548E+01
    13.9500    5.208710E-04  5.296941E-04  9.563580E+01 -1.148476E+01
    14.0000    5.147278E-04  5.233610E-04  9.600046E+01 -1.150405E+01
    14.0500    4.436927E-04  5.189312E-04  9.636380E+01 -1.152466E+01
    14.1000    3.163590E-04  5.145013E-04  9.672713E+01 -1.154527E+01
    14.1500    1.502025E-04  5.100715E-04  9.709047E+01 -1.156588E+01
    14.2000   -3.255633E-05  5.056417E-04  9.745380E+01 -1.158649E+01
    14.2500   -2.079223E-04  5.012118E-04  9.781714E+01 -1.160709E+01
    14.3000   -3.532755E-04  4.967820E-04  9.818047E+01 -1.162770E+01
    14.3500   -4.502891E-04  4.923521E-04  9.854381E+01 -1.164831E+01
    14.4000   -4.872365E-04  4.879223E-04  9.890714E+01 -1.166892E+01
    14.4500   -4.604002E-04  4.834924E-04  9.927048E+01 -1.168953E+01
    14.5000   -3.744125E-04  4.790626E-04  9.963381E+01 -1.171014E+01
    14.5500   -2.415033E-04  4.746327E-04  9.999715E+01 -1.173075E+01
    14.6000   -7.977244E-05  4.702029E-04  1.003605E+02 -1.175136E+01
    14.6500    8.927102E-05  4.657731E-04  1.007238E+02 -1.177197E+01
    14.7000    2.435684E-04  4.613432E-04  1.010872E+02 -1.179258E+01
    14.7500    3.633897E-04  4.569134E-04  1.014505E+02 -1.181319E+01
    14.8000    4.338558E-04  4.524835E-04  1.018138E+02 -1.183380E+01
    14.8500    4.467807E-04  4.480537E-04  1.021772E+02 -1.185441E+01
    14.9000    4.016081E-04  4.436238E-04  1.025405E+02 -1.187502E+01
    14.9500    3.053364E-04  4.391940E-04  1.029038E+02 -1.189563E+01
    15.0000    1.714613E-04  4.347642E-04  1.032672E+02 -1.191624E+01
    15.0500    1.700196E-05  4.317400E-04  1.036332E+02 -1.193418E+01
    15.1000   -1.375467E-04  4.287158E-04  1.039992E+02 -1.195212E+01
    15.1500   -2.718247E-04  4.256916E-04  1.043652E+02 -1.197007E+01
    15.2000   -3.684288E-04  4.226674E-04  1.047312E+02 -1.198801E+01
    15.2500   -4.151673E-04  4.196433E-04  1.050972E+02 -1.200596E+01
    15.3000   -4.065943E-04  4.166191E-04  1.054632E+02 -1.202390E+01
    15.3500   -3.446327E-04  4.135949E-04  1.058292E+02 -1.204185E+01
    15.4000   -2.382153E-04  4.105707E-04  1.061952E+02 -1.205979E+01
    15.4500   -1.020050E-04  4.075466E-04  1.065612E+02 -1.207774E+01
    15.5000    4.562190E-05  4.045224E-04  1.069272E+02 -1.209568E+01
    15.5500    1.850546E-04  4.014982E-04  1.072932E+02 -1.211362E+01
    15.6000    2.980526E-04  3.984740E-04  1.076592E+02 -1.213157E+01
    15.6500    3.701316E-04  3.954498E-04  1.080252E+02 -1.214951E+01
    15.7000    3.924181E-04  3.924257E-04  1.083912E+02 -1.216746E+01
    15.7500    3.627354E-04  3.894015E-04  1.087572E+02 -1.218540E+01
    15.8000    2.857893E-04  3.863773E-04  1.091232E+02 -1.220335E+01
    15.8500    1.724421E-04  3.833531E-04  1.094892E+02 -1.222129E+01
    15.9000    3.818517E-05  3.803290E-04  1.098552E+02 -1.223923E+01
    15.9500   -9.897637E-05  3.773048E-04  1.102212E+02 -1.225718E+01
    16.0000   -2.209380E-04  3.742806E-04  1.105872E+02 -1.227512E+01
    16.0500   -3.126949E-04  3.721590E-04  1.109534E+02 -1.229281E+01
    16.1000   -3.621488E-04  3.700374E-04  1.113197E+02 -1.231050E+01
    16.1500   -3.632517E-04  3.679159E-04  1.116859E+02 -1.232819E+01
    16.2000   -3.164105E-04  3.657943E-04  1.120522E+02 -1.234588E+01
    16.2500   -2.283599E-04  3.636727E-04  1.124184E+02 -1.236357E+01
    16.3000   -1.112000E-04  3.615511E-04  1.127847E+02 -1.238126E+01
    16.3500    1.926461E-05  3.594295E-04  1.131510E+02 -1.239895E+01
    16.4000    1.456564E-04  3.573080E-04  1.135172E+02 -1.241664E+01
    16.4500    2.513393E-04  3.551864E-04  1.138835E+02 -1.243433E+01
    16.5000    3.226084E-04  3.530648E-04  1.142497E+02 -1.245202E+01
    16.5500    3.504661E-04  3.509432E-04  1.146160E+02 -1.246971E+01
    16.6000    3.317552E-04  3.488216E-04  1.149822E+02 -1.248740E+01
