# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000   -2.117443E-01  2.882290E-01 -2.316458E+00 -2.316458E+00
     0.0500   -2.116347E-01  2.862216E-01 -2.309401E+00 -2.542950E+00
     0.1000   -2.114956E-01  2.842142E-01 -2.302344E+00 -2.769442E+00
     0.1500   -2.111371E-01  2.785073E-01 -2.281194E+00 -2.981842E+00
     0.2000   -2.105267E-01  2.728004E-01 -2.260045E+00 -3.194242E+00
     0.2500   -2.096996E-01  2.642262E-01 -2.224829E+00 -3.392576E+00
     0.3000   -2.082452E-01  2.556520E-01 -2.189614E+00 -3.590909E+00
     0.3500   -2.063080E-01  2.448008E-01 -2.139205E+00 -3.774050E+00
     0.4000   -2.032580E-01  2.339496E-01 -2.088797E+00 -3.957190E+00
     0.4500   -2.003137E-01  2.229570E-01 -2.025387E+00 -4.127330E+00
     0.5000   -1.959525E-01  2.119644E-01 -1.961977E+00 -4.297469E+00
     0.5500   -1.912706E-01  2.010805E-01 -1.884445E+00 -4.453486E+00
     0.6000   -1.849194E-01  1.901966E-01 -1.806912E+00 -4.609503E+00
     0.6500   -1.781805E-01  1.800706E-01 -1.715814E+00 -4.751954E+00
     0.7000   -1.696976E-01  1.699446E-01 -1.624715E+00 -4.894404E+00
     0.7500   -1.605765E-01  1.607834E-01 -1.520066E+00 -5.023304E+00
     0.8000   -1.497955E-01  1.516221E-01 -1.415417E+00 -5.152204E+00
     0.8500   -1.381429E-01  1.434699E-01 -1.297439E+00 -5.267776E+00
     0.9000   -1.250878E-01  1.353177E-01 -1.179461E+00 -5.383347E+00
     0.9500   -1.110224E-01  1.280870E-01 -1.048695E+00 -5.486130E+00
     1.0000   -9.600176E-02  1.208564E-01 -9.179300E-01 -5.588914E+00
     1.0500   -7.989734E-02  1.143483E-01 -7.736054E-01 -5.678139E+00
     1.1000   -6.347082E-02  1.078402E-01 -6.292808E-01 -5.767364E+00
     1.1500   -4.626022E-02  1.018747E-01 -4.713501E-01 -5.842982E+00
     1.2000   -2.957005E-02  9.590912E-02 -3.134193E-01 -5.918601E+00
     1.2500   -1.261425E-02  9.033888E-02 -1.400904E-01 -5.978821E+00
     1.3000    2.817073E-03  8.476863E-02  3.323861E-02 -6.039041E+00
     1.3500    1.743010E-02  7.934222E-02  2.214890E-01 -6.084340E+00
     1.4000    2.944587E-02  7.391581E-02  4.097394E-01 -6.129639E+00
     1.4500    3.955067E-02  6.849752E-02  6.155441E-01 -6.157383E+00
     1.5000    4.617812E-02  6.307923E-02  8.213489E-01 -6.185128E+00
     1.5500    4.986444E-02  5.757967E-02  1.047162E+00 -6.192864E+00
     1.6000    4.978745E-02  5.208011E-02  1.272975E+00 -6.200600E+00
     1.6500    4.647926E-02  4.653509E-02  1.521806E+00 -6.185319E+00
     1.7000    4.017431E-02  4.099007E-02  1.770636E+00 -6.170038E+00
     1.7500    3.157043E-02  3.553959E-02  2.047925E+00 -6.126298E+00
     1.8000    2.192505E-02  3.008911E-02  2.325214E+00 -6.082558E+00
     1.8500    1.192681E-02  2.501552E-02  2.644609E+00 -5.996712E+00
     1.9000    3.522883E-03  1.994194E-02  2.964004E+00 -5.910867E+00
     1.9500   -3.372169E-03  1.603317E-02  3.353500E+00 -5.754920E+00
     2.0000   -6.859983E-03  1.212440E-02  3.742996E+00 -5.598973E+00
     2.0500   -1.061085E-02  1.161673E-02  4.293180E+00 -5.282338E+00
     2.1000   -1.101391E-02  1.110906E-02  4.843364E+00 -4.965703E+00
     2.1500   -8.235620E-03  1.060139E-02  5.393548E+00 -4.649068E+00
     2.2000   -3.360924E-03  1.009373E-02  5.943732E+00 -4.332434E+00
     2.2500   -2.511136E-04  1.160675E-02  6.261548E+00 -4.248166E+00
     2.3000    3.829244E-03  1.311977E-02  6.579365E+00 -4.163899E+00
     2.3500    8.430508E-03  1.463279E-02  6.897181E+00 -4.079632E+00
     2.4000    1.296027E-02  1.614581E-02  7.214998E+00 -3.995365E+00
     2.4500    1.571999E-02  1.715029E-02  7.442683E+00 -4.001229E+00
     2.5000    1.784959E-02  1.815477E-02  7.670368E+00 -4.007093E+00
     2.5500    1.914064E-02  1.915924E-02  7.898053E+00 -4.012957E+00
     2.6000    1.942373E-02  2.016372E-02  8.125738E+00 -4.018821E+00
     2.6500    1.851320E-02  2.078218E-02  8.325629E+00 -4.052480E+00
     2.7000    1.675382E-02  2.140063E-02  8.525520E+00 -4.086138E+00
     2.7500    1.417443E-02  2.201909E-02  8.725411E+00 -4.119796E+00
     2.8000    1.084261E-02  2.263755E-02  8.925302E+00 -4.153454E+00
     2.8500    7.039285E-03  2.304870E-02  9.114410E+00 -4.197896E+00
     2.9000    2.837777E-03  2.345986E-02  9.303518E+00 -4.242337E+00
     2.9500   -1.618359E-03  2.387102E-02  9.492626E+00 -4.286778E+00
     3.0000   -6.171017E-03  2.428218E-02  9.681734E+00 -4.331219E+00
     3.0500   -1.048988E-02  2.455478E-02  9.866175E+00 -4.380327E+00
     3.1000   -1.454331E-02  2.482739E-02  1.005062E+01 -4.429435E+00
     3.1500   -1.818444E-02  2.509999E-02  1.023506E+01 -4.478543E+00
     3.2000   -2.127763E-02  2.537259E-02  1.041950E+01 -4.527651E+00
     3.2500   -2.356422E-02  2.551936E-02  1.060159E+01 -4.579112E+00
     3.3000   -2.509207E-02  2.566613E-02  1.078368E+01 -4.630573E+00
     3.3500   -2.580143E-02  2.581290E-02  1.096576E+01 -4.682033E+00
     3.4000   -2.565926E-02  2.595967E-02  1.114785E+01 -4.733494E+00
     3.4500   -2.454621E-02  2.597570E-02  1.132887E+01 -4.786023E+00
     3.5000   -2.262913E-02  2.599173E-02  1.150989E+01 -4.838553E+00
     3.5500   -1.996972E-02  2.600776E-02  1.169091E+01 -4.891082E+00
     3.6000   -1.665403E-02  2.602378E-02  1.187193E+01 -4.943612E+00
     3.6500   -1.273096E-02  2.591303E-02  1.205279E+01 -4.996299E+00
     3.7000   -8.427290E-03  2.580227E-02  1.223366E+01 -5.048987E+00
     3.7500   -3.886367E-03  2.569151E-02  1.241452E+01 -5.101674E+00
     3.8000    7.419499E-04  2.558076E-02  1.259538E+01 -5.154362E+00
     3.8500    5.289228E-03  2.535932E-02  1.277648E+01 -5.206805E+00
     3.9000    9.585480E-03  2.513787E-02  1.295759E+01 -5.259249E+00
     3.9500    1.349445E-02  2.491643E-02  1.313870E+01 -5.311692E+00
     4.0000    1.689496E-02  2.469499E-02  1.331980E+01 -5.364136E+00
     4.0500    1.960769E-02  2.437701E-02  1.350095E+01 -5.416533E+00
     4.1000    2.161065E-02  2.405904E-02  1.368211E+01 -5.468930E+00
