  5.800  1.9991E+00  7.1292E-01 -9.0898E+00  1.017E+00  9.1525E+00  5.7725E+00
  6.000  1.8862E+00  6.8320E-01 -9.1519E+00  1.009E+00  9.5663E+00  5.9701E+00
  6.500  1.6095E+00  6.1780E-01 -9.3103E+00  9.901E-01  1.0643E+01  6.4656E+00
  7.000  1.3521E+00  5.5586E-01 -9.4630E+00  9.727E-01  1.1777E+01  6.9628E+00
  7.500  1.1197E+00  4.9267E-01 -9.6001E+00  9.579E-01  1.2963E+01  7.4610E+00
  8.000  9.0565E-01  4.3418E-01 -9.7294E+00  9.478E-01  1.4199E+01  7.9600E+00
  8.500  7.0307E-01  3.8946E-01 -9.8660E+00  9.412E-01  1.5482E+01  8.4595E+00
  9.000  4.9507E-01  3.5114E-01 -9.9922E+00  9.367E-01  1.6809E+01  8.9594E+00
  9.500  2.9951E-01  3.1550E-01 -1.0121E+01  9.299E-01  1.8180E+01  9.4596E+00
 10.000  1.1349E-01  2.8130E-01 -1.0240E+01  9.216E-01  1.9591E+01  9.9600E+00
 11.000 -2.2904E-01  2.2990E-01 -1.0462E+01  9.104E-01  2.2532E+01  1.0961E+01
 12.000 -5.5143E-01  1.9016E-01 -1.0681E+01  9.066E-01  2.5622E+01  1.1962E+01
 13.000 -8.4616E-01  1.5629E-01 -1.0888E+01  9.043E-01  2.8853E+01  1.2964E+01
 14.000 -1.1138E+00  1.3131E-01 -1.1077E+01  9.046E-01  3.2217E+01  1.3965E+01
 15.000 -1.3654E+00  1.1012E-01 -1.1244E+01  9.062E-01  3.5707E+01  1.4967E+01
 16.000 -1.5953E+00  1.0158E-01 -1.1376E+01  9.079E-01  3.9318E+01  1.5968E+01
 17.000 -1.8100E+00  9.7583E-02 -1.1586E+01  9.105E-01  4.3045E+01  1.6969E+01
 18.000 -2.0109E+00  9.2371E-02 -1.1840E+01  9.130E-01  4.6882E+01  1.7970E+01
 19.000 -2.1970E+00  8.5878E-02 -1.2119E+01  9.155E-01  5.0825E+01  1.8971E+01
 20.000 -2.3725E+00  7.9485E-02 -1.2422E+01  9.179E-01  5.4870E+01  1.9972E+01
