# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
     4.2000    5.319290E-03  6.817934E-03  2.602771E+01 -5.193508E+00
     4.2500    6.444106E-03  6.830729E-03  2.636548E+01 -5.227425E+00
     4.3000    6.843523E-03  6.843523E-03  2.670324E+01 -5.261341E+00
     4.3500    6.469594E-03  6.856318E-03  2.704101E+01 -5.295258E+00
     4.4000    5.361764E-03  6.869113E-03  2.737877E+01 -5.329175E+00
     4.4500    3.649686E-03  6.862674E-03  2.771359E+01 -5.366037E+00
     4.5000    1.535857E-03  6.856234E-03  2.804841E+01 -5.402900E+00
     4.5500   -7.444198E-04  6.849795E-03  2.838323E+01 -5.439762E+00
     4.6000   -2.937815E-03  6.843356E-03  2.871805E+01 -5.476625E+00
     4.6500   -4.751578E-03  6.804475E-03  2.904736E+01 -5.518995E+00
     4.7000   -6.036693E-03  6.765594E-03  2.937667E+01 -5.561365E+00
     4.7500   -6.661693E-03  6.726714E-03  2.970598E+01 -5.603735E+00
     4.8000   -6.567279E-03  6.687833E-03  3.003529E+01 -5.646105E+00
     4.8500   -5.759445E-03  6.617928E-03  3.036016E+01 -5.692918E+00
     4.9000   -4.371072E-03  6.548024E-03  3.068503E+01 -5.739731E+00
     4.9500   -2.558650E-03  6.478119E-03  3.100989E+01 -5.786545E+00
     5.0000   -5.195522E-04  6.408214E-03  3.133476E+01 -5.833358E+00
     5.0500    1.508215E-03  6.329859E-03  3.165651E+01 -5.883290E+00
     5.1000    3.333062E-03  6.251503E-03  3.197826E+01 -5.933222E+00
     5.1500    4.773903E-03  6.173148E-03  3.230001E+01 -5.983154E+00
     5.2000    5.693367E-03  6.094792E-03  3.262176E+01 -6.033086E+00
     5.2500    5.997818E-03  6.002749E-03  3.294619E+01 -6.080337E+00
     5.3000    5.674110E-03  5.910705E-03  3.327062E+01 -6.127589E+00
     5.3500    4.774832E-03  5.818661E-03  3.359505E+01 -6.174840E+00
     5.4000    3.410910E-03  5.726617E-03  3.391948E+01 -6.222092E+00
     5.4500    1.692321E-03  5.639420E-03  3.425273E+01 -6.260516E+00
     5.5000   -1.580660E-04  5.552223E-03  3.458599E+01 -6.298939E+00
     5.5500   -1.934035E-03  5.465026E-03  3.491925E+01 -6.337363E+00
     5.6000   -3.443832E-03  5.377829E-03  3.525251E+01 -6.375787E+00
     5.6500   -4.536715E-03  5.302816E-03  3.558409E+01 -6.415883E+00
     5.7000   -5.110059E-03  5.227803E-03  3.591568E+01 -6.455979E+00
     5.7500   -5.116381E-03  5.152790E-03  3.624726E+01 -6.496076E+00
     5.8000   -4.571095E-03  5.077777E-03  3.657885E+01 -6.536172E+00
     5.8500   -3.550367E-03  5.009766E-03  3.691147E+01 -6.575227E+00
     5.9000   -2.171770E-03  4.941756E-03  3.724410E+01 -6.614281E+00
     5.9500   -5.949905E-04  4.873745E-03  3.757673E+01 -6.653336E+00
     6.0000    1.002932E-03  4.805735E-03  3.790935E+01 -6.692391E+00
     6.0500    2.441128E-03  4.746615E-03  3.823929E+01 -6.734135E+00
     6.1000    3.583135E-03  4.687496E-03  3.856923E+01 -6.775879E+00
     6.1500    4.313914E-03  4.628376E-03  3.889916E+01 -6.817623E+00
     6.2000    4.565452E-03  4.569256E-03  3.922910E+01 -6.859367E+00
     6.2500    4.322931E-03  4.510137E-03  3.955904E+01 -6.901111E+00
     6.3000    3.624997E-03  4.451017E-03  3.988898E+01 -6.942855E+00
     6.3500    2.558247E-03  4.391897E-03  4.021891E+01 -6.984599E+00
     6.4000    1.246665E-03  4.332778E-03  4.054885E+01 -7.026343E+00
     6.4500   -1.627134E-04  4.273658E-03  4.087879E+01 -7.068087E+00
     6.5000   -1.516259E-03  4.214538E-03  4.120872E+01 -7.109831E+00
     6.5500   -2.672085E-03  4.160529E-03  4.153813E+01 -7.152107E+00
     6.6000   -3.513798E-03  4.106520E-03  4.186754E+01 -7.194382E+00
     6.6500   -3.959587E-03  4.052511E-03  4.219694E+01 -7.236658E+00
     6.7000   -3.972162E-03  3.998502E-03  4.252635E+01 -7.278934E+00
     6.7500   -3.561613E-03  3.944493E-03  4.285575E+01 -7.321210E+00
     6.8000   -2.783099E-03  3.890483E-03  4.318516E+01 -7.363486E+00
     6.8500   -1.729735E-03  3.836474E-03  4.351456E+01 -7.405762E+00
     6.9000   -5.215598E-04  3.782465E-03  4.384397E+01 -7.448037E+00
     6.9500    7.080905E-04  3.728456E-03  4.417337E+01 -7.490313E+00
     7.0000    1.827294E-03  3.674447E-03  4.450278E+01 -7.532589E+00
     7.0500    2.737132E-03  3.621816E-03  4.483907E+01 -7.567976E+00
     7.1000    3.317577E-03  3.569185E-03  4.517537E+01 -7.603363E+00
     7.1500    3.513536E-03  3.516554E-03  4.551166E+01 -7.638750E+00
     7.2000    3.314428E-03  3.463923E-03  4.584796E+01 -7.674137E+00
     7.2500    2.754092E-03  3.411291E-03  4.618425E+01 -7.709524E+00
     7.3000    1.905707E-03  3.358660E-03  4.652054E+01 -7.744911E+00
     7.3500    8.724243E-04  3.306029E-03  4.685684E+01 -7.780298E+00
     7.4000   -2.250934E-04  3.253398E-03  4.719313E+01 -7.815685E+00
     7.4500   -1.262741E-03  3.200767E-03  4.752943E+01 -7.851071E+00
     7.5000   -2.127003E-03  3.148136E-03  4.786572E+01 -7.886458E+00
     7.5500   -2.739392E-03  3.107481E-03  4.820302E+01 -7.920840E+00
     7.6000   -3.030358E-03  3.066825E-03  4.854032E+01 -7.955222E+00
     7.6500   -2.975676E-03  3.026170E-03  4.887762E+01 -7.989604E+00
     7.7000   -2.590542E-03  2.985514E-03  4.921492E+01 -8.023986E+00
     7.7500   -1.926839E-03  2.944859E-03  4.955222E+01 -8.058367E+00
     7.8000   -1.066338E-03  2.904203E-03  4.988952E+01 -8.092749E+00
     7.8500   -1.106936E-04  2.863548E-03  5.022682E+01 -8.127131E+00
     7.9000    8.305361E-04  2.822892E-03  5.056412E+01 -8.161513E+00
     7.9500    1.652449E-03  2.782236E-03  5.090142E+01 -8.195894E+00
     8.0000    2.266489E-03  2.741581E-03  5.123871E+01 -8.230276E+00
     8.0500    2.616548E-03  2.708252E-03  5.157531E+01 -8.265367E+00
     8.1000    2.667279E-03  2.674922E-03  5.191190E+01 -8.300458E+00
     8.1500    2.420330E-03  2.641593E-03  5.224849E+01 -8.335548E+00
     8.2000    1.910573E-03  2.608264E-03  5.258508E+01 -8.370639E+00
     8.2500    1.201385E-03  2.574935E-03  5.292167E+01 -8.405730E+00
     8.3000    3.768401E-04  2.541605E-03  5.325826E+01 -8.440820E+00
     8.3500   -4.682244E-04  2.508276E-03  5.359485E+01 -8.475911E+00
     8.4000   -1.239113E-03  2.474947E-03  5.393144E+01 -8.511002E+00
     8.4500   -1.851881E-03  2.441618E-03  5.426803E+01 -8.546093E+00
     8.5000   -2.242470E-03  2.408288E-03  5.460462E+01 -8.581183E+00
     8.5500   -2.373132E-03  2.374523E-03  5.494364E+01 -8.613843E+00
     8.6000   -2.232872E-03  2.340758E-03  5.528266E+01 -8.646503E+00
     8.6500   -1.845163E-03  2.306993E-03  5.562168E+01 -8.679163E+00
     8.7000   -1.260884E-03  2.273227E-03  5.596071E+01 -8.711823E+00
     8.7500   -5.517541E-04  2.239462E-03  5.629973E+01 -8.744483E+00
     8.8000    1.984209E-04  2.205697E-03  5.663875E+01 -8.777142E+00
     8.8500    9.036407E-04  2.171932E-03  5.697777E+01 -8.809802E+00
     8.9000    1.485569E-03  2.138167E-03  5.731679E+01 -8.842462E+00
     8.9500    1.882229E-03  2.104401E-03  5.765581E+01 -8.875122E+00
     9.0000    2.054575E-03  2.070636E-03  5.799483E+01 -8.907782E+00
     9.0500    1.996478E-03  2.043813E-03  5.833510E+01 -8.939194E+00
     9.1000    1.713275E-03  2.016990E-03  5.867537E+01 -8.970606E+00
     9.1500    1.243059E-03  1.990168E-03  5.901564E+01 -9.002017E+00
     9.2000    6.442818E-04  1.963345E-03  5.935591E+01 -9.033429E+00
     9.2500   -1.146279E-05  1.936522E-03  5.969618E+01 -9.064841E+00
     9.3000   -6.479895E-04  1.909699E-03  6.003645E+01 -9.096253E+00
     9.3500   -1.193369E-03  1.882876E-03  6.037672E+01 -9.127665E+00
     9.4000   -1.588057E-03  1.856053E-03  6.071699E+01 -9.159077E+00
     9.4500   -1.791374E-03  1.829230E-03  6.105726E+01 -9.190489E+00
     9.5000   -1.785649E-03  1.802407E-03  6.139753E+01 -9.221901E+00
     9.5500   -1.582054E-03  1.781182E-03  6.173843E+01 -9.252678E+00
     9.6000   -1.202895E-03  1.759957E-03  6.207933E+01 -9.283455E+00
     9.6500   -6.956488E-04  1.738731E-03  6.242024E+01 -9.314232E+00
     9.7000   -1.213453E-04  1.717506E-03  6.276114E+01 -9.345010E+00
     9.7500    4.527669E-04  1.696281E-03  6.310205E+01 -9.375787E+00
     9.8000    9.610902E-04  1.675055E-03  6.344295E+01 -9.406564E+00
     9.8500    1.347173E-03  1.653830E-03  6.378385E+01 -9.437341E+00
     9.9000    1.569971E-03  1.632604E-03  6.412476E+01 -9.468118E+00
     9.9500    1.608181E-03  1.611379E-03  6.446566E+01 -9.498896E+00
    10.0000    1.462192E-03  1.590154E-03  6.480657E+01 -9.529673E+00
    10.0500    1.152491E-03  1.571099E-03  6.514990E+01 -9.558016E+00
    10.1000    7.169812E-04  1.552044E-03  6.549324E+01 -9.586359E+00
    10.1500    2.091579E-04  1.532989E-03  6.583658E+01 -9.614702E+00
    10.2000   -3.103711E-04  1.513935E-03  6.617992E+01 -9.643045E+00
    10.2500   -7.811148E-04  1.494880E-03  6.652326E+01 -9.671387E+00
    10.3000   -1.149742E-03  1.475825E-03  6.686660E+01 -9.699730E+00
    10.3500   -1.376120E-03  1.456770E-03  6.720993E+01 -9.728073E+00
    10.4000   -1.437657E-03  1.437716E-03  6.755327E+01 -9.756416E+00
    10.4500   -1.331495E-03  1.418661E-03  6.789661E+01 -9.784759E+00
    10.5000   -1.074339E-03  1.399606E-03  6.823995E+01 -9.813102E+00
    10.5500   -6.999996E-04  1.380551E-03  6.858329E+01 -9.841445E+00
    10.6000   -2.550085E-04  1.361497E-03  6.892663E+01 -9.869788E+00
    10.6500    2.071473E-04  1.342442E-03  6.926996E+01 -9.898131E+00
    10.7000    6.324480E-04  1.323387E-03  6.961330E+01 -9.926474E+00
    10.7500    9.726554E-04  1.304332E-03  6.995664E+01 -9.954817E+00
    10.8000    1.190780E-03  1.285278E-03  7.029998E+01 -9.983160E+00
    10.8500    1.265078E-03  1.266223E-03  7.064332E+01 -1.001150E+01
    10.9000    1.191162E-03  1.247168E-03  7.098666E+01 -1.003985E+01
    10.9500    9.820059E-04  1.228113E-03  7.132999E+01 -1.006819E+01
    11.0000    6.659262E-04  1.209059E-03  7.167333E+01 -1.009653E+01
    11.0500    2.834399E-04  1.195319E-03  7.201723E+01 -1.012432E+01
    11.1000   -1.232375E-04  1.181580E-03  7.236112E+01 -1.015211E+01
    11.1500   -5.062695E-04  1.167841E-03  7.270501E+01 -1.017989E+01
    11.2000   -8.216675E-04  1.154102E-03  7.304891E+01 -1.020768E+01
    11.2500   -1.034341E-03  1.140362E-03  7.339280E+01 -1.023547E+01
    11.3000   -1.121989E-03  1.126623E-03  7.373670E+01 -1.026325E+01
    11.3500   -1.077411E-03  1.112884E-03  7.408059E+01 -1.029104E+01
    11.4000   -9.089853E-04  1.099144E-03  7.442448E+01 -1.031883E+01
    11.4500   -6.393246E-04  1.085405E-03  7.476838E+01 -1.034661E+01
    11.5000   -3.022843E-04  1.071666E-03  7.511227E+01 -1.037440E+01
    11.5500    6.126580E-05  1.057927E-03  7.545617E+01 -1.040219E+01
    11.6000    4.083925E-04  1.044187E-03  7.580006E+01 -1.042998E+01
    11.6500    6.991690E-04  1.030448E-03  7.614396E+01 -1.045776E+01
    11.7000    9.012656E-04  1.016709E-03  7.648785E+01 -1.048555E+01
    11.7500    9.935341E-04  1.002970E-03  7.683174E+01 -1.051334E+01
    11.8000    9.681898E-04  9.892304E-04  7.717564E+01 -1.054112E+01
    11.8500    8.313689E-04  9.754911E-04  7.751953E+01 -1.056891E+01
    11.9000    6.020393E-04  9.617519E-04  7.786343E+01 -1.059670E+01
    11.9500    3.094343E-04  9.480126E-04  7.820732E+01 -1.062449E+01
    12.0000   -1.064892E-05  9.342734E-04  7.855121E+01 -1.065227E+01
    12.0500   -3.237756E-04  9.223056E-04  7.889851E+01 -1.067666E+01
    12.1000   -5.906135E-04  9.103379E-04  7.924580E+01 -1.070105E+01
    12.1500   -7.807295E-04  8.983702E-04  7.959310E+01 -1.072543E+01
    12.2000   -8.735916E-04  8.864025E-04  7.994039E+01 -1.074982E+01
    12.2500   -8.607617E-04  8.744348E-04  8.028769E+01 -1.077421E+01
    12.3000   -7.465869E-04  8.624670E-04  8.063498E+01 -1.079859E+01
    12.3500   -5.473439E-04  8.504993E-04  8.098227E+01 -1.082298E+01
    12.4000   -2.889803E-04  8.385316E-04  8.132957E+01 -1.084737E+01
    12.4500   -3.758256E-06  8.265639E-04  8.167686E+01 -1.087176E+01
    12.5000    2.737661E-04  8.145962E-04  8.202416E+01 -1.089614E+01
    12.5500    5.109285E-04  8.026284E-04  8.237145E+01 -1.092053E+01
    12.6000    6.808003E-04  7.906607E-04  8.271874E+01 -1.094492E+01
    12.6500    7.652380E-04  7.786930E-04  8.306604E+01 -1.096930E+01
    12.7000    7.567939E-04  7.667253E-04  8.341333E+01 -1.099369E+01
    12.7500    6.592912E-04  7.547575E-04  8.376063E+01 -1.101808E+01
    12.8000    4.870310E-04  7.427898E-04  8.410792E+01 -1.104246E+01
    12.8500    2.627675E-04  7.308221E-04  8.445522E+01 -1.106685E+01
    12.9000    1.472975E-05  7.188544E-04  8.480251E+01 -1.109124E+01
    12.9500   -2.269220E-04  7.068867E-04  8.514980E+01 -1.111563E+01
    13.0000   -4.337625E-04  6.949189E-04  8.549710E+01 -1.114001E+01
    13.0500   -5.877494E-04  6.870631E-04  8.584942E+01 -1.115937E+01
    13.1000   -6.667204E-04  6.792072E-04  8.620175E+01 -1.117872E+01
    13.1500   -6.627465E-04  6.713514E-04  8.655408E+01 -1.119808E+01
    13.2000   -5.782161E-04  6.634955E-04  8.690640E+01 -1.121743E+01
    13.2500   -4.253080E-04  6.556397E-04  8.725873E+01 -1.123679E+01
    13.3000   -2.242749E-04  6.477838E-04  8.761106E+01 -1.125614E+01
    13.3500   -7.750061E-07  6.399280E-04  8.796338E+01 -1.127550E+01
    13.4000    2.173983E-04  6.320721E-04  8.831571E+01 -1.129485E+01
    13.4500    4.037720E-04  6.242163E-04  8.866804E+01 -1.131421E+01
    13.5000    5.364055E-04  6.163604E-04  8.902036E+01 -1.133356E+01
    13.5500    6.004682E-04  6.085046E-04  8.937269E+01 -1.135291E+01
    13.6000    5.898821E-04  6.006487E-04  8.972502E+01 -1.137227E+01
    13.6500    5.078479E-04  5.927929E-04  9.007734E+01 -1.139162E+01
    13.7000    3.662186E-04  5.849370E-04  9.042967E+01 -1.141098E+01
    13.7500    1.838251E-04  5.770811E-04  9.078199E+01 -1.143033E+01
    13.8000   -1.601274E-05  5.692253E-04  9.113432E+01 -1.144969E+01
    13.8500   -2.084637E-04  5.613694E-04  9.148665E+01 -1.146904E+01
    13.9000   -3.702697E-04  5.535136E-04  9.183897E+01 -1.148840E+01
    13.9500   -4.825560E-04  5.456577E-04  9.219130E+01 -1.150775E+01
    14.0000   -5.330269E-04  5.378019E-04  9.254363E+01 -1.152711E+01
    14.0500   -5.202888E-04  5.329396E-04  9.289531E+01 -1.154711E+01
    14.1000   -4.445886E-04  5.280773E-04  9.324698E+01 -1.156711E+01
    14.1500   -3.162749E-04  5.232151E-04  9.359866E+01 -1.158712E+01
    14.2000   -1.519150E-04  5.183528E-04  9.395034E+01 -1.160712E+01
    14.2500    2.783778E-05  5.134905E-04  9.430202E+01 -1.162712E+01
    14.3000    2.008380E-04  5.086283E-04  9.465370E+01 -1.164712E+01
    14.3500    3.461764E-04  5.037660E-04  9.500538E+01 -1.166713E+01
    14.4000    4.467064E-04  4.989037E-04  9.535705E+01 -1.168713E+01
    14.4500    4.910640E-04  4.940415E-04  9.570873E+01 -1.170713E+01
    14.5000    4.749442E-04  4.891792E-04  9.606041E+01 -1.172714E+01
    14.5500    4.014895E-04  4.843169E-04  9.641209E+01 -1.174714E+01
    14.6000    2.807627E-04  4.794547E-04  9.676377E+01 -1.176714E+01
    14.6500    1.283837E-04  4.745924E-04  9.711545E+01 -1.178714E+01
    14.7000   -3.648564E-05  4.697301E-04  9.746712E+01 -1.180715E+01
    14.7500   -1.935491E-04  4.648679E-04  9.781880E+01 -1.182715E+01
    14.8000   -3.238748E-04  4.600056E-04  9.817048E+01 -1.184715E+01
    14.8500   -4.121768E-04  4.551433E-04  9.852216E+01 -1.186716E+01
    14.9000   -4.486041E-04  4.502811E-04  9.887384E+01 -1.188716E+01
    14.9500   -4.298298E-04  4.454188E-04  9.922552E+01 -1.190716E+01
    15.0000   -3.593192E-04  4.405565E-04  9.957719E+01 -1.192716E+01
    15.0500   -2.464544E-04  4.371232E-04  9.993197E+01 -1.194407E+01
    15.1000   -1.048629E-04  4.336899E-04  1.002868E+02 -1.196097E+01
    15.1500    4.747502E-05  4.302565E-04  1.006415E+02 -1.197787E+01
    15.2000    1.915290E-04  4.268232E-04  1.009963E+02 -1.199477E+01
    15.2500    3.095956E-04  4.233898E-04  1.013511E+02 -1.201168E+01
    15.3000    3.874739E-04  4.199565E-04  1.017059E+02 -1.202858E+01
    15.3500    4.161711E-04  4.165231E-04  1.020606E+02 -1.204548E+01
    15.4000    3.929348E-04  4.130898E-04  1.024154E+02 -1.206238E+01
    15.4500    3.214931E-04  4.096564E-04  1.027702E+02 -1.207928E+01
    15.5000    2.114866E-04  4.062231E-04  1.031250E+02 -1.209619E+01
    15.5500    7.717545E-05  4.027898E-04  1.034798E+02 -1.211309E+01
    15.6000   -6.440704E-05  3.993564E-04  1.038345E+02 -1.212999E+01
    15.6500   -1.956133E-04  3.959231E-04  1.041893E+02 -1.214689E+01
    15.7000   -3.003813E-04  3.924897E-04  1.045441E+02 -1.216380E+01
    15.7500   -3.662005E-04  3.890564E-04  1.048989E+02 -1.218070E+01
    15.8000   -3.856026E-04  3.856230E-04  1.052537E+02 -1.219760E+01
    15.8500   -3.570011E-04  3.821897E-04  1.056084E+02 -1.221450E+01
    15.9000   -2.847856E-04  3.787563E-04  1.059632E+02 -1.223140E+01
    15.9500   -1.786717E-04  3.753230E-04  1.063180E+02 -1.224831E+01
    16.0000   -5.240139E-05  3.718897E-04  1.066728E+02 -1.226521E+01
    16.0500    7.846283E-05  3.696571E-04  1.070280E+02 -1.228163E+01
    16.1000    1.980102E-04  3.674245E-04  1.073833E+02 -1.229805E+01
    16.1500    2.915199E-04  3.651919E-04  1.077386E+02 -1.231447E+01
    16.2000    3.476865E-04  3.629594E-04  1.080938E+02 -1.233089E+01
    16.2500    3.599851E-04  3.607268E-04  1.084491E+02 -1.234731E+01
    16.3000    3.274251E-04  3.584942E-04  1.088043E+02 -1.236373E+01
    16.3500    2.546057E-04  3.562617E-04  1.091596E+02 -1.238014E+01
    16.4000    1.510753E-04  3.540291E-04  1.095149E+02 -1.239656E+01
    16.4500    3.008178E-05  3.517965E-04  1.098701E+02 -1.241298E+01
    16.5000   -9.312114E-05  3.495639E-04  1.102254E+02 -1.242940E+01
    16.5500   -2.031972E-04  3.473314E-04  1.105807E+02 -1.244582E+01
    16.6000   -2.866366E-04  3.450988E-04  1.109359E+02 -1.246224E+01
