# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
    16.6500   -3.334133E-04  3.428662E-04  1.112912E+02 -1.247866E+01
    16.7000   -3.381882E-04  3.406337E-04  1.116464E+02 -1.249508E+01
    16.7500   -3.009128E-04  3.384011E-04  1.120017E+02 -1.251150E+01
    16.8000   -2.267673E-04  3.361685E-04  1.123570E+02 -1.252792E+01
    16.8500   -1.254475E-04  3.339359E-04  1.127122E+02 -1.254434E+01
    16.9000   -9.900178E-06  3.317034E-04  1.130675E+02 -1.256076E+01
    16.9500    1.053312E-04  3.294708E-04  1.134227E+02 -1.257718E+01
    17.0000    2.059362E-04  3.272382E-04  1.137780E+02 -1.259360E+01
    17.0500    2.803302E-04  3.257973E-04  1.141335E+02 -1.260981E+01
    17.1000    3.191629E-04  3.243563E-04  1.144889E+02 -1.262603E+01
    17.1500    3.179112E-04  3.229154E-04  1.148444E+02 -1.264224E+01
    17.2000    2.770863E-04  3.214744E-04  1.151999E+02 -1.265845E+01
    17.2500    2.021253E-04  3.200335E-04  1.155553E+02 -1.267467E+01
    17.3000    1.026698E-04  3.185925E-04  1.159108E+02 -1.269088E+01
    17.3500   -8.673275E-06  3.171516E-04  1.162663E+02 -1.270710E+01
    17.4000   -1.179293E-04  3.157106E-04  1.166217E+02 -1.272331E+01
    17.4500   -2.115100E-04  3.142697E-04  1.169772E+02 -1.273952E+01
    17.5000   -2.779033E-04  3.128287E-04  1.173327E+02 -1.275574E+01
    17.5500   -3.090893E-04  3.113878E-04  1.176881E+02 -1.277195E+01
    17.6000   -3.015076E-04  3.099468E-04  1.180436E+02 -1.278817E+01
    17.6500   -2.564602E-04  3.085059E-04  1.183991E+02 -1.280438E+01
    17.7000   -1.799045E-04  3.070649E-04  1.187545E+02 -1.282059E+01
    17.7500   -8.166783E-05  3.056240E-04  1.191100E+02 -1.283681E+01
    17.8000    2.581344E-05  3.041830E-04  1.194655E+02 -1.285302E+01
    17.8500    1.290678E-04  3.027421E-04  1.198210E+02 -1.286923E+01
    17.9000    2.152774E-04  3.013011E-04  1.201764E+02 -1.288545E+01
    17.9500    2.738686E-04  2.998602E-04  1.205319E+02 -1.290166E+01
    18.0000    2.978090E-04  2.984192E-04  1.208874E+02 -1.291788E+01
    18.0500    2.850051E-04  2.975238E-04  1.212424E+02 -1.293448E+01
    18.1000    2.368219E-04  2.966284E-04  1.215975E+02 -1.295108E+01
    18.1500    1.594669E-04  2.957330E-04  1.219526E+02 -1.296768E+01
    18.2000    6.274071E-05  2.948375E-04  1.223077E+02 -1.298428E+01
    18.2500   -4.120487E-05  2.939421E-04  1.226628E+02 -1.300088E+01
    18.3000   -1.393931E-04  2.930467E-04  1.230178E+02 -1.301748E+01
    18.3500   -2.196426E-04  2.921512E-04  1.233729E+02 -1.303408E+01
    18.4000   -2.720782E-04  2.912558E-04  1.237280E+02 -1.305068E+01
    18.4500   -2.903464E-04  2.903604E-04  1.240831E+02 -1.306728E+01
    18.5000   -2.723839E-04  2.894650E-04  1.244382E+02 -1.308388E+01
    18.5500   -2.206486E-04  2.885695E-04  1.247932E+02 -1.310048E+01
    18.6000   -1.417858E-04  2.876741E-04  1.251483E+02 -1.311708E+01
    18.6500   -4.577514E-05  2.867787E-04  1.255034E+02 -1.313368E+01
    18.7000    5.533195E-05  2.858833E-04  1.258585E+02 -1.315028E+01
    18.7500    1.489248E-04  2.849878E-04  1.262136E+02 -1.316688E+01
    18.8000    2.234065E-04  2.840924E-04  1.265686E+02 -1.318349E+01
    18.8500    2.696307E-04  2.831970E-04  1.269237E+02 -1.320009E+01
    18.9000    2.820246E-04  2.823016E-04  1.272788E+02 -1.321669E+01
    18.9500    2.592597E-04  2.814061E-04  1.276339E+02 -1.323329E+01
    19.0000    2.043909E-04  2.805107E-04  1.279890E+02 -1.324989E+01
    19.0500    1.245575E-04  2.798345E-04  1.283440E+02 -1.326653E+01
    19.1000    2.960885E-05  2.791583E-04  1.286990E+02 -1.328318E+01
    19.1500   -6.856543E-05  2.784822E-04  1.290541E+02 -1.329983E+01
    19.2000   -1.577319E-04  2.778060E-04  1.294091E+02 -1.331648E+01
    19.2500   -2.268374E-04  2.771298E-04  1.297641E+02 -1.333312E+01
    19.3000   -2.673792E-04  2.764536E-04  1.301192E+02 -1.334977E+01
    19.3500   -2.744513E-04  2.757774E-04  1.304742E+02 -1.336642E+01
    19.4000   -2.473369E-04  2.751012E-04  1.308292E+02 -1.338307E+01
    19.4500   -1.895780E-04  2.744251E-04  1.311843E+02 -1.339971E+01
    19.5000   -1.085127E-04  2.737489E-04  1.315393E+02 -1.341636E+01
    19.5500   -1.434422E-05  2.730727E-04  1.318943E+02 -1.343301E+01
    19.6000    8.114397E-05  2.723965E-04  1.322494E+02 -1.344966E+01
    19.6500    1.660623E-04  2.717203E-04  1.326044E+02 -1.346630E+01
    19.7000    2.298954E-04  2.710442E-04  1.329594E+02 -1.348295E+01
    19.7500    2.648046E-04  2.703680E-04  1.333145E+02 -1.349960E+01
    19.8000    2.665897E-04  2.696918E-04  1.336695E+02 -1.351625E+01
    19.8500    2.351940E-04  2.690156E-04  1.340245E+02 -1.353289E+01
    19.9000    1.746906E-04  2.683394E-04  1.343796E+02 -1.354954E+01
    19.9500    9.275487E-05  2.676632E-04  1.347346E+02 -1.356619E+01
    20.0000   -3.092625E-07  2.669871E-04  1.350896E+02 -1.358284E+01
