# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    2.586178E-03  8.806948E-03  2.980451E-01  2.980451E-01
     0.0500    2.633403E-03  8.634713E-03  3.099160E-01 -1.059020E-01
     0.1000    2.676363E-03  8.462477E-03  3.217870E-01 -5.098490E-01
     0.1500    2.756796E-03  7.967924E-03  3.532902E-01 -8.941638E-01
     0.2000    2.805262E-03  7.473371E-03  3.847935E-01 -1.278479E+00
     0.2500    2.740814E-03  6.729196E-03  4.194978E-01 -1.659592E+00
     0.3000    2.625900E-03  5.985020E-03  4.542021E-01 -2.040706E+00
     0.3500    2.218151E-03  5.158405E-03  4.445007E-01 -2.466225E+00
     0.4000    1.824673E-03  4.331790E-03  4.347993E-01 -2.891745E+00
     0.4500    1.105043E-03  3.858985E-03  2.904212E-01 -3.451941E+00
     0.5000    4.927722E-04  3.386180E-03  1.460431E-01 -4.012137E+00
     0.5500    1.351933E-05  3.834699E-03  3.525532E-03 -4.570473E+00
     0.6000   -5.934181E-04  4.283219E-03 -1.389920E-01 -5.128808E+00
     0.6500   -4.126412E-04  5.320864E-03 -7.762948E-02 -5.483264E+00
     0.7000   -1.034287E-04  6.358509E-03 -1.626690E-02 -5.837719E+00
     0.7500    1.240039E-03  7.511245E-03  1.658502E-01 -6.071420E+00
     0.8000    2.954311E-03  8.663981E-03  3.479673E-01 -6.305121E+00
     0.8500    5.419921E-03  9.731397E-03  5.907113E-01 -6.478195E+00
     0.9000    7.993917E-03  1.079881E-02  8.334553E-01 -6.651269E+00
     0.9500    1.047588E-02  1.168225E-02  1.112335E+00 -6.788207E+00
     1.0000    1.236361E-02  1.256568E-02  1.391216E+00 -6.925145E+00
     1.0500    1.311075E-02  1.321135E-02  1.694282E+00 -7.037896E+00
     1.1000    1.261539E-02  1.385701E-02  1.997349E+00 -7.150647E+00
     1.1500    1.045241E-02  1.424316E-02  2.317614E+00 -7.246201E+00
     1.2000    7.061301E-03  1.462931E-02  2.637878E+00 -7.341754E+00
     1.2500    2.506862E-03  1.476177E-02  2.970944E+00 -7.424506E+00
     1.3000   -2.408465E-03  1.489423E-02  3.304010E+00 -7.507258E+00
     1.3500   -7.168497E-03  1.479951E-02  3.647240E+00 -7.579846E+00
     1.4000   -1.103651E-02  1.470478E-02  3.990470E+00 -7.652434E+00
     1.4500   -1.344936E-02  1.442470E-02  4.342547E+00 -7.716176E+00
     1.5000   -1.414238E-02  1.414461E-02  4.694623E+00 -7.779917E+00
     1.5500   -1.292833E-02  1.372766E-02  5.055322E+00 -7.835036E+00
     1.6000   -1.014938E-02  1.331071E-02  5.416022E+00 -7.890155E+00
     1.6500   -6.107708E-03  1.280612E-02  5.786019E+00 -7.935975E+00
     1.7000   -1.560155E-03  1.230153E-02  6.156017E+00 -7.981796E+00
     1.7500    2.948737E-03  1.175446E-02  6.536755E+00 -8.016876E+00
     1.8000    6.641726E-03  1.120739E-02  6.917493E+00 -8.051955E+00
     1.8500    9.236084E-03  1.058207E-02  7.344106E+00 -8.041160E+00
     1.9000    9.922248E-03  9.956741E-03  7.770720E+00 -8.030365E+00
     1.9500    7.957501E-03  8.397465E-03  8.179117E+00 -8.037786E+00
     2.0000    5.079502E-03  6.838190E-03  8.587514E+00 -8.045206E+00
     2.0500    3.209028E-03  6.193116E-03  8.880079E+00 -8.168460E+00
     2.1000    1.384077E-03  5.548042E-03  9.172644E+00 -8.291713E+00
     2.1500   -1.981753E-04  4.902968E-03  9.465208E+00 -8.414966E+00
     2.2000   -1.391800E-03  4.257895E-03  9.757773E+00 -8.538220E+00
     2.2500   -2.241355E-03  3.954569E-03  1.002737E+01 -8.684445E+00
     2.3000   -2.795876E-03  3.651243E-03  1.029696E+01 -8.830671E+00
     2.3500   -3.044502E-03  3.347916E-03  1.056655E+01 -8.976897E+00
     2.4000   -3.005978E-03  3.044591E-03  1.083614E+01 -9.123122E+00
     2.4500   -2.833283E-03  2.856335E-03  1.112271E+01 -9.252377E+00
     2.5000   -2.443004E-03  2.668079E-03  1.140927E+01 -9.381631E+00
     2.5500   -1.896259E-03  2.479823E-03  1.169583E+01 -9.510886E+00
     2.6000   -1.263440E-03  2.291567E-03  1.198240E+01 -9.640140E+00
     2.6500   -6.008301E-04  2.165177E-03  1.228518E+01 -9.753172E+00
     2.7000    4.403066E-05  2.038788E-03  1.258797E+01 -9.866204E+00
     2.7500    6.095293E-04  1.912399E-03  1.289075E+01 -9.979236E+00
     2.8000    1.048130E-03  1.786009E-03  1.319354E+01 -1.009227E+01
     2.8500    1.384500E-03  1.697791E-03  1.351991E+01 -1.018171E+01
     2.9000    1.541958E-03  1.609573E-03  1.384629E+01 -1.027116E+01
     2.9500    1.520396E-03  1.521354E-03  1.417266E+01 -1.036060E+01
     3.0000    1.340322E-03  1.433136E-03  1.449903E+01 -1.045005E+01
     3.0500    1.030132E-03  1.369962E-03  1.485696E+01 -1.050794E+01
     3.1000    6.185542E-04  1.306788E-03  1.521489E+01 -1.056583E+01
     3.1500    1.675663E-04  1.243614E-03  1.557281E+01 -1.062372E+01
     3.2000   -2.608005E-04  1.180440E-03  1.593074E+01 -1.068162E+01
     3.2500   -6.619183E-04  1.142430E-03  1.632595E+01 -1.070222E+01
     3.3000   -9.371329E-04  1.104420E-03  1.672116E+01 -1.072283E+01
     3.3500   -1.052382E-03  1.066411E-03  1.711638E+01 -1.074343E+01
     3.4000   -1.000652E-03  1.028401E-03  1.751159E+01 -1.076404E+01
     3.4500   -8.058036E-04  1.016177E-03  1.793388E+01 -1.075756E+01
     3.5000   -4.754847E-04  1.003954E-03  1.835617E+01 -1.075109E+01
     3.5500   -7.045071E-05  9.917298E-04  1.877846E+01 -1.074462E+01
     3.6000    3.369667E-04  9.795062E-04  1.920075E+01 -1.073815E+01
     3.6500    6.979828E-04  9.929855E-04  1.962904E+01 -1.072567E+01
     3.7000    9.408732E-04  1.006465E-03  2.005733E+01 -1.071320E+01
     3.7500    1.017772E-03  1.019944E-03  2.048563E+01 -1.070072E+01
     3.8000    9.100813E-04  1.033423E-03  2.091392E+01 -1.068825E+01
     3.8500    6.488464E-04  1.061456E-03  2.133347E+01 -1.068452E+01
     3.9000    2.569917E-04  1.089488E-03  2.175302E+01 -1.068078E+01
     3.9500   -2.016329E-04  1.117520E-03  2.217257E+01 -1.067705E+01
     4.0000   -6.477463E-04  1.145553E-03  2.259212E+01 -1.067332E+01
     4.0500   -9.981297E-04  1.178599E-03  2.300123E+01 -1.068002E+01
     4.1000   -1.197750E-03  1.211646E-03  2.341035E+01 -1.068673E+01
     4.1500   -1.203649E-03  1.244693E-03  2.381946E+01 -1.069343E+01
