  1.200  4.0850E+00  9.8273E-01 -9.9813E+00  9.655E-01  1.1999E+01  1.5296E+00
  1.300  4.1212E+00  9.3371E-01 -1.0137E+01  9.833E-01  1.1939E+01  1.6118E+00
  1.400  4.1422E+00  8.7208E-01 -1.0245E+01  1.002E+00  1.1814E+01  1.6978E+00
  1.500  4.1460E+00  7.9557E-01 -1.0301E+01  1.021E+00  1.1648E+01  1.7877E+00
  1.600  4.1316E+00  7.0190E-01 -1.0297E+01  1.038E+00  1.1470E+01  1.8815E+00
  1.700  4.0980E+00  5.9115E-01 -1.0228E+01  1.054E+00  1.1318E+01  1.9797E+00
  1.800  4.0446E+00  4.6675E-01 -1.0082E+01  1.067E+00  1.1229E+01  2.0824E+00
  1.900  3.9405E+00  3.3565E-01 -9.8017E+00  1.075E+00  1.1271E+01  2.2009E+00
  2.000  3.8196E+00  2.3812E-01 -9.4025E+00  1.213E+00  7.8023E+00  2.3237E+00
  2.200  3.8204E+00  2.0545E-01 -8.2993E+00  1.410E+00  5.6464E+00  2.4861E+00
  2.400  3.8488E+00  3.6064E-01 -7.9168E+00  1.450E+00  5.0770E+00  2.6313E+00
  2.600  3.8015E+00  5.1189E-01 -7.8683E+00  1.442E+00  4.8749E+00  2.7884E+00
  2.800  3.7187E+00  6.3704E-01 -7.9118E+00  1.416E+00  4.8469E+00  2.9519E+00
  3.000  3.6140E+00  7.4618E-01 -7.9813E+00  1.375E+00  4.9180E+00  3.1212E+00
  3.200  3.4977E+00  8.3695E-01 -8.0590E+00  1.334E+00  5.0541E+00  3.2953E+00
  3.400  3.3737E+00  9.1044E-01 -8.1388E+00  1.292E+00  5.2369E+00  3.4735E+00
  3.600  3.2485E+00  9.6075E-01 -8.2216E+00  1.255E+00  5.4556E+00  3.6552E+00
  3.800  3.1241E+00  9.9123E-01 -8.3058E+00  1.216E+00  5.7033E+00  3.8398E+00
  4.000  3.0026E+00  9.9686E-01 -8.3924E+00  1.184E+00  5.9752E+00  4.0269E+00
  4.200  2.8854E+00  9.8473E-01 -8.4832E+00  1.151E+00  6.2680E+00  4.2161E+00
  4.400  2.7714E+00  9.5941E-01 -8.5779E+00  1.124E+00  6.5791E+00  4.4069E+00
  4.600  2.6600E+00  9.2732E-01 -8.6720E+00  1.101E+00  6.9068E+00  4.5992E+00
  4.800  2.5511E+00  8.9368E-01 -8.7615E+00  1.080E+00  7.2494E+00  4.7927E+00
  5.000  2.4424E+00  8.5744E-01 -8.8424E+00  1.063E+00  7.6058E+00  4.9872E+00
  5.200  2.3334E+00  8.2074E-01 -8.9165E+00  1.049E+00  7.9751E+00  5.1825E+00
  5.400  2.2232E+00  7.8377E-01 -8.9837E+00  1.037E+00  8.3564E+00  5.3786E+00
  5.600  2.1115E+00  7.4938E-01 -9.0474E+00  1.027E+00  8.7491E+00  5.5753E+00
  5.800  1.9991E+00  7.1705E-01 -9.1093E+00  1.017E+00  9.1525E+00  5.7725E+00
  6.000  1.8862E+00  6.8688E-01 -9.1712E+00  1.009E+00  9.5663E+00  5.9701E+00
  6.500  1.6095E+00  6.2047E-01 -9.3285E+00  9.901E-01  1.0643E+01  6.4656E+00
  7.000  1.3521E+00  5.5817E-01 -9.4798E+00  9.727E-01  1.1777E+01  6.9628E+00
  7.500  1.1197E+00  4.9502E-01 -9.6156E+00  9.579E-01  1.2963E+01  7.4610E+00
  8.000  9.0565E-01  4.3636E-01 -9.7443E+00  9.478E-01  1.4199E+01  7.9600E+00
  8.500  7.0307E-01  3.9114E-01 -9.8805E+00  9.412E-01  1.5482E+01  8.4595E+00
  9.000  4.9507E-01  3.5244E-01 -1.0006E+01  9.367E-01  1.6809E+01  8.9594E+00
  9.500  2.9951E-01  3.1664E-01 -1.0133E+01  9.299E-01  1.8180E+01  9.4596E+00
 10.000  1.1349E-01  2.8238E-01 -1.0252E+01  9.216E-01  1.9591E+01  9.9600E+00
 11.000 -2.2904E-01  2.3067E-01 -1.0473E+01  9.104E-01  2.2532E+01  1.0961E+01
 12.000 -5.5143E-01  1.9070E-01 -1.0691E+01  9.066E-01  2.5622E+01  1.1962E+01
 13.000 -8.4616E-01  1.5664E-01 -1.0896E+01  9.043E-01  2.8853E+01  1.2964E+01
 14.000 -1.1138E+00  1.3201E-01 -1.1081E+01  9.046E-01  3.2217E+01  1.3965E+01
 15.000 -1.3654E+00  1.1264E-01 -1.1252E+01  9.062E-01  3.5707E+01  1.4967E+01
 16.000 -1.5953E+00  1.0511E-01 -1.1416E+01  9.079E-01  3.9318E+01  1.5968E+01
 17.000 -1.8100E+00  9.9359E-02 -1.1661E+01  9.105E-01  4.3045E+01  1.6969E+01
 18.000 -2.0109E+00  9.1446E-02 -1.1933E+01  9.130E-01  4.6882E+01  1.7970E+01
 19.000 -2.1970E+00  8.2694E-02 -1.2223E+01  9.155E-01  5.0825E+01  1.8971E+01
 20.000 -2.3725E+00  7.4265E-02 -1.2538E+01  9.179E-01  5.4870E+01  1.9972E+01
