# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
    14.6000   -2.681860E-04  3.516813E-04  1.059469E+02 -1.258856E+01
    14.6500   -1.607718E-04  3.469940E-04  1.063324E+02 -1.260895E+01
    14.7000   -3.287784E-05  3.423067E-04  1.067180E+02 -1.262935E+01
    14.7500    9.633390E-05  3.376194E-04  1.071035E+02 -1.264974E+01
    14.8000    2.080233E-04  3.329322E-04  1.074891E+02 -1.267013E+01
    14.8500    2.864189E-04  3.282449E-04  1.078746E+02 -1.269053E+01
    14.9000    3.210414E-04  3.235576E-04  1.082602E+02 -1.271092E+01
    14.9500    3.080910E-04  3.188703E-04  1.086457E+02 -1.273131E+01
    15.0000    2.508166E-04  3.141831E-04  1.090313E+02 -1.275171E+01
    15.0500    1.581685E-04  3.108465E-04  1.094219E+02 -1.276699E+01
    15.1000    4.387411E-05  3.075100E-04  1.098126E+02 -1.278227E+01
    15.1500   -7.451640E-05  3.041735E-04  1.102032E+02 -1.279755E+01
    15.2000   -1.792146E-04  3.008369E-04  1.105939E+02 -1.281283E+01
    15.2500   -2.548666E-04  2.975004E-04  1.109846E+02 -1.282811E+01
    15.3000   -2.908029E-04  2.941639E-04  1.113752E+02 -1.284339E+01
    15.3500   -2.825362E-04  2.908273E-04  1.117659E+02 -1.285867E+01
    15.4000   -2.322975E-04  2.874908E-04  1.121566E+02 -1.287395E+01
    15.4500   -1.485519E-04  2.841542E-04  1.125472E+02 -1.288923E+01
    15.5000   -4.458771E-05  2.808177E-04  1.129379E+02 -1.290451E+01
    15.5500    6.358633E-05  2.774812E-04  1.133285E+02 -1.291979E+01
    15.6000    1.597053E-04  2.741446E-04  1.137192E+02 -1.293507E+01
    15.6500    2.296934E-04  2.708081E-04  1.141099E+02 -1.295035E+01
    15.7000    2.637239E-04  2.674716E-04  1.145005E+02 -1.296563E+01
    15.7500    2.575908E-04  2.641350E-04  1.148912E+02 -1.298091E+01
    15.8000    2.132044E-04  2.607985E-04  1.152819E+02 -1.299619E+01
    15.8500    1.381546E-04  2.574620E-04  1.156725E+02 -1.301147E+01
    15.9000    4.443097E-05  2.541254E-04  1.160632E+02 -1.302675E+01
    15.9500   -5.348581E-05  2.507889E-04  1.164538E+02 -1.304203E+01
    16.0000   -1.408604E-04  2.474524E-04  1.168445E+02 -1.305731E+01
    16.0500   -2.061861E-04  2.452042E-04  1.172378E+02 -1.306994E+01
    16.1000   -2.390921E-04  2.429561E-04  1.176311E+02 -1.308257E+01
    16.1500   -2.351799E-04  2.407079E-04  1.180245E+02 -1.309520E+01
    16.2000   -1.957201E-04  2.384597E-04  1.184178E+02 -1.310783E+01
    16.2500   -1.273560E-04  2.362116E-04  1.188111E+02 -1.312046E+01
    16.3000   -4.099451E-05  2.339634E-04  1.192044E+02 -1.313309E+01
    16.3500    4.993081E-05  2.317153E-04  1.195977E+02 -1.314572E+01
    16.4000    1.315484E-04  2.294671E-04  1.199910E+02 -1.315835E+01
    16.4500    1.916650E-04  2.272190E-04  1.203843E+02 -1.317098E+01
    16.5000    2.215867E-04  2.249708E-04  1.207776E+02 -1.318361E+01
    16.5500    2.173717E-04  2.227227E-04  1.211710E+02 -1.319624E+01
    16.6000    1.803370E-04  2.204745E-04  1.215643E+02 -1.320887E+01
    16.6500    1.167541E-04  2.182263E-04  1.219576E+02 -1.322150E+01
    16.7000    3.679727E-05  2.159782E-04  1.223509E+02 -1.323413E+01
    16.7500   -4.708087E-05  2.137300E-04  1.227442E+02 -1.324676E+01
    16.8000   -1.220883E-04  2.114819E-04  1.231375E+02 -1.325939E+01
    16.8500   -1.770444E-04  2.092337E-04  1.235308E+02 -1.327202E+01
    16.9000   -2.040454E-04  2.069856E-04  1.239242E+02 -1.328464E+01
    16.9500   -1.995968E-04  2.047374E-04  1.243175E+02 -1.329727E+01
    17.0000   -1.650512E-04  2.024893E-04  1.247108E+02 -1.330990E+01
    17.0500   -1.067913E-04  2.012491E-04  1.251043E+02 -1.332228E+01
    17.1000   -3.300898E-05  2.000089E-04  1.254979E+02 -1.333467E+01
    17.1500    4.488241E-05  1.987688E-04  1.258915E+02 -1.334705E+01
    17.2000    1.149846E-04  1.975286E-04  1.262850E+02 -1.335943E+01
    17.2500    1.667320E-04  1.962885E-04  1.266786E+02 -1.337181E+01
    17.3000    1.924837E-04  1.950483E-04  1.270722E+02 -1.338419E+01
    17.3500    1.886505E-04  1.938082E-04  1.274657E+02 -1.339657E+01
    17.4000    1.561901E-04  1.925680E-04  1.278593E+02 -1.340895E+01
    17.4500    1.004043E-04  1.913278E-04  1.282528E+02 -1.342133E+01
    17.5000    3.007602E-05  1.900877E-04  1.286464E+02 -1.343371E+01
    17.5500   -4.391174E-05  1.888475E-04  1.290400E+02 -1.344609E+01
    17.6000   -1.102602E-04  1.876074E-04  1.294335E+02 -1.345847E+01
    17.6500   -1.589801E-04  1.863672E-04  1.298271E+02 -1.347085E+01
    17.7000   -1.828952E-04  1.851271E-04  1.302207E+02 -1.348324E+01
    17.7500   -1.786979E-04  1.838869E-04  1.306142E+02 -1.349562E+01
    17.8000   -1.474017E-04  1.826467E-04  1.310078E+02 -1.350800E+01
    17.8500   -9.412905E-05  1.814066E-04  1.314013E+02 -1.352038E+01
    17.9000   -2.727694E-05  1.801664E-04  1.317949E+02 -1.353276E+01
    17.9500    4.280569E-05  1.789263E-04  1.321885E+02 -1.354514E+01
    18.0000    1.054197E-04  1.776861E-04  1.325820E+02 -1.355752E+01
    18.0500    1.515412E-04  1.768466E-04  1.329761E+02 -1.356937E+01
    18.1000    1.740970E-04  1.760071E-04  1.333702E+02 -1.358121E+01
    18.1500    1.698668E-04  1.751676E-04  1.337643E+02 -1.359306E+01
    18.2000    1.397510E-04  1.743281E-04  1.341584E+02 -1.360490E+01
    18.2500    8.859494E-05  1.734886E-04  1.345525E+02 -1.361675E+01
    18.3000    2.441037E-05  1.726491E-04  1.349466E+02 -1.362859E+01
    18.3500   -4.287842E-05  1.718096E-04  1.353407E+02 -1.364044E+01
    18.4000   -1.029691E-04  1.709701E-04  1.357348E+02 -1.365228E+01
    18.4500   -1.467585E-04  1.701306E-04  1.361289E+02 -1.366413E+01
    18.5000   -1.677218E-04  1.692911E-04  1.365230E+02 -1.367597E+01
    18.5500   -1.628835E-04  1.684516E-04  1.369171E+02 -1.368782E+01
    18.6000   -1.332373E-04  1.676121E-04  1.373112E+02 -1.369966E+01
    18.6500   -8.355524E-05  1.667726E-04  1.377053E+02 -1.371151E+01
    18.7000   -2.162095E-05  1.659331E-04  1.380994E+02 -1.372335E+01
    18.7500    4.298892E-05  1.650936E-04  1.384935E+02 -1.373520E+01
    18.8000    1.003856E-04  1.642541E-04  1.388876E+02 -1.374704E+01
    18.8500    1.418815E-04  1.634146E-04  1.392817E+02 -1.375889E+01
    18.9000    1.613051E-04  1.625751E-04  1.396758E+02 -1.377073E+01
    18.9500    1.559181E-04  1.617356E-04  1.400699E+02 -1.378258E+01
    19.0000    1.267982E-04  1.608961E-04  1.404640E+02 -1.379442E+01
    19.0500    7.871433E-05  1.604894E-04  1.408590E+02 -1.380531E+01
    19.1000    1.877755E-05  1.600828E-04  1.412541E+02 -1.381620E+01
    19.1500   -4.374101E-05  1.596761E-04  1.416492E+02 -1.382709E+01
    19.2000   -9.922032E-05  1.592694E-04  1.420442E+02 -1.383799E+01
    19.2500   -1.391701E-04  1.588627E-04  1.424393E+02 -1.384888E+01
    19.3000   -1.575302E-04  1.584561E-04  1.428343E+02 -1.385977E+01
    19.3500   -1.515894E-04  1.580494E-04  1.432294E+02 -1.387066E+01
    19.4000   -1.223851E-04  1.576427E-04  1.436244E+02 -1.388155E+01
    19.4500   -7.452509E-05  1.572360E-04  1.440195E+02 -1.389244E+01
    19.5000   -1.546028E-05  1.568294E-04  1.444145E+02 -1.390333E+01
    19.5500    4.567464E-05  1.564227E-04  1.448096E+02 -1.391422E+01
    19.6000    9.947413E-05  1.560160E-04  1.452046E+02 -1.392511E+01
    19.6500    1.377087E-04  1.556093E-04  1.455997E+02 -1.393600E+01
    19.7000    1.545839E-04  1.552027E-04  1.459947E+02 -1.394689E+01
    19.7500    1.476179E-04  1.547960E-04  1.463898E+02 -1.395778E+01
    19.8000    1.180059E-04  1.543893E-04  1.467848E+02 -1.396867E+01
    19.8500    7.041730E-05  1.539826E-04  1.471799E+02 -1.397956E+01
    19.9000    1.225945E-05  1.535760E-04  1.475749E+02 -1.399045E+01
    19.9500   -4.747492E-05  1.531693E-04  1.479700E+02 -1.400134E+01
    20.0000   -9.959829E-05  1.527626E-04  1.483650E+02 -1.401223E+01
