    -0.261779     0.028957     0.000000     0.000000
    -0.260379     0.028957     0.000000     0.000000
    -0.256179     0.028957     0.000000     0.000000
    -0.249178     0.028957     0.000000     0.000000
    -0.239377     0.028957     0.000000     0.000000
    -0.226776     0.028957     0.000000     0.000000
    -0.211374     0.028957     0.000000     0.000000
    -0.193172     0.028957     0.000000     0.000000
    -0.172170     0.028957     0.000000     0.000000
    -0.148368     0.028957     0.000000     0.000000
    -0.121765     0.028957     0.000000     0.000000
    -0.092362     0.028957     0.000000     0.000000
    -0.060159     0.028957     0.000000     0.000000
    -0.025155     0.028957     0.000000     0.000000
     0.012649     0.028957     0.000000     0.000000
     0.053253     0.028957     0.000000     0.000000
     0.096657     0.028957     0.000000     0.000000
     0.142862     0.028957     0.000000     0.000000
     0.191867     0.028957     0.000000     0.000000
     0.243672     0.028957     0.000000     0.000000
     0.298278     0.028957     0.000000     0.000000
     0.415890     0.028957     0.000000     0.000000
     0.544703     0.028957     0.000000     0.000000
     0.684717     0.028957     0.000000     0.000000
     0.835933     0.028957     0.000000     0.000000
     0.998349     0.028957     0.000000     0.000000
     1.171967     0.028957     0.000000     0.000000
     1.356786     0.028957     0.000000     0.000000
     1.552806     0.028957     0.000000     0.000000
     1.760027     0.028957     0.000000     0.000000
     1.978449     0.028957     0.000000     0.000000
     2.208073     0.028957     0.000000     0.000000
     2.448897     0.028957     0.000000     0.000000
     2.700923     0.028957     0.000000     0.000000
     2.964150     0.028957     0.000000     0.000000
     3.238578     0.028957     0.000000     0.000000
     3.524207     0.028957     0.000000     0.000000
     3.821037     0.028957     0.000000     0.000000
     4.129069     0.028957     0.000000     0.000000
     4.448301     0.028957     0.000000     0.000000
     4.778735     0.028957     0.000000     0.000000
     5.653824     0.028957     0.000000     0.000000
     6.598921     0.028957     0.000000     0.000000
     7.614024     0.028957     0.000000     0.000000
     8.699135     0.028957     0.000000     0.000000
     9.854253     0.028957     0.000000     0.000000
    11.079378     0.028957     0.000000     0.000000
    12.374510     0.028957     0.000000     0.000000
    13.739649     0.028957     0.000000     0.000000
    16.679949     0.028957     0.000000     0.000000
    19.900277     0.028957     0.000000     0.000000
    23.400634     0.028957     0.000000     0.000000
    27.181020     0.028957     0.000000     0.000000
    31.241434     0.028957     0.000000     0.000000
    35.581877     0.028957     0.000000     0.000000
    40.202348     0.028957     0.000000     0.000000
    45.102848     0.028957     0.000000     0.000000
    50.283376     0.028957     0.000000     0.000000
    55.743933     0.028957     0.000000     0.000000
    -0.261779     0.000184     0.000000     0.000000
    -0.261779     0.000367     0.000000     0.000000
    -0.261779     0.000426     0.000000     0.000000
    -0.261779     0.000635     0.000000     0.000000
    -0.261779     0.000947     0.000000     0.000000
    -0.261779     0.001413     0.000000     0.000000
    -0.261779     0.002108     0.000000     0.000000
    -0.261779     0.003145     0.000000     0.000000
    -0.261779     0.004692     0.000000     0.000000
    -0.261779     0.007000     0.000000     0.000000
    -0.261779     0.010443     0.000000     0.000000
    -0.261779     0.015579     0.000000     0.000000
    -0.261779     0.023242     0.000000     0.000000
    -0.261779     0.034672     0.000000     0.000000
    -0.261779     0.051725     0.000000     0.000000
    -0.261779     0.077165     0.000000     0.000000
    -0.261779     0.115116     0.000000     0.000000
    -0.261779     0.171733     0.000000     0.000000
    -0.261779     0.256196     0.000000     0.000000
    -0.261779     0.382200     0.000000     0.000000
    -0.261779     0.570175     0.000000     0.000000
