# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    1.901491E-02  3.058334E-02  6.709633E-01  6.709633E-01
     0.0500    1.932932E-02  3.049536E-02  6.865138E-01  2.829426E-01
     0.1000    1.963694E-02  3.040738E-02  7.020643E-01 -1.050781E-01
     0.1500    2.052188E-02  3.015266E-02  7.485802E-01 -4.621334E-01
     0.2000    2.134506E-02  2.989794E-02  7.950961E-01 -8.191887E-01
     0.2500    2.257652E-02  2.947870E-02  8.723758E-01 -1.145480E+00
     0.3000    2.363158E-02  2.905945E-02  9.496555E-01 -1.471772E+00
     0.3500    2.487459E-02  2.855935E-02  1.057191E+00 -1.767807E+00
     0.4000    2.577749E-02  2.805926E-02  1.164727E+00 -2.063843E+00
     0.4500    2.651039E-02  2.749491E-02  1.302381E+00 -2.329759E+00
     0.5000    2.670067E-02  2.693057E-02  1.440036E+00 -2.595676E+00
     0.5500    2.633041E-02  2.634858E-02  1.607944E+00 -2.831339E+00
     0.6000    2.522678E-02  2.576660E-02  1.775852E+00 -3.067002E+00
     0.6500    2.317520E-02  2.520757E-02  1.975105E+00 -3.271320E+00
     0.7000    2.029362E-02  2.464855E-02  2.174358E+00 -3.475638E+00
     0.7500    1.619168E-02  2.416125E-02  2.407181E+00 -3.646387E+00
     0.8000    1.138291E-02  2.367396E-02  2.640003E+00 -3.817136E+00
     0.8500    5.340151E-03  2.332884E-02  2.910637E+00 -3.950073E+00
     0.9000   -9.117207E-04  2.298372E-02  3.181271E+00 -4.083010E+00
     0.9500   -7.935572E-03  2.290662E-02  3.495357E+00 -4.172496E+00
     1.0000   -1.413830E-02  2.282951E-02  3.809443E+00 -4.261981E+00
     1.0500   -1.989797E-02  2.320543E-02  4.171926E+00 -4.303069E+00
     1.1000   -2.320884E-02  2.358135E-02  4.534408E+00 -4.344158E+00
     1.1500   -2.399995E-02  2.470850E-02  4.952449E+00 -4.329689E+00
     1.2000   -2.044002E-02  2.583565E-02  5.370489E+00 -4.315219E+00
     1.2500   -1.041374E-02  2.634470E-02  5.876804E+00 -4.212476E+00
     1.3000    2.679124E-03  2.685374E-02  6.383119E+00 -4.109732E+00
     1.3500    1.422660E-02  2.671526E-02  6.844769E+00 -4.051653E+00
     1.4000    2.269114E-02  2.657678E-02  7.306418E+00 -3.993575E+00
     1.4500    2.609848E-02  2.622827E-02  7.754457E+00 -3.949108E+00
     1.5000    2.432391E-02  2.587976E-02  8.202495E+00 -3.904641E+00
     1.5500    1.747135E-02  2.494674E-02  8.648896E+00 -3.861811E+00
     1.6000    7.769679E-03  2.401372E-02  9.095297E+00 -3.818981E+00
     1.6500   -2.431329E-03  2.269558E-02  9.532112E+00 -3.785737E+00
     1.7000   -1.106688E-02  2.137745E-02  9.968926E+00 -3.752494E+00
     1.7500   -1.628832E-02  1.982480E-02  1.038901E+01 -3.735978E+00
     1.8000   -1.795538E-02  1.827215E-02  1.080910E+01 -3.719463E+00
     1.8500   -1.623802E-02  1.671637E-02  1.123538E+01 -3.696754E+00
     1.9000   -1.191996E-02  1.516059E-02  1.166166E+01 -3.674045E+00
     1.9500   -6.218563E-03  1.280699E-02  1.205937E+01 -3.679909E+00
     2.0000   -1.140249E-03  1.045339E-02  1.245707E+01 -3.685774E+00
     2.0500    1.731188E-03  9.336702E-03  1.275287E+01 -3.793551E+00
     2.1000    3.812519E-03  8.220012E-03  1.304866E+01 -3.901329E+00
     2.1500    4.985935E-03  7.103323E-03  1.334445E+01 -4.009107E+00
     2.2000    5.262584E-03  5.986634E-03  1.364025E+01 -4.116884E+00
     2.2500    5.321356E-03  5.412349E-03  1.395354E+01 -4.207163E+00
     2.3000    4.797449E-03  4.838064E-03  1.426683E+01 -4.297442E+00
     2.3500    3.852272E-03  4.263778E-03  1.458012E+01 -4.387721E+00
     2.4000    2.683790E-03  3.689494E-03  1.489342E+01 -4.478000E+00
     2.4500    1.271286E-03  3.374590E-03  1.532171E+01 -4.453281E+00
     2.5000   -1.285700E-04  3.059685E-03  1.575000E+01 -4.428563E+00
     2.5500   -1.243863E-03  2.744781E-03  1.617829E+01 -4.403845E+00
     2.6000   -1.901291E-03  2.429878E-03  1.660658E+01 -4.379126E+00
     2.6500   -2.485074E-03  2.522944E-03  1.710528E+01 -4.283995E+00
     2.7000   -2.478881E-03  2.616011E-03  1.760398E+01 -4.188864E+00
     2.7500   -1.840407E-03  2.709077E-03  1.810268E+01 -4.093734E+00
     2.8000   -6.882980E-04  2.802144E-03  1.860138E+01 -3.998603E+00
     2.8500    4.915165E-04  3.094896E-03  1.900905E+01 -3.994511E+00
     2.9000    1.819957E-03  3.387648E-03  1.941671E+01 -3.990420E+00
     2.9500    3.045895E-03  3.680401E-03  1.982437E+01 -3.986328E+00
     3.0000    3.902910E-03  3.973153E-03  2.023203E+01 -3.982237E+00
     3.0500    4.138899E-03  4.199777E-03  2.059083E+01 -4.027017E+00
     3.1000    3.820777E-03  4.426400E-03  2.094962E+01 -4.071798E+00
     3.1500    2.935701E-03  4.653024E-03  2.130841E+01 -4.116579E+00
     3.2000    1.553269E-03  4.879647E-03  2.166720E+01 -4.161360E+00
     3.2500   -1.022154E-04  4.972094E-03  2.201171E+01 -4.220419E+00
     3.3000   -1.808120E-03  5.064542E-03  2.235622E+01 -4.279479E+00
     3.3500   -3.359866E-03  5.156989E-03  2.270073E+01 -4.338539E+00
     3.4000   -4.564138E-03  5.249436E-03  2.304524E+01 -4.397598E+00
     3.4500   -5.175498E-03  5.257009E-03  2.338562E+01 -4.460793E+00
     3.5000   -5.193899E-03  5.264582E-03  2.372599E+01 -4.523988E+00
     3.5500   -4.615519E-03  5.272154E-03  2.406637E+01 -4.587184E+00
     3.6000   -3.505102E-03  5.279727E-03  2.440675E+01 -4.650379E+00
     3.6500   -1.954961E-03  5.263484E-03  2.475220E+01 -4.708493E+00
     3.7000   -1.840376E-04  5.247242E-03  2.509766E+01 -4.766607E+00
     3.7500    1.597637E-03  5.230999E-03  2.544312E+01 -4.824721E+00
     3.8000    3.180063E-03  5.214756E-03  2.578857E+01 -4.882835E+00
     3.8500    4.415791E-03  5.209745E-03  2.614419E+01 -4.930790E+00
     3.9000    5.097093E-03  5.204734E-03  2.649981E+01 -4.978745E+00
     3.9500    5.139861E-03  5.199723E-03  2.685542E+01 -5.026700E+00
     4.0000    4.539976E-03  5.194712E-03  2.721104E+01 -5.074655E+00
     4.0500    3.348338E-03  5.208374E-03  2.757609E+01 -5.113179E+00
     4.1000    1.707965E-03  5.222036E-03  2.794113E+01 -5.151704E+00
     4.1500   -1.667119E-04  5.235698E-03  2.830618E+01 -5.190228E+00
