# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    4.494009E-02  5.373680E-02  9.904998E-01  9.904998E-01
     0.0500    4.493200E-02  5.315835E-02  1.007029E+00  5.260350E-01
     0.1000    4.490142E-02  5.257991E-02  1.023559E+00  6.157018E-02
     0.1500    4.476776E-02  5.095507E-02  1.072867E+00 -3.701168E-01
     0.2000    4.444878E-02  4.933022E-02  1.122174E+00 -8.018037E-01
     0.2500    4.380962E-02  4.693929E-02  1.203566E+00 -1.201407E+00
     0.3000    4.274082E-02  4.454835E-02  1.284957E+00 -1.601010E+00
     0.3500    4.110409E-02  4.172249E-02  1.398410E+00 -1.968551E+00
     0.4000    3.882910E-02  3.889663E-02  1.511863E+00 -2.336093E+00
     0.4500    3.587422E-02  3.599966E-02  1.654302E+00 -2.674649E+00
     0.5000    3.226134E-02  3.310270E-02  1.796740E+00 -3.013205E+00
     0.5500    2.797637E-02  3.033675E-02  1.967876E+00 -3.323063E+00
     0.6000    2.323837E-02  2.757079E-02  2.139013E+00 -3.632921E+00
     0.6500    1.807226E-02  2.507879E-02  2.336898E+00 -3.916031E+00
     0.7000    1.288012E-02  2.258679E-02  2.534782E+00 -4.199140E+00
     0.7500    7.640036E-03  2.041436E-02  2.758007E+00 -4.456910E+00
     0.8000    2.912783E-03  1.824193E-02  2.981231E+00 -4.714681E+00
     0.8500   -1.418462E-03  1.638974E-02  3.228247E+00 -4.948659E+00
     0.9000   -4.761235E-03  1.453756E-02  3.475262E+00 -5.182638E+00
     0.9500   -7.357550E-03  1.297901E-02  3.744307E+00 -5.394588E+00
     1.0000   -8.741931E-03  1.142047E-02  4.013351E+00 -5.606538E+00
     1.0500   -9.286906E-03  1.011690E-02  4.304497E+00 -5.796387E+00
     1.1000   -8.753349E-03  8.813341E-03  4.595644E+00 -5.986235E+00
     1.1500   -7.579632E-03  7.727428E-03  4.908284E+00 -6.154589E+00
     1.2000   -5.801087E-03  6.641515E-03  5.220925E+00 -6.322943E+00
     1.2500   -3.816372E-03  5.745129E-03  5.556656E+00 -6.468206E+00
     1.3000   -1.847017E-03  4.848744E-03  5.892387E+00 -6.613470E+00
     1.3500   -1.441399E-04  4.107114E-03  6.248083E+00 -6.738768E+00
     1.4000    1.060566E-03  3.365485E-03  6.603779E+00 -6.864066E+00
     1.4500    1.770013E-03  2.767096E-03  6.977247E+00 -6.971593E+00
     1.5000    1.899813E-03  2.168707E-03  7.350714E+00 -7.079120E+00
     1.5500    1.697846E-03  1.710982E-03  7.729988E+00 -7.180841E+00
     1.6000    1.212642E-03  1.253257E-03  8.109262E+00 -7.282562E+00
     1.6500    7.762705E-04  9.421966E-04  8.456529E+00 -7.416289E+00
     1.7000    3.672160E-04  6.311360E-04  8.803797E+00 -7.550015E+00
     1.7500    1.745269E-04  4.695355E-04  9.043937E+00 -7.790870E+00
     1.8000    4.318386E-05  3.079350E-04  9.284077E+00 -8.031724E+00
     1.8500   -8.662426E-06  2.470897E-04  9.459843E+00 -8.336953E+00
     1.9000   -3.897583E-05  1.862445E-04  9.635609E+00 -8.642181E+00
     1.9500   -1.079571E-04  1.899980E-04  1.002910E+01 -8.729689E+00
     2.0000   -1.628062E-04  1.937515E-04  1.042258E+01 -8.817196E+00
     2.0500   -1.956789E-04  2.030626E-04  1.126607E+01 -8.454704E+00
     2.1000   -9.367638E-05  2.123736E-04  1.210956E+01 -8.092213E+00
     2.1500    8.359872E-05  2.216846E-04  1.295304E+01 -7.729722E+00
     2.2000    2.177228E-04  2.309957E-04  1.379653E+01 -7.367231E+00
     2.2500    2.510502E-04  2.628874E-04  1.443840E+01 -7.206355E+00
     2.3000    1.731185E-04  2.947791E-04  1.508027E+01 -7.045480E+00
     2.3500   -4.629724E-06  3.266707E-04  1.572214E+01 -6.884604E+00
     2.4000   -2.187180E-04  3.585624E-04  1.636401E+01 -6.723729E+00
     2.4500   -3.382412E-04  3.641257E-04  1.689943E+01 -6.669299E+00
     2.5000   -3.651942E-04  3.696889E-04  1.743486E+01 -6.614869E+00
     2.5500   -2.890482E-04  3.752522E-04  1.797028E+01 -6.560438E+00
     2.6000   -1.283787E-04  3.808155E-04  1.850570E+01 -6.506008E+00
     2.6500    6.416418E-05  3.752982E-04  1.902137E+01 -6.471339E+00
     2.7000    2.346588E-04  3.697810E-04  1.953703E+01 -6.436670E+00
     2.7500    3.399208E-04  3.642638E-04  2.005270E+01 -6.402001E+00
     2.8000    3.548243E-04  3.587465E-04  2.056836E+01 -6.367331E+00
     2.8500    2.795081E-04  3.536365E-04  2.107972E+01 -6.336970E+00
     2.9000    1.357472E-04  3.485265E-04  2.159107E+01 -6.306608E+00
     2.9500   -3.813651E-05  3.434165E-04  2.210243E+01 -6.276246E+00
     3.0000   -1.972931E-04  3.383065E-04  2.261378E+01 -6.245884E+00
     3.0500   -3.042522E-04  3.363799E-04  2.312133E+01 -6.219332E+00
     3.1000   -3.337043E-04  3.344532E-04  2.362888E+01 -6.192781E+00
     3.1500   -2.791481E-04  3.325266E-04  2.413642E+01 -6.166230E+00
     3.2000   -1.552307E-04  3.305999E-04  2.464397E+01 -6.139678E+00
     3.2500    2.913809E-06  3.322811E-04  2.514151E+01 -6.123131E+00
     3.3000    1.619565E-04  3.339622E-04  2.563905E+01 -6.106583E+00
     3.3500    2.831308E-04  3.356434E-04  2.613659E+01 -6.090036E+00
     3.4000    3.365125E-04  3.373246E-04  2.663414E+01 -6.073489E+00
     3.4500    3.133332E-04  3.420212E-04  2.711604E+01 -6.072583E+00
     3.5000    2.170413E-04  3.467179E-04  2.759794E+01 -6.071678E+00
     3.5500    6.791932E-05  3.514146E-04  2.807984E+01 -6.070772E+00
     3.6000   -1.009439E-04  3.561112E-04  2.856174E+01 -6.069867E+00
     3.6500   -2.461243E-04  3.613754E-04  2.902357E+01 -6.089031E+00
     3.7000   -3.431711E-04  3.666396E-04  2.948540E+01 -6.108196E+00
     3.7500   -3.699673E-04  3.719038E-04  2.994723E+01 -6.127361E+00
     3.8000   -3.187688E-04  3.771680E-04  3.040905E+01 -6.146525E+00
     3.8500   -2.034851E-04  3.807413E-04  3.085208E+01 -6.184499E+00
     3.9000   -4.632367E-05  3.843145E-04  3.129510E+01 -6.222472E+00
     3.9500    1.228230E-04  3.878877E-04  3.173812E+01 -6.260446E+00
     4.0000    2.711611E-04  3.914609E-04  3.218114E+01 -6.298420E+00
     4.0500    3.633716E-04  3.911621E-04  3.260750E+01 -6.353049E+00
     4.1000    3.904290E-04  3.908634E-04  3.303387E+01 -6.407679E+00
     4.1500    3.475919E-04  3.905646E-04  3.346023E+01 -6.462308E+00
