# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    7.250282E-02  8.772773E-02  2.168815E+00  2.168815E+00
     0.0500    7.124176E-02  8.659656E-02  2.175473E+00  1.726214E+00
     0.1000    6.998610E-02  8.546539E-02  2.182132E+00  1.283612E+00
     0.1500    6.651564E-02  8.237728E-02  2.201774E+00  8.539946E-01
     0.2000    6.309109E-02  7.928916E-02  2.221416E+00  4.243769E-01
     0.2500    5.819287E-02  7.499803E-02  2.253412E+00  7.113632E-03
     0.3000    5.340828E-02  7.070690E-02  2.285408E+00 -4.101496E-01
     0.3500    4.763673E-02  6.563229E-02  2.329378E+00 -8.154396E-01
     0.4000    4.207997E-02  6.055769E-02  2.373348E+00 -1.220730E+00
     0.4500    3.677411E-02  5.643510E-02  2.431878E+00 -1.611459E+00
     0.5000    3.170816E-02  5.231252E-02  2.490407E+00 -2.002189E+00
     0.5500    2.653965E-02  4.891686E-02  2.568128E+00 -2.373729E+00
     0.6000    2.165384E-02  4.552119E-02  2.645848E+00 -2.745268E+00
     0.6500    1.640400E-02  4.297095E-02  2.749908E+00 -3.090468E+00
     0.7000    1.146637E-02  4.042070E-02  2.853968E+00 -3.435668E+00
     0.7500    5.753638E-03  3.845989E-02  2.991428E+00 -3.747467E+00
     0.8000    4.636880E-04  3.649908E-02  3.128888E+00 -4.059267E+00
     0.8500   -5.633152E-03  3.485799E-02  3.303907E+00 -4.333507E+00
     0.9000   -1.099387E-02  3.321689E-02  3.478926E+00 -4.607748E+00
     0.9500   -1.657577E-02  3.168211E-02  3.692183E+00 -4.843751E+00
     1.0000   -2.085304E-02  3.014733E-02  3.905439E+00 -5.079754E+00
     1.0500   -2.425178E-02  2.854474E-02  4.156831E+00 -5.277623E+00
     1.1000   -2.570542E-02  2.694215E-02  4.408222E+00 -5.475491E+00
     1.1500   -2.522642E-02  2.522954E-02  4.696676E+00 -5.636297E+00
     1.2000   -2.264765E-02  2.351692E-02  4.985130E+00 -5.797103E+00
     1.2500   -1.791798E-02  2.169995E-02  5.311716E+00 -5.919775E+00
     1.3000   -1.195174E-02  1.988298E-02  5.638303E+00 -6.042448E+00
     1.3500   -4.977931E-03  1.799619E-02  6.002920E+00 -6.127091E+00
     1.4000    1.357249E-03  1.610939E-02  6.367537E+00 -6.211733E+00
     1.4500    6.705703E-03  1.421925E-02  6.774282E+00 -6.254248E+00
     1.5000    9.641151E-03  1.232910E-02  7.181027E+00 -6.296763E+00
     1.5500    1.028571E-02  1.053580E-02  7.635662E+00 -6.291388E+00
     1.6000    8.499530E-03  8.742508E-03  8.090297E+00 -6.286013E+00
     1.6500    5.258926E-03  7.179931E-03  8.602867E+00 -6.222702E+00
     1.7000    1.710092E-03  5.617353E-03  9.115438E+00 -6.159391E+00
     1.7500   -1.233624E-03  4.410080E-03  9.708289E+00 -6.015800E+00
     1.8000   -2.461088E-03  3.202807E-03  1.030114E+01 -5.872208E+00
     1.8500   -2.392680E-03  2.392836E-03  1.100699E+01 -5.615618E+00
     1.9000   -1.192857E-03  1.582864E-03  1.171284E+01 -5.359028E+00
     1.9500   -1.971925E-04  1.261340E-03  1.240939E+01 -5.111736E+00
     2.0000    4.828478E-04  9.398153E-04  1.310594E+01 -4.864444E+00
     2.0500    8.830577E-04  9.449894E-04  1.377312E+01 -4.646528E+00
     2.1000    9.068433E-04  9.501636E-04  1.444029E+01 -4.428612E+00
     2.1500    5.398128E-04  9.553377E-04  1.510747E+01 -4.210695E+00
     2.2000   -6.400217E-05  9.605118E-04  1.577465E+01 -3.992779E+00
     2.2500   -5.342001E-04  9.537805E-04  1.630245E+01 -3.914231E+00
     2.3000   -8.533857E-04  9.470492E-04  1.683026E+01 -3.835683E+00
     2.3500   -9.373620E-04  9.403178E-04  1.735807E+01 -3.757134E+00
     2.4000   -7.667500E-04  9.335864E-04  1.788588E+01 -3.678586E+00
     2.4500   -4.415289E-04  8.913772E-04  1.833134E+01 -3.682387E+00
     2.5000   -6.173071E-05  8.491680E-04  1.877680E+01 -3.686187E+00
     2.5500    2.938384E-04  8.069587E-04  1.922226E+01 -3.689988E+00
     2.6000    5.581814E-04  7.647495E-04  1.966771E+01 -3.693789E+00
     2.6500    6.641645E-04  7.214791E-04  2.001907E+01 -3.791696E+00
     2.7000    6.773633E-04  6.782086E-04  2.037042E+01 -3.889602E+00
     2.7500    6.063125E-04  6.349382E-04  2.072177E+01 -3.987509E+00
     2.8000    4.700223E-04  5.916678E-04  2.107313E+01 -4.085416E+00
     2.8500    3.515313E-04  5.652337E-04  2.131995E+01 -4.287847E+00
     2.9000    2.218473E-04  5.387996E-04  2.156678E+01 -4.490279E+00
     2.9500    9.048742E-05  5.123654E-04  2.181361E+01 -4.692710E+00
     3.0000   -3.364315E-05  4.859313E-04  2.206044E+01 -4.895142E+00
     3.0500   -1.455557E-04  5.106539E-04  2.228019E+01 -5.124645E+00
     3.1000   -2.607987E-04  5.353765E-04  2.249995E+01 -5.354149E+00
     3.1500   -3.729110E-04  5.600991E-04  2.271971E+01 -5.583652E+00
     3.2000   -4.751290E-04  5.848218E-04  2.293946E+01 -5.813156E+00
     3.2500   -6.069881E-04  6.446691E-04  2.321835E+01 -5.983528E+00
     3.3000   -7.030421E-04  7.045165E-04  2.349724E+01 -6.153901E+00
     3.3500   -7.468990E-04  7.643639E-04  2.377612E+01 -6.324273E+00
     3.4000   -7.260356E-04  8.242113E-04  2.405501E+01 -6.494646E+00
     3.4500   -6.041992E-04  8.847375E-04  2.438100E+01 -6.617920E+00
     3.5000   -3.904046E-04  9.452637E-04  2.470698E+01 -6.741194E+00
     3.5500   -1.001838E-04  1.005790E-03  2.503297E+01 -6.864468E+00
     3.6000    2.391626E-04  1.066316E-03  2.535895E+01 -6.987742E+00
     3.6500    6.019632E-04  1.109446E-03  2.570625E+01 -7.089709E+00
     3.7000    9.175484E-04  1.152577E-03  2.605354E+01 -7.191677E+00
     3.7500    1.141342E-03  1.195707E-03  2.640083E+01 -7.293644E+00
     3.8000    1.237606E-03  1.238837E-03  2.674812E+01 -7.395612E+00
     3.8500    1.159327E-03  1.261451E-03  2.710869E+01 -7.484304E+00
     3.9000    9.256619E-04  1.284066E-03  2.746926E+01 -7.572997E+00
     3.9500    5.618917E-04  1.306680E-03  2.782982E+01 -7.661689E+00
     4.0000    1.114525E-04  1.329294E-03  2.819039E+01 -7.750382E+00
     4.0500   -3.711257E-04  1.330801E-03  2.855696E+01 -7.833078E+00
     4.1000   -8.054293E-04  1.332308E-03  2.892352E+01 -7.915774E+00
     4.1500   -1.133575E-03  1.333814E-03  2.929008E+01 -7.998471E+00
