# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
 Debye-waller factor    0.0000000000000000        0.0000000000000000     
 -----------------------------------------------------------------------
       k         chi           mag          phase        phase-2kr  @#
     0.0000    5.112783E-02  5.928770E-02  2.101664E+00  2.101664E+00
     0.0500    5.025612E-02  5.882113E-02  2.117219E+00  1.715305E+00
     0.1000    4.937980E-02  5.835457E-02  2.132774E+00  1.328945E+00
     0.1500    4.679167E-02  5.702995E-02  2.179351E+00  9.736076E-01
     0.2000    4.417256E-02  5.570533E-02  2.225927E+00  6.182698E-01
     0.2500    3.993849E-02  5.372013E-02  2.303371E+00  2.937993E-01
     0.3000    3.567045E-02  5.173492E-02  2.380815E+00 -3.067118E-02
     0.3500    2.997188E-02  4.939933E-02  2.489657E+00 -3.237437E-01
     0.4000    2.432194E-02  4.706373E-02  2.598499E+00 -6.168162E-01
     0.4500    1.753160E-02  4.453647E-02  2.736998E+00 -8.802310E-01
     0.5000    1.104698E-02  4.200920E-02  2.875498E+00 -1.143646E+00
     0.5500    3.841387E-03  3.954378E-02  3.044297E+00 -1.376761E+00
     0.6000   -2.648947E-03  3.707836E-02  3.213095E+00 -1.609877E+00
     0.6500   -9.302391E-03  3.480892E-02  3.412122E+00 -1.812765E+00
     0.7000   -1.472380E-02  3.253947E-02  3.611149E+00 -2.015652E+00
     0.7500   -1.964907E-02  3.054406E-02  3.840397E+00 -2.188319E+00
     0.8000   -2.285188E-02  2.854865E-02  4.069645E+00 -2.360985E+00
     0.8500   -2.490958E-02  2.685914E-02  4.329035E+00 -2.503509E+00
     0.9000   -2.497649E-02  2.516963E-02  4.588426E+00 -2.646032E+00
     0.9500   -2.346438E-02  2.378851E-02  4.877654E+00 -2.758719E+00
     1.0000   -2.013268E-02  2.240739E-02  5.166881E+00 -2.871406E+00
     1.0500   -1.527206E-02  2.132602E-02  5.484953E+00 -2.955248E+00
     1.1000   -9.351427E-03  2.024465E-02  5.803026E+00 -3.039090E+00
     1.1500   -2.616018E-03  1.943428E-02  6.148167E+00 -3.095863E+00
     1.2000    3.884579E-03  1.862390E-02  6.493308E+00 -3.152636E+00
     1.2500    9.876088E-03  1.804121E-02  6.862462E+00 -3.185397E+00
     1.3000    1.418506E-02  1.745851E-02  7.231615E+00 -3.218158E+00
     1.3500    1.656822E-02  1.702297E-02  7.622321E+00 -3.229367E+00
     1.4000    1.637807E-02  1.658742E-02  8.013027E+00 -3.240575E+00
     1.4500    1.365540E-02  1.620220E-02  8.422292E+00 -3.233224E+00
     1.5000    8.842220E-03  1.581698E-02  8.831558E+00 -3.225872E+00
     1.5500    2.566750E-03  1.536911E-02  9.256985E+00 -3.202360E+00
     1.6000   -3.801815E-03  1.492123E-02  9.682411E+00 -3.178849E+00
     1.6500   -9.180850E-03  1.431504E-02  1.012103E+01 -3.142148E+00
     1.7000   -1.242673E-02  1.370884E-02  1.055964E+01 -3.105448E+00
     1.7500   -1.291161E-02  1.291247E-02  1.100710E+01 -3.059898E+00
     1.8000   -1.086205E-02  1.211609E-02  1.145457E+01 -3.014347E+00
     1.8500   -6.601802E-03  1.105555E-02  1.192643E+01 -2.944402E+00
     1.9000   -1.672079E-03  9.995003E-03  1.239829E+01 -2.874457E+00
     1.9500    2.115923E-03  8.424554E-03  1.282025E+01 -2.854409E+00
     2.0000    4.287614E-03  6.854107E-03  1.324221E+01 -2.834362E+00
     2.0500    5.207366E-03  6.132114E-03  1.358083E+01 -2.897657E+00
     2.1000    5.282406E-03  5.410122E-03  1.391945E+01 -2.960953E+00
     2.1500    4.653907E-03  4.688129E-03  1.425807E+01 -3.024248E+00
     2.2000    3.554709E-03  3.966137E-03  1.459669E+01 -3.087543E+00
     2.2500    2.650684E-03  3.645690E-03  1.489391E+01 -3.192232E+00
     2.3000    1.643073E-03  3.325244E-03  1.519114E+01 -3.296921E+00
     2.3500    6.545570E-04  3.004797E-03  1.548837E+01 -3.401609E+00
     2.4000   -2.081703E-04  2.684351E-03  1.578559E+01 -3.506298E+00
     2.4500   -9.453711E-04  2.535493E-03  1.609005E+01 -3.603756E+00
     2.5000   -1.512805E-03  2.386636E-03  1.639450E+01 -3.701214E+00
     2.5500   -1.872064E-03  2.237778E-03  1.669896E+01 -3.798672E+00
     2.6000   -2.010235E-03  2.088921E-03  1.700342E+01 -3.896130E+00
     2.6500   -2.004359E-03  2.006370E-03  1.732353E+01 -3.977931E+00
     2.7000   -1.797164E-03  1.923819E-03  1.764364E+01 -4.059731E+00
     2.7500   -1.425915E-03  1.841267E-03  1.796376E+01 -4.141532E+00
     2.8000   -9.426613E-04  1.758716E-03  1.828387E+01 -4.223333E+00
     2.8500   -3.981012E-04  1.703927E-03  1.861374E+01 -4.295379E+00
     2.9000    1.548740E-04  1.649138E-03  1.894361E+01 -4.367426E+00
     2.9500    6.558116E-04  1.594349E-03  1.927347E+01 -4.439473E+00
     3.0000    1.053681E-03  1.539559E-03  1.960334E+01 -4.511519E+00
     3.0500    1.324851E-03  1.498879E-03  1.993368E+01 -4.583094E+00
     3.1000    1.440416E-03  1.458199E-03  2.026402E+01 -4.654668E+00
     3.1500    1.396112E-03  1.417518E-03  2.059436E+01 -4.726243E+00
     3.2000    1.205407E-03  1.376838E-03  2.092470E+01 -4.797818E+00
     3.2500    9.083140E-04  1.345432E-03  2.125004E+01 -4.874398E+00
     3.3000    5.307385E-04  1.314026E-03  2.157537E+01 -4.950978E+00
     3.3500    1.158476E-04  1.282621E-03  2.190070E+01 -5.027557E+00
     3.4000   -2.912030E-04  1.251215E-03  2.222604E+01 -5.104137E+00
     3.4500   -6.461324E-04  1.226727E-03  2.254588E+01 -5.186213E+00
     3.5000   -9.224364E-04  1.202238E-03  2.286572E+01 -5.268289E+00
     3.5500   -1.095304E-03  1.177750E-03  2.318555E+01 -5.350365E+00
     3.6000   -1.151418E-03  1.153262E-03  2.350539E+01 -5.432441E+00
     3.6500   -1.094949E-03  1.133464E-03  2.382338E+01 -5.516367E+00
     3.7000   -9.318917E-04  1.113666E-03  2.414137E+01 -5.600293E+00
     3.7500   -6.821748E-04  1.093869E-03  2.445936E+01 -5.684220E+00
     3.8000   -3.737354E-04  1.074071E-03  2.477735E+01 -5.768146E+00
     3.8500   -3.762627E-05  1.055383E-03  2.509708E+01 -5.850323E+00
     3.9000    2.905566E-04  1.036696E-03  2.541682E+01 -5.932501E+00
     3.9500    5.780109E-04  1.018008E-03  2.573656E+01 -6.014679E+00
     4.0000    7.972056E-04  9.993206E-04  2.605629E+01 -6.096857E+00
     4.0500    9.266073E-04  9.778395E-04  2.637840E+01 -6.176663E+00
     4.1000    9.563540E-04  9.563584E-04  2.670051E+01 -6.256469E+00
     4.1500    8.876892E-04  9.348773E-04  2.702262E+01 -6.336275E+00
