# # xx                                                           FEFF 9.9.1  
# # POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# # Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# # Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# # Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# # Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# # Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      1.00     2   2.2463
#           2       0.00000     91.60      1.00     2   2.3355
#           3       0.00000     86.95      1.00     2   2.3891
#           4       0.00000     84.35      1.00     2   2.4208
#           5       0.00000     29.01      1.00     2   3.7168
#           6       0.00000     26.68      1.00     2   3.8394
#           7       0.00000     12.65      2.00     3   4.0191
#           8       0.00000     12.79      2.00     3   4.0234
#           9       0.00000     23.41      1.00     2   4.0357
#          10       0.00000     22.73      1.00     2   4.0594
#          11       0.00000     15.65      1.00     2   4.1582
#          12       0.00000     13.28      2.00     3   4.2204
#          13       0.00000      9.77      2.00     3   4.2360
#          14       0.00000     17.79      1.00     2   4.4385
#          15       0.00000     10.96      2.00     3   4.4404
#          16       0.00000     17.83      1.00     2   4.4634
#          17       0.00000     19.38      2.00     3   4.4658
#          18       0.00000     11.46      2.00     3   4.4787
#          19       0.00000     13.41      1.00     4   4.4926
#          20       0.00000     12.43      2.00     3   4.5004
#          21       0.00000      9.41      2.00     3   4.5398
#          22       0.00000      6.75      2.00     4   4.5818
#          23       0.00000     12.58      2.00     3   4.6188
#          24       0.00000      4.14      2.00     4   4.6354
#          25       0.00000     14.04      2.00     4   4.6671
#          26       0.00000     10.83      1.00     4   4.6710
#          27       0.00000      9.18      2.00     3   4.7524
#          29       0.00000      9.56      1.00     4   4.7783
#          31       0.00000      5.58      2.00     4   4.8099
#          32       0.00000      8.90      1.00     4   4.8416
#          33       0.00000     10.38      2.00     3   4.9811
#    31/  33 paths used
#  xsedge+50, used to normalize mu           2.6113E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    8780.763    437.273  10.800  9.36922E-01  9.34689E-01  2.38737E-03
    8784.887    441.397  10.850  9.35099E-01  9.33591E-01  1.61501E-03
    8789.030    445.541  10.900  9.33150E-01  9.32492E-01  7.04399E-04
    8793.193    449.703  10.950  9.31127E-01  9.31394E-01 -2.86314E-04
    8797.374    453.885  11.000  9.29095E-01  9.30295E-01 -1.28980E-03
    8801.575    458.085  11.050  9.26831E-01  9.28934E-01 -2.26263E-03
    8805.794    462.305  11.100  9.24689E-01  9.27573E-01 -3.10793E-03
    8810.033    466.543  11.150  9.22735E-01  9.26212E-01 -3.75200E-03
    8814.291    470.801  11.200  9.21025E-01  9.24850E-01 -4.13413E-03
    8818.567    475.078  11.250  9.19597E-01  9.23489E-01 -4.21308E-03
    8822.863    479.373  11.300  9.18464E-01  9.22128E-01 -3.97227E-03
    8827.178    483.688  11.350  9.17614E-01  9.20767E-01 -3.42300E-03
    8831.512    488.022  11.400  9.17009E-01  9.19406E-01 -2.60516E-03
    8835.865    492.375  11.450  9.16589E-01  9.18044E-01 -1.58508E-03
    8840.237    496.747  11.500  9.16270E-01  9.16683E-01 -4.50425E-04
    8844.628    501.138  11.550  9.15961E-01  9.15322E-01  6.97624E-04
    8849.038    505.548  11.600  9.15564E-01  9.13961E-01  1.75425E-03
    8853.467    509.977  11.650  9.14993E-01  9.12599E-01  2.62202E-03
    8857.915    514.425  11.700  9.14175E-01  9.11238E-01  3.22181E-03
    8862.382    518.893  11.750  9.13064E-01  9.09877E-01  3.50222E-03
    8866.868    523.379  11.800  9.11647E-01  9.08516E-01  3.44615E-03
    8871.374    527.884  11.850  9.09943E-01  9.07155E-01  3.07354E-03
    8875.898    532.408  11.900  9.08004E-01  9.05793E-01  2.43957E-03
    8880.442    536.952  11.950  9.05905E-01  9.04432E-01  1.62823E-03
    8885.004    541.514  12.000  9.03741E-01  9.03071E-01  7.42062E-04
    8889.585    546.096  12.050  9.01911E-01  9.02015E-01 -1.15208E-04
    8894.186    550.696  12.100  9.00205E-01  9.00959E-01 -8.35985E-04
    8898.806    555.316  12.150  8.98695E-01  8.99903E-01 -1.34172E-03
    8903.444    559.955  12.200  8.97419E-01  8.98846E-01 -1.58809E-03
    8908.102    564.612  12.250  8.96380E-01  8.97790E-01 -1.57094E-03
    8912.779    569.289  12.300  8.95545E-01  8.96734E-01 -1.32626E-03
    8917.475    573.985  12.350  8.94850E-01  8.95678E-01 -9.23904E-04
    8922.189    578.700  12.400  8.94214E-01  8.94622E-01 -4.56021E-04
    8926.923    583.434  12.450  8.93547E-01  8.93566E-01 -2.17522E-05
    8931.676    588.187  12.500  8.92768E-01  8.92510E-01  2.89319E-04
    8936.448    592.959  12.550  8.91822E-01  8.91454E-01  4.12356E-04
    8941.239    597.750  12.600  8.90681E-01  8.90398E-01  3.18548E-04
    8946.049    602.560  12.650  8.89360E-01  8.89342E-01  2.05374E-05
    8950.879    607.389  12.700  8.87904E-01  8.88286E-01 -4.29039E-04
    8955.727    612.237  12.750  8.86390E-01  8.87229E-01 -9.45806E-04
    8960.594    617.104  12.800  8.84908E-01  8.86173E-01 -1.42748E-03
    8965.480    621.991  12.850  8.83549E-01  8.85117E-01 -1.77106E-03
    8970.386    626.896  12.900  8.82389E-01  8.84061E-01 -1.89068E-03
    8975.310    631.820  12.950  8.81474E-01  8.83005E-01 -1.73295E-03
    8980.254    636.764  13.000  8.80813E-01  8.81949E-01 -1.28749E-03
    8985.216    641.726  13.050  8.80033E-01  8.80555E-01 -5.92535E-04
    8990.198    646.708  13.100  8.79411E-01  8.79162E-01  2.83968E-04
    8995.198    651.709  13.150  8.78851E-01  8.77768E-01  1.23362E-03
    9000.218    656.728  13.200  8.78241E-01  8.76374E-01  2.12893E-03
    9005.257    661.767  13.250  8.77469E-01  8.74981E-01  2.84218E-03
    9010.314    666.825  13.300  8.76441E-01  8.73587E-01  3.26505E-03
    9015.391    671.902  13.350  8.75096E-01  8.72194E-01  3.32603E-03
    9020.487    676.997  13.400  8.73416E-01  8.70800E-01  3.00264E-03
    9025.602    682.112  13.450  8.71430E-01  8.69406E-01  2.32628E-03
    9030.736    687.246  13.500  8.69210E-01  8.68013E-01  1.37879E-03
    9035.889    692.399  13.550  8.66863E-01  8.66619E-01  2.81026E-04
    9041.061    697.571  13.600  8.64511E-01  8.65225E-01 -8.24988E-04
    9046.252    702.762  13.650  8.62279E-01  8.63832E-01 -1.79728E-03
    9051.462    707.973  13.700  8.60268E-01  8.62438E-01 -2.51532E-03
    9056.691    713.202  13.750  8.58548E-01  8.61045E-01 -2.89799E-03
    9061.940    718.450  13.800  8.57144E-01  8.59651E-01 -2.91514E-03
    9067.207    723.717  13.850  8.56033E-01  8.58257E-01 -2.59095E-03
    9072.493    729.004  13.900  8.55151E-01  8.56864E-01 -1.99842E-03
    9077.799    734.309  13.950  8.54404E-01  8.55470E-01 -1.24621E-03
    9083.123    739.634  14.000  8.53683E-01  8.54076E-01 -4.59972E-04
    9088.467    744.977  14.050  8.52951E-01  8.52751E-01  2.33471E-04
    9093.829    750.340  14.100  8.52065E-01  8.51426E-01  7.50209E-04
    9099.211    755.721  14.150  8.50976E-01  8.50101E-01  1.02864E-03
    9104.611    761.122  14.200  8.49669E-01  8.48776E-01  1.05106E-03
    9110.031    766.542  14.250  8.48168E-01  8.47451E-01  8.45331E-04
    9115.470    771.980  14.300  8.46532E-01  8.46126E-01  4.79017E-04
    9120.928    777.438  14.350  8.44841E-01  8.44801E-01  4.68051E-05
    9126.405    782.915  14.400  8.43184E-01  8.43476E-01 -3.46669E-04
    9131.900    788.411  14.450  8.41641E-01  8.42151E-01 -6.05754E-04
    9137.415    793.926  14.500  8.40270E-01  8.40826E-01 -6.61175E-04
    9142.949    799.460  14.550  8.39096E-01  8.39501E-01 -4.82769E-04
    9148.502    805.013  14.600  8.38105E-01  8.38176E-01 -8.52781E-05
    9154.075    810.585  14.650  8.37248E-01  8.36851E-01  4.73855E-04
    9159.666    816.176  14.700  8.36449E-01  8.35526E-01  1.10425E-03
    9165.276    821.786  14.750  8.35619E-01  8.34201E-01  1.69811E-03
    9170.905    827.416  14.800  8.34667E-01  8.32876E-01  2.14856E-03
    9176.553    833.064  14.850  8.33521E-01  8.31551E-01  2.36774E-03
    9182.221    838.731  14.900  8.32138E-01  8.30226E-01  2.30127E-03
    9187.907    844.418  14.950  8.30508E-01  8.28901E-01  1.93710E-03
    9193.613    850.123  15.000  8.28659E-01  8.27576E-01  1.30742E-03
    9199.337    855.848  15.050  8.26661E-01  8.26264E-01  4.80226E-04
    9205.081    861.591  15.100  8.24578E-01  8.24952E-01 -4.52888E-04
    9210.843    867.354  15.150  8.22506E-01  8.23639E-01 -1.37482E-03
    9216.625    873.135  15.200  8.20544E-01  8.22327E-01 -2.16730E-03
    9222.426    878.936  15.250  8.18774E-01  8.21014E-01 -2.72824E-03
    9228.245    884.756  15.300  8.17253E-01  8.19702E-01 -2.98683E-03
    9234.084    890.595  15.350  8.16004E-01  8.18390E-01 -2.91424E-03
    9239.942    896.452  15.400  8.15011E-01  8.17077E-01 -2.52781E-03
    9245.819    902.329  15.450  8.14224E-01  8.15765E-01 -1.88825E-03
    9251.715    908.225  15.500  8.13564E-01  8.14452E-01 -1.08994E-03
    9257.630    914.140  15.550  8.12940E-01  8.13140E-01 -2.45858E-04
    9263.564    920.074  15.600  8.12258E-01  8.11828E-01  5.30269E-04
    9269.517    926.027  15.650  8.11441E-01  8.10515E-01  1.14165E-03
    9275.489    932.000  15.700  8.10436E-01  8.09203E-01  1.52290E-03
    9281.480    937.991  15.750  8.09223E-01  8.07890E-01  1.64888E-03
    9287.491    944.001  15.800  8.07818E-01  8.06578E-01  1.53646E-03
    9293.520    950.030  15.850  8.06264E-01  8.05266E-01  1.23911E-03
    9299.568    956.079  15.900  8.04625E-01  8.03953E-01  8.35782E-04
    9305.636    962.146  15.950  8.02975E-01  8.02641E-01  4.15928E-04
    9311.722    968.233  16.000  8.01380E-01  8.01328E-01  6.38266E-05
    9317.828    974.338  16.050  7.99745E-01  7.99876E-01 -1.63306E-04
    9323.952    980.463  16.100  7.98249E-01  7.98423E-01 -2.17293E-04
    9330.096    986.606  16.150  7.96898E-01  7.96970E-01 -9.06766E-05
    9336.259    992.769  16.200  7.95668E-01  7.95517E-01  1.88905E-04
    9342.440    998.951  16.250  7.94512E-01  7.94065E-01  5.63670E-04
    9348.641   1005.151  16.300  7.93369E-01  7.92612E-01  9.55617E-04
    9354.861   1011.371  16.350  7.92172E-01  7.91159E-01  1.27977E-03
    9361.100   1017.610  16.400  7.90858E-01  7.89706E-01  1.45862E-03
    9367.358   1023.868  16.450  7.89385E-01  7.88253E-01  1.43542E-03
    9373.634   1030.145  16.500  7.87733E-01  7.86801E-01  1.18418E-03
    9379.930   1036.441  16.550  7.85909E-01  7.85348E-01  7.14881E-04
    9386.246   1042.756  16.600  7.83952E-01  7.83895E-01  7.29118E-05
    9392.580   1049.090  16.650  7.81920E-01  7.82442E-01 -6.67004E-04
    9398.933   1055.443  16.700  7.79887E-01  7.80989E-01 -1.41155E-03
    9405.305   1061.815  16.750  7.77928E-01  7.79537E-01 -2.06249E-03
    9411.696   1068.207  16.800  7.76114E-01  7.78084E-01 -2.53115E-03
    9418.106   1074.617  16.850  7.74494E-01  7.76631E-01 -2.75153E-03
    9424.536   1081.046  16.900  7.73093E-01  7.75178E-01 -2.68992E-03
    9430.984   1087.495  16.950  7.71907E-01  7.73725E-01 -2.34978E-03
    9437.452   1093.962  17.000  7.70905E-01  7.72273E-01 -1.77101E-03
    9443.938   1100.449  17.050  7.70133E-01  7.70923E-01 -1.02487E-03
    9450.444   1106.954  17.100  7.69420E-01  7.69574E-01 -1.99789E-04
    9456.968   1113.479  17.150  7.68691E-01  7.68224E-01  6.06801E-04
    9463.512   1120.022  17.200  7.67875E-01  7.66875E-01  1.30359E-03
    9470.075   1126.585  17.250  7.66917E-01  7.65526E-01  1.81770E-03
    9476.656   1133.167  17.300  7.65784E-01  7.64176E-01  2.10399E-03
    9483.257   1139.768  17.350  7.64467E-01  7.62827E-01  2.14987E-03
    9489.877   1146.387  17.400  7.62982E-01  7.61477E-01  1.97531E-03
    9496.516   1153.026  17.450  7.61366E-01  7.60128E-01  1.62803E-03
    9503.174   1159.684  17.500  7.59670E-01  7.58778E-01  1.17481E-03
    9509.851   1166.361  17.550  7.57952E-01  7.57429E-01  6.90508E-04
    9516.547   1173.057  17.600  7.56266E-01  7.56079E-01  2.46397E-04
    9523.262   1179.772  17.650  7.54654E-01  7.54730E-01 -1.00284E-04
    9529.996   1186.507  17.700  7.53144E-01  7.53381E-01 -3.14041E-04
    9536.749   1193.260  17.750  7.51741E-01  7.52031E-01 -3.85044E-04
    9543.522   1200.032  17.800  7.50435E-01  7.50682E-01 -3.28828E-04
    9550.313   1206.823  17.850  7.49196E-01  7.49332E-01 -1.82026E-04
    9557.123   1213.634  17.900  7.47987E-01  7.47983E-01  5.00663E-06
    9563.953   1220.463  17.950  7.46766E-01  7.46633E-01  1.77387E-04
    9570.801   1227.311  18.000  7.45497E-01  7.45284E-01  2.85177E-04
    9577.669   1234.179  18.050  7.44076E-01  7.43857E-01  2.95006E-04
    9584.555   1241.066  18.100  7.42567E-01  7.42430E-01  1.84262E-04
    9591.461   1247.971  18.150  7.40970E-01  7.41003E-01 -4.41673E-05
    9598.385   1254.896  18.200  7.39305E-01  7.39576E-01 -3.66141E-04
    9605.329   1261.839  18.250  7.37602E-01  7.38149E-01 -7.40213E-04
    9612.292   1268.802  18.300  7.35900E-01  7.36721E-01 -1.11413E-03
    9619.274   1275.784  18.350  7.34241E-01  7.35294E-01 -1.43276E-03
    9626.275   1282.785  18.400  7.32659E-01  7.33867E-01 -1.64630E-03
    9633.294   1289.805  18.450  7.31182E-01  7.32440E-01 -1.71739E-03
    9640.333   1296.844  18.500  7.29824E-01  7.31013E-01 -1.62628E-03
    9647.391   1303.902  18.550  7.28584E-01  7.29586E-01 -1.37335E-03
    9654.468   1310.979  18.600  7.27446E-01  7.28159E-01 -9.78792E-04
    9661.564   1318.075  18.650  7.26383E-01  7.26732E-01 -4.79653E-04
    9668.680   1325.190  18.700  7.25359E-01  7.25305E-01  7.52287E-05
    9675.814   1332.324  18.750  7.24335E-01  7.23878E-01  6.31479E-04
    9682.967   1339.477  18.800  7.23271E-01  7.22451E-01  1.13581E-03
    9690.139   1346.650  18.850  7.22136E-01  7.21024E-01  1.54209E-03
    9697.331   1353.841  18.900  7.20904E-01  7.19596E-01  1.81608E-03
    9704.541   1361.051  18.950  7.19562E-01  7.18169E-01  1.93851E-03
    9711.771   1368.281  19.000  7.18109E-01  7.16742E-01  1.90608E-03
    9719.019   1375.529  19.050  7.16573E-01  7.15334E-01  1.73209E-03
    9726.287   1382.797  19.100  7.14953E-01  7.13926E-01  1.43872E-03
    9733.573   1390.084  19.150  7.13273E-01  7.12518E-01  1.05963E-03
    9740.879   1397.389  19.200  7.11560E-01  7.11110E-01  6.33765E-04
    9748.204   1404.714  19.250  7.09844E-01  7.09701E-01  2.01050E-04
    9755.547   1412.058  19.300  7.08150E-01  7.08293E-01 -2.01620E-04
    9762.910   1419.420  19.350  7.06501E-01  7.06885E-01 -5.43709E-04
    9770.292   1426.802  19.400  7.04910E-01  7.05477E-01 -8.03471E-04
    9777.693   1434.203  19.450  7.03386E-01  7.04069E-01 -9.69322E-04
    9785.113   1441.623  19.500  7.01930E-01  7.02661E-01 -1.04013E-03
    9792.552   1449.062  19.550  7.00534E-01  7.01252E-01 -1.02448E-03
    9800.010   1456.520  19.600  6.99187E-01  6.99844E-01 -9.39034E-04
    9807.487   1463.997  19.650  6.97873E-01  6.98436E-01 -8.06107E-04
    9814.983   1471.493  19.700  6.96574E-01  6.97028E-01 -6.50805E-04
    9822.498   1479.009  19.750  6.95273E-01  6.95620E-01 -4.97878E-04
    9830.032   1486.543  19.800  6.93956E-01  6.94212E-01 -3.68664E-04
    9837.586   1494.096  19.850  6.92610E-01  6.92803E-01 -2.78436E-04
    9845.158   1501.668  19.900  6.91233E-01  6.91395E-01 -2.34470E-04
    9852.749   1509.260  19.950  6.89825E-01  6.89987E-01 -2.35091E-04
    9860.360   1516.870  20.000  6.88393E-01  6.88579E-01 -2.69887E-04
