49602.85394  0.49428
49610.14692  0.49766
49617.72791  0.49971
49625.30830  0.50275
49629.98139  0.50075
49635.26695  0.50546
49642.53764  0.50770
49650.11651  0.51325
49657.69487  0.51963
49664.83267  0.53463
49668.88403  0.55816
49671.55940  0.57941
49673.08822  0.59690
49674.86974  0.61446
49677.03315  0.63183
49680.42056  0.64907
49685.17996  0.66263
49688.77359  0.68228
49694.21203  0.69670
49697.71418  0.71565
49700.41605  0.73399
49702.85942  0.75204
49706.06041  0.76736
49708.39327  0.78632
49710.25230  0.80599
49712.70707  0.82376
49715.98401  0.84103
49717.95873  0.85954
49719.85985  0.87620
49721.22863  0.89240
49722.94222  0.90831
49724.65510  0.92538
49726.73802  0.94432
49728.82425  0.96508
49730.13417  0.98359
49732.19093  1.00195
49734.24743  1.02073
49736.30369  1.03990
49738.30311  1.05809
49740.26012  1.07732
49742.65891  1.09601
49745.44862  1.11523
49747.27545  1.13385
49750.41531  1.15233
49753.11247  1.17012
49756.07202  1.18616
49759.29556  1.20404
49762.89172  1.21951
49768.36052  1.23291
49771.67341  1.25261
49775.75639  1.26860
49780.78377  1.29020
49783.47105  1.31075
49786.83984  1.33059
49789.58815  1.35147
49793.01848  1.37186
49795.76722  1.39203
49798.80559  1.40922
49801.02011  1.42575
49803.53093  1.44252
49806.45129  1.45960
49809.19785  1.47711
49811.31772  1.49472
49814.19506  1.51186
49816.74735  1.53112
49818.77928  1.54907
49821.67780  1.56400
49823.45753  1.58279
49825.72814  1.60157
49828.11141  1.61882
49831.08994  1.63853
49833.80807  1.65921
49836.55464  1.67671
49839.22164  1.69426
49841.18708  1.71019
49845.14102  1.72587
49849.87487  1.74255
49856.04434  1.74317
49858.23521  1.72981
49863.59740  1.71841
49867.09915  1.70010
49869.93913  1.68195
49873.53807  1.66392
49879.61673  1.63660
49884.71196  1.61730
49890.49631  1.59831
49895.54800  1.57978
49900.47482  1.56352
49906.02754  1.54925
49912.26390  1.53400
49918.87517  1.51988
49925.54087  1.50872
49932.81552  1.50445
49940.39525  1.50857
49947.97242  1.51691
49955.54786  1.52813
49963.11974  1.54521
49970.69294  1.56010
49978.26879  1.57063
49985.84700  1.57726
49993.42867  1.57819
50001.01170  1.57688
50008.59549  1.57430
50016.01576  1.57075
50023.24149  1.56323
50030.07217  1.55763
50033.32894  1.54569
50039.84466  1.54318
50042.18475  1.53148
50048.70009  1.52960
50051.95615  1.51883
50058.30561  1.51652
50062.35546  1.50664
50068.75960  1.50438
50074.66100  1.49761
50081.17269  1.49481
50087.07378  1.48855
50093.95866  1.48378
50101.18321  1.47822
50108.16819  1.47456
50114.55742  1.46765
50122.03167  1.46272
50129.29221  1.45829
50136.28447  1.45689
50139.53905  1.44855
50146.52910  1.45079
50154.11131  1.45082
50161.69492  1.44855
50169.27849  1.44634
50176.86067  1.44642
50184.44286  1.44650
50192.02601  1.44497
50197.88400  1.44663
