# # Once                                                         FEFF 9.9.1  
# # POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=28 Rmt= 1.329 Rnm= 1.367 K  shell
# # Pot 1 Z=28 Rmt= 1.346 Rnm= 1.388
# # Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-1.810E+01eV kf=2.027E+00 Vint=-2.626E+01eV Rs_int= 1.789
# # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.4974
#           2       0.00000     23.33      6.00     2   3.5319
#           3       0.00000     13.45     48.00     3   3.7461
#           4       0.00000      9.61     48.00     3   4.2634
#           5       0.00000     57.08     24.00     2   4.3257
#           6       0.00000     12.35     48.00     3   4.6603
#           7       0.00000     25.79     96.00     3   4.6603
#           8       0.00000     19.67     12.00     2   4.9949
#           9       0.00000      9.86     12.00     3   4.9949
#          10       0.00000     45.82     24.00     3   4.9949
#          11       0.00000      8.86     12.00     4   4.9949
#          12       0.00000      4.39     12.00     4   4.9949
#          14       0.00000     37.19     12.00     4   4.9949
#    13/  15 paths used
#  xsedge+50, used to normalize mu           2.6834E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    8913.841    553.632  12.250  9.03743E-01  8.73740E-01  3.43246E-02
    8918.518    558.308  12.300  8.75288E-01  8.72568E-01  3.11509E-03
    8923.213    563.004  12.350  8.51100E-01  8.71397E-01 -2.32831E-02
    8927.928    567.719  12.400  8.34285E-01  8.70226E-01 -4.12831E-02
    8932.662    572.453  12.450  8.26272E-01  8.69055E-01 -4.92079E-02
    8937.415    577.206  12.500  8.26674E-01  8.67884E-01 -4.74626E-02
    8942.187    581.978  12.550  8.33519E-01  8.66713E-01 -3.82822E-02
    8946.978    586.769  12.600  8.43783E-01  8.65541E-01 -2.51280E-02
    8951.788    591.579  12.650  8.54104E-01  8.64370E-01 -1.18721E-02
    8956.617    596.408  12.700  8.61516E-01  8.63199E-01 -1.94863E-03
    8961.466    601.256  12.750  8.64055E-01  8.62028E-01  2.35044E-03
    8966.333    606.124  12.800  8.61112E-01  8.60857E-01  2.96392E-04
    8971.219    611.010  12.850  8.53482E-01  8.59686E-01 -7.21304E-03
    8976.125    615.915  12.900  8.43104E-01  8.58515E-01 -1.79436E-02
    8981.049    620.840  12.950  8.32566E-01  8.57343E-01 -2.88890E-02
    8985.992    625.783  13.000  8.24501E-01  8.56172E-01 -3.69773E-02
    8990.955    630.746  13.050  8.20849E-01  8.54907E-01 -3.98223E-02
    8995.937    635.727  13.100  8.22891E-01  8.53643E-01 -3.60092E-02
    9000.937    640.728  13.150  8.30519E-01  8.52378E-01 -2.56341E-02
    9005.957    645.748  13.200  8.42451E-01  8.51113E-01 -1.01727E-02
    9010.995    650.786  13.250  8.56527E-01  8.49848E-01  7.85660E-03
    9016.053    655.844  13.300  8.70180E-01  8.48583E-01  2.54396E-02
    9021.130    660.921  13.350  8.80968E-01  8.47318E-01  3.96971E-02
    9026.226    666.017  13.400  8.87071E-01  8.46053E-01  4.84608E-02
    9031.341    671.132  13.450  8.87616E-01  8.44788E-01  5.06754E-02
    9036.475    676.266  13.500  8.82803E-01  8.43523E-01  4.65466E-02
    9041.628    681.419  13.550  8.73788E-01  8.42259E-01  3.74182E-02
    9046.800    686.591  13.600  8.62378E-01  8.40994E-01  2.54162E-02
    9051.991    691.782  13.650  8.50609E-01  8.39729E-01  1.29512E-02
    9057.201    696.992  13.700  8.40304E-01  8.38464E-01  2.19363E-03
    9062.430    702.221  13.750  8.32708E-01  8.37199E-01 -5.36238E-03
    9067.679    707.469  13.800  8.28279E-01  8.35934E-01 -9.15391E-03
    9072.946    712.737  13.850  8.26671E-01  8.34669E-01 -9.57863E-03
    9078.232    718.023  13.900  8.26898E-01  8.33404E-01 -7.80378E-03
    9083.538    723.328  13.950  8.27635E-01  8.32139E-01 -5.41079E-03
    9088.862    728.653  14.000  8.27578E-01  8.30875E-01 -3.96540E-03
    9094.206    733.996  14.050  8.25712E-01  8.29577E-01 -4.65628E-03
    9099.568    739.359  14.100  8.21681E-01  8.28279E-01 -7.96289E-03
    9104.950    744.740  14.150  8.15782E-01  8.26981E-01 -1.35370E-02
    9110.350    750.141  14.200  8.08916E-01  8.25684E-01 -2.02982E-02
    9115.770    755.561  14.250  8.02364E-01  8.24386E-01 -2.67018E-02
    9121.209    761.000  14.300  7.97466E-01  8.23088E-01 -3.11161E-02
    9126.667    766.457  14.350  7.95302E-01  8.21790E-01 -3.22187E-02
    9132.143    771.934  14.400  7.96427E-01  8.20492E-01 -2.93180E-02
    9137.639    777.430  14.450  8.00734E-01  8.19195E-01 -2.25254E-02
    9143.154    782.945  14.500  8.07472E-01  8.17897E-01 -1.27408E-02
    9148.688    788.479  14.550  8.15408E-01  8.16599E-01 -1.45850E-03
    9154.241    794.032  14.600  8.23099E-01  8.15301E-01  9.56046E-03
    9159.813    799.604  14.650  8.29206E-01  8.14004E-01  1.86687E-02
    9165.405    805.195  14.700  8.32771E-01  8.12706E-01  2.46786E-02
    9171.015    810.806  14.750  8.33402E-01  8.11408E-01  2.70942E-02
    9176.644    816.435  14.800  8.31325E-01  8.10110E-01  2.61773E-02
    9182.292    822.083  14.850  8.27290E-01  8.08813E-01  2.28362E-02
    9187.960    827.750  14.900  8.22353E-01  8.07515E-01  1.83679E-02
    9193.646    833.437  14.950  8.17603E-01  8.06217E-01  1.41174E-02
    9199.352    839.142  15.000  8.13887E-01  8.04919E-01  1.11367E-02
    9205.076    844.867  15.050  8.11573E-01  8.03604E-01  9.91249E-03
    9210.820    850.610  15.100  8.10544E-01  8.02289E-01  1.02851E-02
    9216.582    856.373  15.150  8.10202E-01  8.00974E-01  1.15168E-02
    9222.364    862.155  15.200  8.09624E-01  7.99658E-01  1.24573E-02
    9228.165    867.955  15.250  8.07811E-01  7.98343E-01  1.18551E-02
    9233.984    873.775  15.300  8.03971E-01  7.97028E-01  8.70781E-03
    9239.823    879.614  15.350  7.97756E-01  7.95713E-01  2.56728E-03
    9245.681    885.472  15.400  7.89410E-01  7.94397E-01 -6.27632E-03
    9251.558    891.349  15.450  7.79769E-01  7.93082E-01 -1.67802E-02
    9257.454    897.245  15.500  7.70133E-01  7.91767E-01 -2.73147E-02
    9263.369    903.160  15.550  7.62003E-01  7.90452E-01 -3.59786E-02
    9269.303    909.094  15.600  7.56774E-01  7.89137E-01 -4.09966E-02
    9275.256    915.047  15.650  7.55420E-01  7.87821E-01 -4.11136E-02
    9281.228    921.019  15.700  7.58264E-01  7.86506E-01 -3.58958E-02
    9287.219    927.010  15.750  7.64871E-01  7.85191E-01 -2.58699E-02
    9293.230    933.020  15.800  7.74102E-01  7.83876E-01 -1.24638E-02
    9299.259    939.050  15.850  7.84316E-01  7.82560E-01  2.24320E-03
    9305.307    945.098  15.900  7.93680E-01  7.81245E-01  1.59123E-02
    9311.375    951.165  15.950  8.00524E-01  7.79930E-01  2.63976E-02
    9317.461    957.252  16.000  8.03667E-01  7.78615E-01  3.21654E-02
    9323.567    963.357  16.050  8.02629E-01  7.77253E-01  3.26384E-02
    9329.691    969.482  16.100  7.97773E-01  7.75892E-01  2.81933E-02
    9335.835    975.625  16.150  7.90115E-01  7.74531E-01  2.01147E-02
    9341.997    981.788  16.200  7.81149E-01  7.73170E-01  1.03177E-02
    9348.179    987.970  16.250  7.72538E-01  7.71808E-01  9.44969E-04
    9354.380    994.171  16.300  7.65764E-01  7.70447E-01 -6.07621E-03
    9360.600   1000.390  16.350  7.61835E-01  7.69086E-01 -9.42581E-03
    9366.838   1006.629  16.400  7.61082E-01  7.67724E-01 -8.64985E-03
    9373.096   1012.887  16.450  7.63118E-01  7.66363E-01 -4.23394E-03
    9379.373   1019.164  16.500  7.66931E-01  7.65002E-01  2.52140E-03
    9385.669   1025.460  16.550  7.71122E-01  7.63641E-01  9.79504E-03
    9391.984   1031.775  16.600  7.74208E-01  7.62279E-01  1.56450E-02
    9398.318   1038.109  16.650  7.74944E-01  7.60918E-01  1.84287E-02
    9404.672   1044.462  16.700  7.72590E-01  7.59557E-01  1.71546E-02
    9411.044   1050.835  16.750  7.67064E-01  7.58196E-01  1.16941E-02
    9417.435   1057.226  16.800  7.58961E-01  7.56834E-01  2.80990E-03
    9423.845   1063.636  16.850  7.49428E-01  7.55473E-01 -8.00013E-03
    9430.275   1070.065  16.900  7.39924E-01  7.54112E-01 -1.88099E-02
    9436.723   1076.514  16.950  7.31929E-01  7.52750E-01 -2.76547E-02
    9443.191   1082.981  17.000  7.26647E-01  7.51389E-01 -3.29223E-02
    9449.677   1089.468  17.050  7.24781E-01  7.50042E-01 -3.36722E-02
    9456.183   1095.973  17.100  7.26402E-01  7.48694E-01 -2.97688E-02
    9462.707   1102.498  17.150  7.30943E-01  7.47347E-01 -2.19452E-02
    9469.251   1109.042  17.200  7.37342E-01  7.46000E-01 -1.16030E-02
    9475.814   1115.604  17.250  7.44268E-01  7.44652E-01 -5.15412E-04
    9482.395   1122.186  17.300  7.50391E-01  7.43305E-01  9.53065E-03
    9488.996   1128.787  17.350  7.54630E-01  7.41958E-01  1.70758E-02
    9495.616   1135.407  17.400  7.56348E-01  7.40610E-01  2.12445E-02
    9502.255   1142.046  17.450  7.55433E-01  7.39263E-01  2.18682E-02
    9508.913   1148.704  17.500  7.52276E-01  7.37915E-01  1.94566E-02
    9515.590   1155.381  17.550  7.47644E-01  7.36568E-01  1.50330E-02
    9522.286   1162.077  17.600  7.42483E-01  7.35221E-01  9.87520E-03
    9529.001   1168.792  17.650  7.37708E-01  7.33873E-01  5.22338E-03
    9535.735   1175.526  17.700  7.34005E-01  7.32526E-01  2.01808E-03
    9542.488   1182.279  17.750  7.31707E-01  7.31179E-01  7.22970E-04
    9549.261   1189.051  17.800  7.30754E-01  7.29831E-01  1.26469E-03
    9556.052   1195.843  17.850  7.30739E-01  7.28484E-01  3.09545E-03
    9562.862   1202.653  17.900  7.31033E-01  7.27136E-01  5.35700E-03
    9569.692   1209.482  17.950  7.30947E-01  7.25789E-01  7.10384E-03
    9576.540   1216.331  18.000  7.29901E-01  7.24442E-01  7.53306E-03
    9583.408   1223.198  18.050  7.27527E-01  7.23067E-01  6.16520E-03
    9590.294   1230.085  18.100  7.23801E-01  7.21693E-01  2.91988E-03
    9597.200   1236.990  18.150  7.19017E-01  7.20319E-01 -1.80616E-03
    9604.124   1243.915  18.200  7.13720E-01  7.18944E-01 -7.26454E-03
    9611.068   1250.859  18.250  7.08580E-01  7.17570E-01 -1.25245E-02
    9618.031   1257.821  18.300  7.04250E-01  7.16196E-01 -1.66748E-02
    9625.013   1264.803  18.350  7.01228E-01  7.14821E-01 -1.90109E-02
    9632.013   1271.804  18.400  6.99767E-01  7.13447E-01 -1.91690E-02
    9639.033   1278.824  18.450  6.99837E-01  7.12072E-01 -1.71788E-02
    9646.072   1285.863  18.500  7.01150E-01  7.10698E-01 -1.34311E-02
    9653.130   1292.921  18.550  7.03242E-01  7.09324E-01 -8.57134E-03
    9660.207   1299.998  18.600  7.05576E-01  7.07949E-01 -3.35113E-03
    9667.303   1307.094  18.650  7.07655E-01  7.06575E-01  1.52825E-03
    9674.419   1314.209  18.700  7.09111E-01  7.05201E-01  5.54304E-03
    9681.553   1321.343  18.750  7.09754E-01  7.03826E-01  8.41954E-03
    9688.706   1328.497  18.800  7.09577E-01  7.02452E-01  1.01408E-02
    9695.878   1335.669  18.850  7.08716E-01  7.01078E-01  1.08930E-02
    9703.070   1342.860  18.900  7.07382E-01  6.99703E-01  1.09713E-02
    9710.280   1350.071  18.950  7.05784E-01  6.98329E-01  1.06734E-02
    9717.509   1357.300  19.000  7.04072E-01  6.96955E-01  1.02096E-02
    9724.758   1364.549  19.050  7.02309E-01  6.95588E-01  9.66060E-03
    9732.025   1371.816  19.100  7.00447E-01  6.94222E-01  8.96631E-03
    9739.312   1379.103  19.150  6.98374E-01  6.92855E-01  7.96360E-03
    9746.618   1386.408  19.200  6.95962E-01  6.91489E-01  6.46806E-03
    9753.942   1393.733  19.250  6.93134E-01  6.90122E-01  4.36308E-03
    9761.286   1401.077  19.300  6.89907E-01  6.88756E-01  1.67182E-03
    9768.649   1408.440  19.350  6.86420E-01  6.87389E-01 -1.41018E-03
    9776.031   1415.822  19.400  6.82913E-01  6.86023E-01 -4.53315E-03
    9783.432   1423.222  19.450  6.79685E-01  6.84656E-01 -7.25987E-03
    9790.852   1430.642  19.500  6.77027E-01  6.83290E-01 -9.16498E-03
    9798.291   1438.081  19.550  6.75143E-01  6.81923E-01 -9.94198E-03
    9805.749   1445.539  19.600  6.74099E-01  6.80557E-01 -9.48915E-03
    9813.226   1453.016  19.650  6.73790E-01  6.79190E-01 -7.95057E-03
    9820.722   1460.513  19.700  6.73961E-01  6.77824E-01 -5.69849E-03
    9828.237   1468.028  19.750  6.74254E-01  6.76457E-01 -3.25786E-03
    9835.771   1475.562  19.800  6.74288E-01  6.75091E-01 -1.18871E-03
    9843.325   1483.115  19.850  6.73756E-01  6.73724E-01  4.69468E-05
    9850.897   1490.688  19.900  6.72493E-01  6.72358E-01  2.01492E-04
    9858.488   1498.279  19.950  6.70530E-01  6.70991E-01 -6.87861E-04
    9866.099   1505.890  20.000  6.68089E-01  6.69625E-01 -2.29421E-03
