natx =     2556
    x       y        z       iph  
      8.03000     -1.97000      8.27000   4     11.69422
     -5.40999     -4.24790      9.46001   4     11.69634
     -9.63790     -2.27002      6.25001   4     11.70917
     -3.15000     10.02998      5.18000   4     11.71987
      2.14002      3.81998    -11.04789   4     11.88393
      2.37000      9.45998     -6.88000   4     11.93494
      5.43001     -9.33790      5.13999   4     11.96248
      7.91000     -5.84790     -6.88999   2     12.00991
    -10.35790      5.96000      1.82000   4     12.08801
      0.51000    -10.79791      5.52001   4     12.13777
      2.14002      3.81998     11.34001   4     12.15597
     -8.76788     -6.63790     -5.18000   4     12.15607
     -7.57000     -0.17001     -9.51000   4     12.15623
      5.59001    -10.84790      0.27000   2     12.20648
     -5.25999      6.66998      8.78000   3     12.21657
     -8.16999      7.49999     -5.13001   3     12.21948
      9.04001      7.17998      4.01001   4     12.22105
     -8.15999     -7.31791      5.40999   4     12.22314
     11.18000      1.54000     -4.73999   3     12.24057
    -12.00788     -1.45002     -1.98001   4     12.25611
    -11.20790      1.54000     -4.73999   3     12.26605
     -1.36000    -11.62792     -3.69000   2     12.27494
      5.85000      9.91999      4.30000   4     12.29303
     -3.79000     -1.31001     11.63000   4     12.30192
     -7.42000     -1.44001      9.74001   4     12.32874
     -9.99790     -7.16791     -1.45000   4     12.38707
      7.17002      7.12000      7.18000   4     12.39580
     -7.55999      9.85999      0.06000   2     12.42483
    -12.29790      0.36998      1.98001   3     12.46177
      7.54000      8.37999      5.33000   2     12.46935
    -10.27788     -5.37791      4.64000   3     12.49345
     -6.70999      8.36000      6.42000   4     12.49520
     -7.27000     -3.67791     -9.49999   4     12.51518
      3.39000      5.63998     10.67001   2     12.53597
      9.63000      8.02998     -0.09000   4     12.53896
     -5.88000    -11.09791      0.45000   4     12.56744
      9.46001      7.58999     -3.37001   3     12.58796
      2.80001    -12.10791     -2.03000   3     12.59216
     11.14000     -4.11792     -4.19001   3     12.59416
      9.37001     -6.53792     -5.34999   4     12.61601
     -8.43789      0.87998      9.42000   2     12.67709
    -11.24790     -4.11792     -4.19001   3     12.68971
      5.88000     11.08998     -1.98999   4     12.70914
     12.00000     -4.07791     -1.18000   4     12.72878
      3.06000     11.87000      3.45000   3     12.73432
     -5.88000     11.28999      0.45000   4     12.73738
     -3.24998      8.91999      8.52001   4     12.75614
     -7.03000      2.03999     10.51000   4     12.80791
      5.59001     11.54000      0.27000   2     12.82547
     -8.69790      9.27999     -1.70000   4     12.83205
      0.51000     11.58999      5.52001   4     12.84751
     -4.82000      9.69000      6.98001   2     12.87824
      5.88000    -11.29792     -1.98999   4     12.89098
     -1.88999     12.48000      2.70000   4     12.90785
    -11.00788      4.30998      5.21000   4     12.91873
     12.17002      1.39000      4.16999   4     12.93949
      7.53001    -10.48790      1.44001   4     12.99118
     -6.03000     -3.08792     11.09000   2     12.99555
      5.19001      5.75998    -10.43789   4     13.00243
      3.45000     12.54000      0.47001   4     13.01441
      1.28001    -12.96790      0.62001   4     13.04566
      6.17002     -7.86791      8.40001   3     13.05884
     12.77001      2.03000     -1.92001   4     13.07213
     -4.24000      7.90000     -9.52001   4     13.07739
     11.05000     -6.80791      1.71999   4     13.09231
      8.71001      3.86999      9.01999   4     13.12256
     -0.58000    -11.04791     -7.09000   3     13.14005
     -6.03000     -3.08792    -11.29790   2     13.17341
     -3.49001      1.57000    -12.60790   3     13.17590
     12.14000     -0.39002      5.18000   2     13.20470
     11.38002      4.30998      5.21000   4     13.23725
     -1.79000      4.01999     12.52001   4     13.27083
      6.03000      8.90000     -7.79999   4     13.28197
      6.18000     -8.63790     -7.97999   2     13.28480
      9.29002      7.01999     -6.46001   4     13.31602
    -13.21788      1.33000     -0.94000   4     13.31784
    -10.85788      0.89999     -7.69000   4     13.33566
    -11.33790     -6.80791      1.71999   4     13.33620
     10.95001     -1.24002     -7.52001   2     13.34132
    -12.48790     -1.25001      4.55000   4     13.34964
     -0.45000    -12.83792      3.73000   3     13.37638
     -0.58000     11.33999     -7.09000   3     13.38655
      1.46000     13.00999     -2.86999   4     13.40255
     -0.31999     -9.73791      9.21000   3     13.40721
      0.16001      7.78000     10.92001   4     13.40898
      3.39000      5.63998    -11.71789   2     13.43914
    -10.87790      7.84998      0.85000   2     13.44148
      1.42000     10.24000      8.70001   4     13.51163
    -13.12788     -3.00790      1.16999   4     13.51879
     12.03000      5.96000      1.82000   4     13.54825
     -1.64999     12.72000     -4.40999   4     13.56351
      4.44001    -10.09791     -7.91999   4     13.57968
     -9.52789      9.57998      1.63000   4     13.60932
      0.36000    -13.10791     -3.64999   4     13.61137
     -9.90790     -4.78790     -8.09000   3     13.65791
      0.17001      5.34999     12.60790   2     13.69710
    -11.43789     -1.24002     -7.52001   2     13.74458
    -13.18788     -3.82791     -0.76000   2     13.75321
     -3.15000    -12.35792      5.18000   4     13.76492
     10.00000     -9.46791     -0.25001   3     13.77330
     -3.24000    -12.72790     -4.37001   4     13.84175
      0.16001      7.78000    -11.46789   4     13.85880
    -13.22789      3.73999      1.91000   4     13.87850
     11.53002      0.89999     -7.69000   4     13.88839
     -3.76999     13.34999     -0.86999   3     13.89935
      4.26001     10.08000     -8.57000   2     13.89960
     -9.43789      3.03999     -9.75000   3     13.90603
     -8.03999     -7.17792      8.80001   4     13.91417
     -7.03000      2.03999    -11.87790   4     13.95231
     12.73001     -5.71791      0.15000   2     13.95601
     11.51000      7.84998      0.85000   2     13.95797
    -10.97788      6.63998      5.52001   2     13.96688
     -5.52001    -10.53792      7.31999   4     13.96784
     -3.94000      2.01999     13.25789   4     13.97768
      4.60000    -13.19791      0.85000   4     14.00241
     10.10999      4.24998     -8.70999   4     14.00494
     -9.27790      6.87000     -7.94000   4     14.01142
    -12.58789     -1.79000     -5.88999   4     14.01253
     -3.30000    -13.60790     -0.54000   3     14.01273
      9.12000     -5.42790     -9.15000   4     14.01282
     -4.66000      0.07999     13.21791   2     14.01553
     12.11002     -5.37791      4.64000   3     14.03938
     13.98001     -0.79000      1.39000   4     14.07114
    -10.03791      8.60000      4.91000   4     14.10063
      7.53001     11.90000      1.44001   4     14.15573
    -13.96790     -0.40000     -2.40001   2     14.17823
      5.19001      5.75998     11.95001   4     14.24487
      6.23001     11.18999      6.31999   2     14.28185
      6.23001    -11.19791      6.31999   2     14.28806
     11.41002      6.63998      5.52001   2     14.30903
      8.35002     -8.96790     -7.39000   4     14.30937
     14.19791     -1.43000     -1.58999   3     14.35805
     12.75000     -2.27002      6.25001   4     14.37978
     12.39000     -7.16791     -1.45000   4     14.38727
     -1.00000     13.57999      4.67000   2     14.39531
      5.85000    -12.46791      4.30000   4     14.42780
     -9.08790     -1.76000    -11.07789   2     14.43631
    -10.37789      0.06999     10.10999   4     14.48853
     14.06791      3.15998      1.49000   3     14.49523
     12.97000      4.51998     -4.64999   4     14.50082
     -9.15790    -10.07791     -5.01999   4     14.51316
     -8.33790    -10.39790      5.80001   3     14.53538
     -6.36998      8.46999    -10.00791   2     14.57654
     -4.55000     13.06999      4.69000   3     14.61243
     -9.08790     -1.76000     11.31001   2     14.61519
     10.94000      5.93998     -7.67999   2     14.62701
     -7.55999    -12.52791      0.06000   2     14.63235
     -5.40999     -4.24790    -12.92789   4     14.64388
      2.63000    -14.33790      1.71999   2     14.67824
      5.16001    -11.02792      8.21000   4     14.68485
     -9.93790      4.64999      9.77001   4     14.69140
    -14.42791      2.91999      0.03000   2     14.72045
     -9.70789     -3.98791     10.33000   4     14.72601
      1.42000      9.75000     10.95001   2     14.73030
     -7.42000     -1.44001    -12.64789   4     14.73428
      8.41001     10.14000      6.60000   4     14.73458
      0.33000     14.02000     -4.57000   2     14.74971
      2.37000    -12.92792     -6.88000   4     14.83517
      3.55001      9.64999    -10.69790   4     14.83812
     -8.50789     -5.97790     10.61001   2     14.85570
     -2.60000      4.95999    -13.76789   4     14.86325
      1.17001     14.36000      3.68001   4     14.87014
    -10.75790      8.84998     -5.34999   4     14.92237
    -11.13789     -2.35792     -9.64999   4     14.92430
      5.16001     11.35998      8.21000   4     14.93583
     -7.57000     -0.17001     12.87790   4     14.93901
    -13.69790     -5.66790     -1.85000   4     14.93921
     13.15000     -2.28001     -6.72000   4     14.94254
     10.35002      5.42000      9.34001   2     14.95777
      0.17001     11.17998     -9.94791   4     14.96602
     14.24791      3.30998     -3.19001   2     14.97114
     -5.52001     11.84998      7.31999   4     14.98248
     -8.52789     -7.37791     -9.86789   4     14.98445
      0.17001    -11.20792     -9.94791   4     14.98690
     10.42000     10.52999     -2.27000   4     14.98700
      1.89999     14.87000     -0.60000   3     15.00289
     11.25001     -2.35792     -9.64999   4     15.00816
      1.42000    -12.14790      8.70001   4     15.00926
    -11.44790      5.93998     -7.67999   2     15.01066
     -7.39000      6.96998    -11.08790   4     15.03776
      5.43001     13.05000      5.13999   4     15.04018
     -1.06998     15.02000     -0.55000   4     15.06810
    -12.75790      8.02998     -0.09000   4     15.07490
      1.79000      5.99998     13.72790   4     15.08838
     -2.57000    -14.67791      2.39000   4     15.09165
      1.42000      9.75000    -11.43789   2     15.09649
    -14.46789      0.21998     -4.43001   4     15.13252
     -1.67999    -14.39790     -4.52999   2     15.18693
    -14.45790      4.36000     -1.67999   4     15.19417
     -7.39000      6.96998     11.30000   4     15.19483
     10.94000      7.12999      7.78000   4     15.20029
     14.16791     -5.15790      1.95999   4     15.20445
     -6.79000     13.30999      2.84000   4     15.20939
      0.05001      5.73999    -14.08790   3     15.21246
     14.09791      5.54998     -1.43000   4     15.21835
     -7.27000     -3.67791     12.88791   4     15.24723
     -4.82000    -12.69790      6.98001   2     15.27055
      4.44001     12.28999     -7.91999   4     15.28018
      7.25001     -8.51790    -10.45790   4     15.31290
    -13.78790     -2.42790      6.22999   2     15.32363
    -12.92789      7.58999     -3.37001   3     15.36539
      3.06000      6.15999    -13.74789   4     15.37250
      1.20001     13.87000     -6.55001   4     15.38569
      2.51000    -14.65792      4.10001   4     15.42610
     14.65789      0.13999     -4.87000   4     15.44637
     -8.43789      0.87998    -12.96790   2     15.49641
    -13.01789     -6.53792     -5.34999   4     15.51877
    -15.30788     -2.25001     -1.43000   4     15.53830
     11.63000      8.84998     -5.34999   4     15.56282
      3.55001      9.64999     11.69000   4     15.56859
    -11.44790      7.12999      7.78000   4     15.56982
     13.72000      1.42000      7.24000   4     15.57795
     -7.85000      9.97999     -9.03000   4     15.58088
    -13.96790     -4.49791      5.25999   4     15.58849
      4.26001    -12.30790     -8.57000   2     15.59093
    -12.38790     -9.46791     -0.25001   3     15.59371
     -6.10999    -14.32792      0.97000   4     15.60648
     12.48000     -4.78790     -8.09000   3     15.62442
    -10.46789     10.93998     -3.89001   2     15.63304
      9.14002     -7.42790    -10.28789   2     15.63823
    -12.27791      4.24998     -8.70999   4     15.64203
     -0.31999     12.64999      9.21000   3     15.65084
    -13.34789      7.17998      4.01001   4     15.67796
     -4.24000      7.90000     12.86789   4     15.68344
     12.01001      0.06999     10.10999   4     15.69896
     -8.50789     -5.97790    -11.77789   2     15.71109
     -8.33790     11.99000      5.80001   3     15.71371
      8.09000      9.55999      9.52001   3     15.73125
    -13.94789      4.31999      5.88000   3     15.74104
      9.61001      9.88999     -7.64001   3     15.76495
     -8.69790    -13.10791     -1.70000   4     15.82280
     12.34999      8.60000      4.91000   4     15.83005
     -3.64000      5.03999     14.65789   3     15.92184
     10.42000    -11.85791     -2.27000   4     15.94802
     -7.10999     -9.92791     10.31001   3     15.98161
     -9.70789     -3.98791    -12.05790   4     15.98560
      3.83001    -13.87790      6.96000   3     15.99083
    -10.46789    -11.44792     -3.89001   2     15.99261
     13.62002     -6.63790     -5.18000   4     16.01246
     -5.16999     -0.63002     15.15791   4     16.02772
      9.21000      6.84998     11.19001   4     16.03006
      9.21000      6.84998    -11.19789   4     16.03556
     -5.00000      2.86999    -14.96790   4     16.03979
     -5.25999      6.66998    -13.60790   3     16.04155
     -9.52789    -12.80792      1.63000   4     16.04619
     -2.94999    -15.12791      4.50001   2     16.05634
     -9.43789      3.03999     12.63790   3     16.06337
    -10.37789      0.06999    -12.27791   4     16.07646
    -11.96790     10.52999     -2.27000   4     16.10168
     12.86001      9.57998      1.63000   4     16.11871
     -9.15790     12.30999     -5.01999   4     16.14321
      8.76000     -9.84790      9.36000   4     16.16566
    -12.03788      5.42000      9.34001   2     16.17167
    -13.09788      7.01999     -6.46001   4     16.20391
     -2.57000     14.84000      5.98001   4     16.20466
      2.98001     15.08998      5.10999   2     16.20802
     -0.94000    -14.60790     -6.96000   4     16.20852
      8.41001    -12.24790      6.60000   4     16.25729
     -3.24998    -13.46791      8.52001   4     16.26461
     16.14790     -1.38001      1.62001   2     16.28753
     -6.36998      8.46999     12.37999   2     16.29668
     10.00000     12.91999     -0.25001   3     16.33979
      7.25001     -8.51790     11.93000   4     16.35366
      8.03000     -1.97000    -14.11790   4     16.36083
     -1.03000    -15.39790      5.46999   4     16.37306
     -0.31999     -9.73791    -13.17790   3     16.38860
      1.46000    -16.30791      0.85000   4     16.39518
     -6.45000     14.99000     -1.77999   4     16.41557
      8.71001      3.86999    -13.36791   4     16.41774
     14.89792     -0.76000     -6.92999   2     16.44841
     12.95001      3.03999     -9.75000   3     16.49263
     12.45000      4.64999      9.77001   4     16.49479
     -3.76000     15.76999     -3.09000   4     16.50389
     15.70791      2.96998      4.16999   4     16.52114
     -1.55000    -16.15791     -3.28999   4     16.56214
      1.68999    -15.14790     -6.51000   2     16.57393
      6.82000    -15.10792      0.48000   3     16.58288
     -3.19999      4.25999    -15.70789   2     16.58690
    -15.30788     -5.78790      2.77999   3     16.59998
     -1.12000     16.38998     -2.42000   2     16.60549
     14.78790     -6.74791     -3.43999   2     16.61475
      6.80001      4.96998     14.32790   3     16.62015
     13.69000      9.27999     -1.70000   4     16.62601
     11.92001     10.93998     -3.89001   2     16.64037
     15.03791      3.30998      6.40001   2     16.67497
    -14.35790     -1.97000      8.27000   4     16.68601
      6.03000    -13.48790     -7.79999   4     16.70701
     -9.93790      4.64999    -12.61789   4     16.72110
     -0.31000     16.14000     -4.37001   4     16.72401
      0.17001     11.17998     12.43999   4     16.72645
    -16.54790      2.31999      0.83999   4     16.73084
      0.17001    -11.20792     12.43999   4     16.74514
     -4.78000    -15.93790     -1.89001   4     16.74626
     15.96790     -4.18790     -2.84000   4     16.75046
      5.00000    -15.85791     -2.19999   4     16.77240
      7.54000    -14.00791      5.33000   2     16.77742
      1.42000    -12.63790     10.95001   2     16.78201
     13.11000      6.87000     -7.94000   4     16.79620
     -3.24998      8.91999    -13.86789   4     16.80616
     -6.70999    -14.02790      6.42000   4     16.82327
     12.68001     -3.98791     10.33000   4     16.83434
    -13.67789      3.86999      9.01999   4     16.83514
     -8.52789     -7.37791     12.52001   4     16.84960
     13.95001      0.87998      9.42000   2     16.85567
     14.21791      7.49999     -5.13001   3     16.87352
      9.14002     -7.42790     12.10001   2     16.88561
     14.22791     -7.31791      5.40999   4     16.88944
     -9.65789    -10.53792      9.00000   4     16.89150
      2.82000     14.93998      7.36000   4     16.89157
      9.12000     -5.42790     13.23790   4     16.96698
     11.92001    -11.44792     -3.89001   2     16.97862
     16.95789      0.94999      0.45000   4     16.99044
     15.31791      6.30999      3.80999   3     16.99913
    -11.96790    -11.85791     -2.27000   4     16.99981
    -13.26790     -5.42790     -9.15000   4     17.00652
      2.82000     -7.44792    -15.02790   4     17.00769
      3.55001    -12.73791    -10.69790   4     17.00888
     15.20790     -6.90792      3.27000   1     17.02035
     -9.98789      8.27999    -11.05790   3     17.04680
      6.18000     13.75000     -7.97999   2     17.05682
     -4.70999    -15.45791     -5.49001   4     17.06666
    -14.47790     -5.84790     -6.88999   2     17.06691
     15.96790      6.03999     -0.42000   2     17.07723
     14.79791      5.39000      6.61999   4     17.08375
    -11.13789     -2.35792     12.73791   4     17.08411
      1.42000    -12.63790    -11.43789   2     17.10433
      1.97000    -16.31791     -4.82000   4     17.12856
     -1.55000      0.34999     17.05790   4     17.13175
      1.42000     10.24000    -13.68789   4     17.15321
     11.25001     -2.35792     12.73791   4     17.15741
     -4.43001     16.57000      0.49000   4     17.15896
     -7.10999     -9.92791    -12.07789   3     17.17530
     12.01001      0.06999    -12.27791   4     17.17534
    -15.56790      7.27998      0.48000   3     17.19267
     -7.48998     -0.76000     15.45791   2     17.19373
      6.17002     -7.86791    -13.98789   3     17.19402
     -1.79999      2.98999    -16.85789   4     17.21535
     -9.98789      8.27999     11.33000   3     17.22455
     -7.85000    -12.40791     -9.03000   4     17.23716
     16.59790      4.58999      0.97000   4     17.24816
      9.63000    -14.35792     -0.09000   4     17.28858
    -16.03789      4.18000     -4.95001   4     17.29707
     -0.94000      7.78000     15.42791   4     17.30411
     16.86790     -1.19001      3.72000   4     17.31417
     -8.03999     -7.17792    -13.58789   4     17.34343
     17.14790     -2.65791      0.07001   4     17.35281
     16.61791      3.51998     -3.61000   4     17.36598
     13.23000    -10.07791     -5.01999   4     17.37232
     -7.18000     15.47998      3.27000   1     17.37455
      5.61001     15.20000     -6.30000   4     17.38396
     13.30000     -1.76000    -11.07789   2     17.39849
      8.35002     13.42000     -7.39000   4     17.44796
    -15.65790     -4.01791     -6.58000   4     17.45307
     -8.66790      1.42000    -15.14790   4     17.51022
     10.35002      5.42000    -13.04789   2     17.51419
      9.61001    -12.49791     -7.64001   3     17.51912
     10.10999      4.24998     13.67791   4     17.53167
      1.68999      7.24000     15.87790   2     17.53230
     13.30000     -1.76000     11.31001   2     17.54719
     -6.42000    -16.34791     -0.42000   2     17.56835
     14.81790     -0.17001     -9.51000   4     17.60793
    -16.77790      4.57000     -2.82000   2     17.61633
      4.53001     16.51999      4.12000   4     17.61833
      4.26001     10.08000     13.81790   2     17.62636
      6.73000     -4.01791     15.80790   4     17.64444
      3.55001    -12.73791     11.69000   4     17.64973
     15.93790     -7.39790     -1.77999   4     17.66109
     -7.10999     12.45999     10.31001   3     17.66634
     -6.64001     -5.02792    -15.58789   3     17.67348
    -11.13789     -8.21790    -11.00791   4     17.68504
     -7.60000     15.63998     -3.43999   2     17.72576
     -9.65789     11.84998      9.00000   4     17.73970
     -8.16999    -14.88791     -5.13001   3     17.74023
      0.70000    -17.42791      3.24000   3     17.74034
      2.57000    -17.46791     -1.74001   3     17.74149
    -10.03791    -13.78790      4.91000   4     17.74750
     -5.04999     16.93998     -1.58999   2     17.74806
     11.25001     -8.21790    -11.00791   4     17.75586
     14.82791      9.85999      0.06000   2     17.80702
    -17.07789     -3.95791     -3.34001   3     17.84587
     -4.24000    -14.48790     -9.52001   4     17.84678
    -14.84790      8.37999      5.33000   2     17.86318
    -12.77789      9.88999     -7.64001   3     17.87334
      6.17002     14.51999      8.40001   3     17.87342
     15.74789     -5.02792      6.80001   3     17.87502
      9.46001    -14.79791     -3.37001   3     17.88370
      6.18000     -8.63790     14.40791   2     17.89954
    -12.38790     12.91999     -0.25001   3     17.90108
     -7.34999      3.30998    -15.98789   2     17.90506
      8.09000    -12.82791      9.52001   3     17.90625
     14.96790     -1.44001      9.74001   4     17.91590
    -11.13789     -8.21790     11.37999   4     17.91901
     -4.36998    -16.45791      5.60000   4     17.92538
      8.76000     12.54000      9.36000   4     17.93318
     12.68001     -3.98791    -12.05790   4     17.94656
     -4.37999    -16.97791     -3.86999   2     17.95580
      8.09000      9.55999    -12.86789   3     17.95618
      2.80001     17.69999     -1.31001   4     17.96791
     -8.15999     15.06999      5.40999   4     17.97103
     -7.06999    -16.07792      3.80999   3     17.97220
     17.74790      0.45000     -2.83001   4     17.97774
     -5.42000     16.60000      4.31999   4     17.98885
     11.25001     -8.21790     11.37999   4     17.98891
      1.20001     -8.51790     15.83789   4     18.02314
      3.83001      8.51000    -15.42791   3     18.03079
     -9.90790     -4.78790     14.29790   3     18.04218
    -10.75790    -13.53792     -5.34999   4     18.10055
      5.18000    -17.13791      2.72000   4     18.10908
      6.03000      8.90000     14.58791   4     18.12120
      9.04001    -15.20792      4.01001   4     18.14064
    -18.12789     -0.23001     -0.95001   3     18.15422
    -10.87790    -14.53792      0.85000   2     18.17697
     -3.22999      3.46999     17.55791   4     18.18664
     16.27791      8.05998      0.97000   4     18.18995
      4.44001    -10.09791     14.46791   4     18.19346
    -17.20790      5.24998      2.72000   4     18.19540
     11.05000    -10.16791     10.30000   2     18.20931
     12.86001    -12.80792      1.63000   4     18.22305
    -14.03788     -8.96790     -7.39000   4     18.22354
     15.11790     -3.67791     -9.49999   4     18.22986
