# E          s-dos       p-dos       d-dos       f-dos
4.1000e+00  6.0905e-01  6.5188e-01  7.6486e-02  2.8454e-02
4.2000e+00  8.1114e-01  1.0956e+00  1.0164e-01  3.9458e-02
4.3000e+00  9.1371e-01  1.5341e+00  1.2032e-01  4.5446e-02
4.4000e+00  9.0478e-01  1.8965e+00  1.3056e-01  4.5566e-02
4.5000e+00  8.4591e-01  2.1942e+00  1.3894e-01  4.2444e-02
4.6000e+00  8.0668e-01  2.5115e+00  1.5422e-01  3.9365e-02
4.7000e+00  7.7757e-01  2.8476e+00  1.7419e-01  3.6321e-02
4.8000e+00  7.7641e-01  3.3200e+00  2.0466e-01  3.4345e-02
4.9000e+00  7.8730e-01  3.8401e+00  2.3382e-01  3.3408e-02
5.0000e+00  7.7658e-01  4.2307e+00  2.4663e-01  3.2610e-02
5.1000e+00  7.3907e-01  4.4974e+00  2.4298e-01  3.1672e-02
5.2000e+00  7.5748e-01  5.3619e+00  2.6094e-01  3.3258e-02
5.3000e+00  8.2290e-01  6.8566e+00  3.0792e-01  3.6929e-02
5.4000e+00  7.4777e-01  7.2039e+00  3.0999e-01  3.5806e-02
5.5000e+00  5.7001e-01  6.5851e+00  2.7030e-01  3.0856e-02
5.6000e+00  3.7982e-01  5.5940e+00  2.1356e-01  2.5426e-02
5.7000e+00  3.5820e-01  6.4235e+00  2.2574e-01  2.8010e-02
5.8000e+00  3.3492e-01  7.1727e+00  2.3558e-01  3.0955e-02
5.9000e+00  2.8073e-01  7.2336e+00  2.2527e-01  3.1790e-02
6.0000e+00  1.9972e-01  6.5752e+00  1.9391e-01  3.0426e-02
6.1000e+00  1.2794e-01  6.1669e+00  1.7147e-01  2.9722e-02
6.2000e+00  7.1026e-02  4.1492e+00  1.1331e-01  2.0345e-02
6.3000e+00  3.1941e-02  2.0685e+00  5.3413e-02  1.0044e-02
6.4000e+00  4.1854e-02  3.7130e-02  8.3198e-04  7.2619e-05
6.5000e+00  8.2393e-02  7.3766e-02  1.6452e-03  1.3781e-04
6.6000e+00  1.3126e-01  1.2034e-01  2.6216e-03  2.1660e-04
6.7000e+00  1.7164e-01  1.6243e-01  3.4689e-03  2.8344e-04
6.8000e+00  1.9801e-01  1.9449e-01  4.1213e-03  3.2966e-04
6.9000e+00  2.1014e-01  2.1443e-01  4.6127e-03  3.5302e-04
7.0000e+00  2.1945e-01  2.3242e-01  5.1595e-03  3.7276e-04
7.1000e+00  2.2848e-01  2.5144e-01  5.7886e-03  3.9446e-04
7.2000e+00  2.3972e-01  2.7508e-01  6.5396e-03  4.2410e-04
7.3000e+00  2.5500e-01  3.0574e-01  7.4809e-03  4.6478e-04
7.4000e+00  2.7512e-01  3.4516e-01  8.6864e-03  5.1861e-04
7.5000e+00  3.0034e-01  3.9404e-01  1.0213e-02  5.8635e-04
7.6000e+00  3.3507e-01  4.5985e-01  1.2358e-02  6.8003e-04
7.7000e+00  3.6185e-01  5.1858e-01  1.4213e-02  7.6407e-04
7.8000e+00  3.7717e-01  5.6414e-01  1.5507e-02  8.3043e-04
7.9000e+00  3.7383e-01  5.8492e-01  1.5825e-02  8.6283e-04
8.0000e+00  3.7032e-01  6.0575e-01  1.6148e-02  8.9793e-04
8.1000e+00  3.6893e-01  6.2999e-01  1.6729e-02  9.3935e-04
8.2000e+00  3.7021e-01  6.6021e-01  1.7617e-02  9.8970e-04
8.3000e+00  3.7197e-01  6.9532e-01  1.8701e-02  1.0472e-03
8.4000e+00  3.7447e-01  7.3702e-01  1.9960e-02  1.1155e-03
8.5000e+00  3.8056e-01  7.9317e-01  2.1646e-02  1.2069e-03
8.6000e+00  3.8863e-01  8.6463e-01  2.3732e-02  1.3259e-03
8.7000e+00  3.9939e-01  9.5277e-01  2.6226e-02  1.4711e-03
8.8000e+00  4.0772e-01  1.0434e+00  2.8667e-02  1.6168e-03
8.9000e+00  4.1575e-01  1.1385e+00  3.1191e-02  1.7642e-03
9.0000e+00  4.2492e-01  1.2455e+00  3.4138e-02  1.9323e-03
9.1000e+00  4.4270e-01  1.3958e+00  3.8720e-02  2.1880e-03
9.2000e+00  4.5416e-01  1.5285e+00  4.2644e-02  2.4258e-03
9.3000e+00  4.4528e-01  1.5832e+00  4.4797e-02  2.5805e-03
9.4000e+00  4.1290e-01  1.5357e+00  4.4506e-02  2.6098e-03
9.5000e+00  3.7545e-01  1.4571e+00  4.4514e-02  2.6309e-03
9.6000e+00  3.6802e-01  1.4873e+00  4.9502e-02  2.8450e-03
9.7000e+00  4.4382e-01  1.7975e+00  7.2218e-02  3.6382e-03
9.8000e+00  5.3573e-01  2.1483e+00  9.9836e-02  4.5710e-03
9.9000e+00  5.9171e-01  2.3722e+00  1.2328e-01  5.3263e-03
1.0000e+01  5.6619e-01  2.3242e+00  1.3202e-01  5.5864e-03
1.0100e+01  5.2577e-01  2.2392e+00  1.4013e-01  5.8279e-03
1.0200e+01  5.0189e-01  2.2054e+00  1.5423e-01  6.2710e-03
1.0300e+01  4.9478e-01  2.2612e+00  1.7779e-01  7.0588e-03
1.0400e+01  4.9487e-01  2.2537e+00  2.0150e-01  7.7261e-03
1.0500e+01  4.2876e-01  2.0078e+00  1.9415e-01  7.3508e-03
1.0600e+01  3.0322e-01  1.4939e+00  1.5139e-01  5.7735e-03
1.0700e+01  1.5917e-01  9.4765e-01  9.4401e-02  3.7974e-03
1.0800e+01  8.0346e-02  5.7269e-01  5.7448e-02  2.4332e-03
1.0900e+01  1.5663e-01  7.7535e-01  8.8043e-02  3.6940e-03
1.1000e+01  3.4494e-01  1.4483e+00  1.8552e-01  7.5370e-03
1.1100e+01  5.0489e-01  2.1050e+00  2.7883e-01  1.1384e-02
1.1200e+01  5.5679e-01  2.3804e+00  3.2503e-01  1.3358e-02
1.1300e+01  4.8097e-01  2.0622e+00  2.8234e-01  1.1811e-02
1.1400e+01  3.7167e-01  1.5743e+00  2.1390e-01  9.0017e-03
1.1500e+01  2.6023e-01  1.0626e+00  1.4316e-01  6.0311e-03
1.1600e+01  1.7937e-01  7.7275e-01  1.0193e-01  4.3345e-03
1.1700e+01  1.6670e-01  7.4828e-01  9.5866e-02  4.2113e-03
1.1800e+01  1.6861e-01  7.8749e-01  9.8198e-02  4.5173e-03
1.1900e+01  1.7351e-01  8.3919e-01  1.0371e-01  4.9474e-03
1.2000e+01  1.7920e-01  8.7786e-01  1.1176e-01  5.3403e-03
1.2100e+01  1.8020e-01  8.8614e-01  1.1736e-01  5.5562e-03
1.2200e+01  1.8442e-01  8.8722e-01  1.2295e-01  5.7273e-03
1.2300e+01  1.8934e-01  8.8157e-01  1.2557e-01  5.8719e-03
1.2400e+01  1.9212e-01  8.5262e-01  1.2480e-01  5.8912e-03
1.2500e+01  2.0130e-01  8.3348e-01  1.2523e-01  6.0071e-03
1.2600e+01  2.2861e-01  8.4403e-01  1.3111e-01  6.3227e-03
1.2700e+01  3.0354e-01  9.5492e-01  1.5764e-01  7.4324e-03
1.2800e+01  4.2549e-01  1.1518e+00  2.0273e-01  9.2587e-03
1.2900e+01  5.4530e-01  1.3795e+00  2.5438e-01  1.1395e-02
1.3000e+01  5.5938e-01  1.4227e+00  2.6936e-01  1.2033e-02
1.3100e+01  4.7865e-01  1.2820e+00  2.4605e-01  1.1025e-02
1.3200e+01  3.5845e-01  1.0291e+00  1.9904e-01  8.8968e-03
1.3300e+01  2.9238e-01  8.8141e-01  1.7629e-01  7.9502e-03
1.3400e+01  3.2139e-01  9.3639e-01  2.0058e-01  9.2961e-03
1.3500e+01  5.0920e-01  1.2114e+00  2.7580e-01  1.2504e-02
1.3600e+01  7.1600e-01  1.4678e+00  3.4616e-01  1.5100e-02
1.3700e+01  8.3572e-01  1.5687e+00  3.7696e-01  1.5802e-02
1.3800e+01  7.7694e-01  1.4634e+00  3.5858e-01  1.4945e-02
1.3900e+01  6.6693e-01  1.3340e+00  3.3501e-01  1.4273e-02
1.4000e+01  5.5531e-01  1.2082e+00  3.1780e-01  1.3974e-02
1.4100e+01  4.5881e-01  1.0974e+00  3.1062e-01  1.4093e-02
1.4200e+01  3.7735e-01  9.8297e-01  2.9787e-01  1.3770e-02
1.4300e+01  3.1477e-01  8.7340e-01  2.7258e-01  1.2635e-02
1.4400e+01  2.7389e-01  7.7503e-01  2.4142e-01  1.1017e-02
1.4500e+01  2.3970e-01  7.3205e-01  2.1218e-01  9.7762e-03
1.4600e+01  2.7863e-01  1.0539e+00  2.3434e-01  1.1808e-02
1.4700e+01  3.4808e-01  1.5601e+00  2.7358e-01  1.4865e-02
1.4800e+01  3.8539e-01  1.8754e+00  2.9268e-01  1.6466e-02
1.4900e+01  3.4023e-01  1.7920e+00  2.6781e-01  1.5323e-02
1.5000e+01  2.6925e-01  1.5543e+00  2.3016e-01  1.2767e-02
1.5100e+01  3.1687e-01  1.8129e+00  2.7817e-01  1.2862e-02
1.5200e+01  5.4897e-01  2.9920e+00  4.6496e-01  1.7011e-02
1.5300e+01  8.4379e-01  4.7609e+00  7.4814e-01  2.4947e-02
1.5400e+01  8.6790e-01  5.2426e+00  8.2883e-01  2.7509e-02
1.5500e+01  6.7107e-01  4.5703e+00  7.3732e-01  2.4432e-02
1.5600e+01  3.9710e-01  3.2136e+00  5.5558e-01  1.7672e-02
1.5700e+01  3.3433e-01  2.8853e+00  5.6459e-01  1.5403e-02
1.5800e+01  3.1689e-01  2.9182e+00  6.6068e-01  1.5750e-02
1.5900e+01  2.8590e-01  3.0961e+00  7.6477e-01  1.7939e-02
1.6000e+01  2.2914e-01  2.8299e+00  7.3309e-01  1.8479e-02
1.6100e+01  2.0992e-01  2.9235e+00  7.3456e-01  2.0897e-02
1.6200e+01  2.5755e-01  3.8743e+00  8.5277e-01  2.5834e-02
1.6300e+01  3.3031e-01  5.6799e+00  1.1390e+00  3.5420e-02
1.6400e+01  3.0923e-01  5.8559e+00  1.1670e+00  3.6643e-02
1.6500e+01  2.2216e-01  4.5442e+00  9.8910e-01  3.1325e-02
1.6600e+01  1.3507e-01  2.7534e+00  7.8778e-01  2.4196e-02
1.6700e+01  1.4448e-01  2.5802e+00  9.4604e-01  2.9309e-02
1.6800e+01  1.9264e-01  3.2697e+00  1.3321e+00  4.3645e-02
1.6900e+01  2.0613e-01  3.5573e+00  1.5929e+00  5.3944e-02
1.7000e+01  1.4966e-01  2.6992e+00  1.2645e+00  4.3959e-02
1.7100e+01  7.3391e-02  1.3606e+00  6.9205e-01  2.4255e-02
1.7200e+01  5.5129e-02  7.5854e-01  3.7230e-01  1.2580e-02
1.7300e+01  1.7324e-01  1.6810e+00  9.5895e-01  2.9701e-02
1.7400e+01  2.6648e-01  2.8911e+00  1.6137e+00  5.1171e-02
1.7500e+01  2.6859e-01  3.2000e+00  1.8001e+00  5.8195e-02
1.7600e+01  1.4844e-01  2.2261e+00  1.2354e+00  4.1661e-02
1.7700e+01  6.0909e-02  1.0596e+00  6.5530e-01  2.2337e-02
1.7800e+01  3.5242e-02  4.5974e-01  3.6381e-01  1.2275e-02
1.7900e+01  4.4984e-02  3.7266e-01  3.4068e-01  1.1574e-02
1.8000e+01  6.0951e-02  3.9221e-01  3.6778e-01  1.3343e-02
1.8100e+01  7.9764e-02  4.2905e-01  3.9526e-01  1.5434e-02
1.8200e+01  1.0480e-01  4.6939e-01  4.1285e-01  1.7631e-02
1.8300e+01  1.3411e-01  5.1816e-01  4.2632e-01  2.0116e-02
1.8400e+01  1.5844e-01  5.6421e-01  4.3891e-01  2.2488e-02
1.8500e+01  1.7065e-01  5.9172e-01  4.4881e-01  2.4277e-02
1.8600e+01  1.7529e-01  6.0937e-01  4.6483e-01  2.5893e-02
1.8700e+01  1.8250e-01  6.4791e-01  5.1009e-01  2.8524e-02
1.8800e+01  2.0271e-01  7.3730e-01  6.1765e-01  3.3809e-02
1.8900e+01  2.1168e-01  7.7656e-01  6.9802e-01  3.7326e-02
1.9000e+01  2.1394e-01  7.8214e-01  7.4974e-01  3.9710e-02
1.9100e+01  2.0011e-01  7.2886e-01  7.3161e-01  3.9247e-02
1.9200e+01  1.7335e-01  6.6171e-01  6.8388e-01  3.7320e-02
1.9300e+01  1.3983e-01  5.9725e-01  6.3050e-01  3.4773e-02
1.9400e+01  1.1319e-01  5.9270e-01  6.3285e-01  3.4379e-02
1.9500e+01  1.1123e-01  7.0401e-01  7.4341e-01  3.9315e-02
1.9600e+01  1.2122e-01  8.8388e-01  9.2647e-01  4.8181e-02
1.9700e+01  1.2931e-01  9.7531e-01  1.0419e+00  5.5971e-02
1.9800e+01  1.3562e-01  9.8165e-01  1.0674e+00  5.9439e-02
1.9900e+01  1.4002e-01  9.1269e-01  9.9411e-01  5.6272e-02
2.0000e+01  1.4410e-01  8.7941e-01  9.2896e-01  5.1157e-02
2.0100e+01  1.4272e-01  8.4485e-01  8.4778e-01  4.5601e-02
2.0200e+01  1.3682e-01  8.0645e-01  7.6278e-01  4.1680e-02
2.0300e+01  1.2849e-01  7.6501e-01  6.7046e-01  3.7858e-02
2.0400e+01  1.2299e-01  7.3473e-01  5.9869e-01  3.4447e-02
2.0500e+01  1.2503e-01  7.2993e-01  5.7346e-01  3.2418e-02
2.0600e+01  1.3566e-01  7.7293e-01  6.0496e-01  3.3083e-02
2.0700e+01  1.5917e-01  9.1446e-01  7.2718e-01  3.8759e-02
2.0800e+01  1.7405e-01  1.0735e+00  8.5597e-01  4.5052e-02
2.0900e+01  1.7453e-01  1.1401e+00  9.1396e-01  4.7592e-02
2.1000e+01  1.5771e-01  1.0683e+00  8.7505e-01  4.5042e-02
2.1100e+01  1.4520e-01  9.5265e-01  8.4021e-01  4.2401e-02
2.1200e+01  1.4349e-01  9.0064e-01  8.9834e-01  4.3502e-02
2.1300e+01  1.4984e-01  9.4343e-01  9.8312e-01  4.6417e-02
2.1400e+01  1.6808e-01  1.1355e+00  1.2185e+00  5.3405e-02
2.1500e+01  1.8301e-01  1.3381e+00  1.3753e+00  5.7830e-02
2.1600e+01  1.9022e-01  1.4776e+00  1.4579e+00  5.9575e-02
2.1700e+01  1.7954e-01  1.4571e+00  1.3202e+00  5.4638e-02
2.1800e+01  1.6936e-01  1.4662e+00  1.2387e+00  5.0907e-02
2.1900e+01  1.6767e-01  1.5550e+00  1.2796e+00  5.0839e-02
2.2000e+01  1.7546e-01  1.5290e+00  1.2736e+00  5.1434e-02
2.2100e+01  1.8710e-01  1.4243e+00  1.2291e+00  5.1155e-02
2.2200e+01  1.9749e-01  1.2211e+00  1.1536e+00  5.0009e-02
2.2300e+01  2.1030e-01  1.1443e+00  1.2209e+00  5.1654e-02
2.2400e+01  2.1180e-01  1.0734e+00  1.3440e+00  5.4337e-02
2.2500e+01  2.0380e-01  1.0321e+00  1.4252e+00  5.6065e-02
2.2600e+01  1.8653e-01  1.0504e+00  1.4259e+00  5.6752e-02
2.2700e+01  1.6112e-01  1.0725e+00  1.3849e+00  5.5418e-02
2.2800e+01  1.3996e-01  1.1054e+00  1.4019e+00  5.4936e-02
2.2900e+01  1.2749e-01  1.1455e+00  1.5507e+00  5.8095e-02
2.3000e+01  1.4665e-01  1.3433e+00  1.9011e+00  7.0595e-02
2.3100e+01  1.8900e-01  1.6815e+00  2.4828e+00  9.1484e-02
2.3200e+01  2.2559e-01  1.7106e+00  2.5086e+00  9.6993e-02
2.3300e+01  2.9903e-01  1.6103e+00  2.3066e+00  9.9008e-02
2.3400e+01  3.8147e-01  1.5351e+00  1.9518e+00  9.9973e-02
2.3500e+01  4.3884e-01  1.7235e+00  1.9901e+00  1.0960e-01
2.3600e+01  3.6715e-01  1.6103e+00  1.7807e+00  1.0087e-01
2.3700e+01  2.4662e-01  1.2627e+00  1.4114e+00  8.2442e-02
2.3800e+01  1.4649e-01  9.0174e-01  1.1152e+00  6.8467e-02
2.3900e+01  1.2114e-01  8.4919e-01  1.1326e+00  7.2931e-02
2.4000e+01  1.2088e-01  9.0919e-01  1.2543e+00  8.5516e-02
2.4100e+01  1.3447e-01  1.0401e+00  1.4151e+00  1.0390e-01
2.4200e+01  1.6288e-01  1.2535e+00  1.6132e+00  1.2820e-01
2.4300e+01  1.8005e-01  1.3600e+00  1.6869e+00  1.4228e-01
2.4400e+01  1.8743e-01  1.3909e+00  1.6970e+00  1.4934e-01
2.4500e+01  1.8936e-01  1.3553e+00  1.6729e+00  1.5137e-01
2.4600e+01  2.0841e-01  1.4067e+00  1.7868e+00  1.6296e-01
2.4700e+01  2.2288e-01  1.4332e+00  1.8791e+00  1.7167e-01
2.4800e+01  2.1407e-01  1.3468e+00  1.7240e+00  1.6174e-01
2.4900e+01  1.8743e-01  1.2130e+00  1.4354e+00  1.4315e-01
2.5000e+01  1.6278e-01  1.1237e+00  1.1641e+00  1.2772e-01
2.5100e+01  1.5012e-01  1.1207e+00  1.0760e+00  1.2652e-01
2.5200e+01  1.4355e-01  1.1378e+00  1.0499e+00  1.2884e-01
2.5300e+01  1.4066e-01  1.1569e+00  1.0455e+00  1.3174e-01
2.5400e+01  1.3959e-01  1.1662e+00  1.0546e+00  1.3479e-01
2.5500e+01  1.3409e-01  1.1243e+00  1.0369e+00  1.3279e-01
2.5600e+01  1.2486e-01  1.0201e+00  9.8675e-01  1.2401e-01
2.5700e+01  1.1643e-01  8.6118e-01  9.0999e-01  1.0849e-01
2.5800e+01  1.2282e-01  7.5735e-01  9.1660e-01  1.0070e-01
2.5900e+01  1.5541e-01  7.8089e-01  1.0802e+00  1.0920e-01
2.6000e+01  1.7266e-01  7.9614e-01  1.1759e+00  1.1441e-01
2.6100e+01  1.7352e-01  7.7612e-01  1.1748e+00  1.1185e-01
2.6200e+01  1.6134e-01  6.9925e-01  1.0847e+00  1.0092e-01
2.6300e+01  1.6758e-01  6.6538e-01  1.0705e+00  9.7039e-02
2.6400e+01  1.7716e-01  6.3745e-01  1.0562e+00  9.4527e-02
2.6500e+01  1.6729e-01  5.5761e-01  9.4448e-01  8.4441e-02
2.6600e+01  1.4506e-01  4.7081e-01  8.1155e-01  7.2747e-02
2.6700e+01  1.2093e-01  4.0530e-01  7.1775e-01  6.4375e-02
2.6800e+01  1.0763e-01  3.9563e-01  7.3048e-01  6.5087e-02
2.6900e+01  1.1657e-01  4.6789e-01  8.9469e-01  7.8689e-02
2.7000e+01  1.4522e-01  6.1782e-01  1.1818e+00  1.0410e-01
2.7100e+01  1.6352e-01  7.0173e-01  1.3440e+00  1.1989e-01
2.7200e+01  1.5979e-01  6.8539e-01  1.3419e+00  1.2128e-01
2.7300e+01  1.5558e-01  6.3442e-01  1.3497e+00  1.2327e-01
2.7400e+01  1.4680e-01  5.7561e-01  1.2804e+00  1.2072e-01
2.7500e+01  1.2423e-01  4.8946e-01  1.0704e+00  1.0590e-01
2.7600e+01  8.1391e-02  3.4950e-01  6.8080e-01  7.4668e-02
2.7700e+01  5.4448e-02  2.6799e-01  4.5030e-01  5.4600e-02
2.7800e+01  5.4759e-02  2.6983e-01  4.2856e-01  5.4720e-02
2.7900e+01  6.5963e-02  2.9891e-01  4.7879e-01  6.2195e-02
2.8000e+01  8.1874e-02  3.3924e-01  5.5627e-01  7.4017e-02
2.8100e+01  1.0275e-01  3.9029e-01  6.6768e-01  9.0803e-02
2.8200e+01  1.3317e-01  4.7230e-01  8.6811e-01  1.1840e-01
2.8300e+01  1.6542e-01  5.6109e-01  1.0984e+00  1.4863e-01
2.8400e+01  1.9016e-01  6.2145e-01  1.2674e+00  1.6986e-01
2.8500e+01  2.0485e-01  6.4535e-01  1.3379e+00  1.7871e-01
2.8600e+01  2.0067e-01  6.2938e-01  1.3053e+00  1.7191e-01
2.8700e+01  1.8392e-01  6.1571e-01  1.3033e+00  1.6248e-01
2.8800e+01  1.7074e-01  6.7598e-01  1.5036e+00  1.7065e-01
2.8900e+01  1.7781e-01  8.4401e-01  1.9247e+00  1.9889e-01
2.9000e+01  1.8191e-01  1.0249e+00  2.1549e+00  2.1135e-01
2.9100e+01  1.4761e-01  9.7077e-01  1.7819e+00  1.6694e-01
2.9200e+01  9.6320e-02  7.8408e-01  1.1420e+00  1.0153e-01
2.9300e+01  6.1313e-02  5.6621e-01  6.7498e-01  5.7829e-02
2.9400e+01  7.7144e-02  5.2298e-01  7.0686e-01  6.6733e-02
2.9500e+01  1.5115e-01  6.4956e-01  1.1363e+00  1.2476e-01
2.9600e+01  2.0995e-01  7.9331e-01  1.5661e+00  1.7905e-01
2.9700e+01  2.4613e-01  9.4655e-01  1.9817e+00  2.2500e-01
2.9800e+01  2.0933e-01  8.9326e-01  1.8507e+00  2.0636e-01
2.9900e+01  1.7450e-01  8.4105e-01  1.6180e+00  1.8292e-01
3.0000e+01  1.3855e-01  7.7085e-01  1.2634e+00  1.5359e-01
3.0100e+01  1.2321e-01  7.6219e-01  1.1284e+00  1.4801e-01
3.0200e+01  1.2388e-01  7.8341e-01  1.1550e+00  1.6110e-01
3.0300e+01  1.3939e-01  8.1045e-01  1.2970e+00  1.8406e-01
3.0400e+01  1.5922e-01  7.9464e-01  1.4307e+00  1.9593e-01
3.0500e+01  1.8362e-01  7.2553e-01  1.4906e+00  1.8957e-01
3.0600e+01  1.8520e-01  5.8442e-01  1.3495e+00  1.5742e-01
3.0700e+01  1.6195e-01  4.7256e-01  1.1570e+00  1.2679e-01
3.0800e+01  1.2564e-01  4.0570e-01  9.7040e-01  1.0622e-01
3.0900e+01  1.0965e-01  4.3753e-01  9.3379e-01  1.1456e-01
3.1000e+01  1.2782e-01  5.6355e-01  1.0410e+00  1.5420e-01
3.1100e+01  1.5637e-01  7.0134e-01  1.2082e+00  1.9823e-01
3.1200e+01  1.7827e-01  7.9253e-01  1.3718e+00  2.3065e-01
3.1300e+01  1.9243e-01  8.4542e-01  1.5320e+00  2.5178e-01
3.1400e+01  2.0060e-01  8.4832e-01  1.6323e+00  2.6576e-01
3.1500e+01  2.1386e-01  8.1480e-01  1.6499e+00  2.6862e-01
3.1600e+01  2.2265e-01  7.2865e-01  1.5540e+00  2.5282e-01
3.1700e+01  2.2449e-01  6.4877e-01  1.4276e+00  2.2948e-01
3.1800e+01  2.2450e-01  6.1827e-01  1.3560e+00  2.1409e-01
3.1900e+01  2.2467e-01  6.2365e-01  1.3227e+00  2.0597e-01
3.2000e+01  2.4182e-01  7.1406e-01  1.4682e+00  2.2693e-01
3.2100e+01  2.7336e-01  8.9170e-01  1.8120e+00  2.7791e-01
3.2200e+01  3.0000e-01  1.0511e+00  2.0997e+00  3.1981e-01
3.2300e+01  2.9509e-01  1.0954e+00  2.1226e+00  3.2197e-01
3.2400e+01  2.5774e-01  1.0175e+00  1.8865e+00  2.8897e-01
3.2500e+01  2.3486e-01  9.9114e-01  1.8097e+00  2.8118e-01
3.2600e+01  2.3229e-01  9.8623e-01  1.8351e+00  2.8043e-01
3.2700e+01  2.4491e-01  1.0226e+00  1.9383e+00  2.8325e-01
3.2800e+01  2.4521e-01  1.0735e+00  2.0097e+00  2.7620e-01
3.2900e+01  2.4284e-01  1.1831e+00  2.1444e+00  2.8877e-01
3.3000e+01  2.3482e-01  1.2294e+00  2.1944e+00  3.0039e-01
3.3100e+01  2.3636e-01  1.2139e+00  2.1733e+00  3.1253e-01
3.3200e+01  2.2995e-01  1.0933e+00  1.9639e+00  2.9227e-01
3.3300e+01  2.1267e-01  9.1936e-01  1.6812e+00  2.5216e-01
3.3400e+01  1.9318e-01  7.2386e-01  1.4332e+00  2.0393e-01
3.3500e+01  1.9301e-01  6.3901e-01  1.4605e+00  1.9218e-01
3.3600e+01  2.0714e-01  6.6612e-01  1.6596e+00  2.0586e-01
3.3700e+01  2.3390e-01  7.3376e-01  1.8905e+00  2.2662e-01
3.3800e+01  2.6325e-01  7.4191e-01  1.9435e+00  2.2827e-01
3.3900e+01  2.8991e-01  7.0334e-01  1.8628e+00  2.1612e-01
3.4000e+01  2.9886e-01  6.3423e-01  1.6774e+00  1.9345e-01
3.4100e+01  2.9637e-01  5.8627e-01  1.5374e+00  1.7625e-01
3.4200e+01  2.9298e-01  6.0573e-01  1.5544e+00  1.7819e-01
3.4300e+01  2.8817e-01  6.7987e-01  1.6724e+00  1.9368e-01
3.4400e+01  2.8416e-01  7.7257e-01  1.7999e+00  2.1145e-01
3.4500e+01  2.8718e-01  8.2726e-01  1.7959e+00  2.2221e-01
3.4600e+01  3.8205e-01  1.0512e+00  2.2220e+00  3.0739e-01
3.4700e+01  4.2473e-01  1.1476e+00  2.4480e+00  3.5039e-01
3.4800e+01  4.4193e-01  1.2170e+00  2.6811e+00  3.7946e-01
3.4900e+01  3.5753e-01  1.0749e+00  2.3684e+00  3.2037e-01
3.5000e+01  3.1999e-01  1.0362e+00  2.1976e+00  3.0140e-01
3.5100e+01  3.1629e-01  1.0554e+00  2.0520e+00  3.0105e-01
3.5200e+01  3.3089e-01  1.0478e+00  1.9256e+00  3.0163e-01
3.5300e+01  3.5315e-01  1.0311e+00  1.8272e+00  3.0108e-01
3.5400e+01  3.5000e-01  9.8029e-01  1.7483e+00  2.9302e-01
3.5500e+01  3.3283e-01  1.0157e+00  1.7996e+00  3.0368e-01
3.5600e+01  3.1130e-01  1.1509e+00  1.9826e+00  3.3389e-01
3.5700e+01  3.0297e-01  1.2929e+00  2.1649e+00  3.5905e-01
3.5800e+01  3.1723e-01  1.3887e+00  2.2635e+00  3.6640e-01
3.5900e+01  3.7384e-01  1.4645e+00  2.3594e+00  3.6416e-01
3.6000e+01  4.5161e-01  1.5734e+00  2.5545e+00  3.7577e-01
3.6100e+01  4.9126e-01  1.5808e+00  2.6347e+00  3.7512e-01
3.6200e+01  4.7348e-01  1.4635e+00  2.5146e+00  3.5167e-01
3.6300e+01  4.3094e-01  1.3723e+00  2.4576e+00  3.3849e-01
3.6400e+01  3.9769e-01  1.3482e+00  2.5267e+00  3.3834e-01
3.6500e+01  3.6765e-01  1.3269e+00  2.6340e+00  3.4277e-01
3.6600e+01  3.2672e-01  1.1991e+00  2.5016e+00  3.1871e-01
3.6700e+01  2.9169e-01  1.0697e+00  2.3231e+00  2.9131e-01
3.6800e+01  2.6717e-01  9.8395e-01  2.2060e+00  2.7094e-01
3.6900e+01  2.8283e-01  1.0186e+00  2.4114e+00  2.8690e-01
3.7000e+01  3.3026e-01  1.1195e+00  2.7812e+00  3.2542e-01
3.7100e+01  3.6949e-01  1.1693e+00  3.0273e+00  3.5056e-01
3.7200e+01  3.5930e-01  1.1168e+00  2.9715e+00  3.3960e-01
3.7300e+01  3.1016e-01  1.0147e+00  2.7806e+00  3.0907e-01
3.7400e+01  2.6623e-01  9.5328e-01  2.6733e+00  2.9151e-01
3.7500e+01  2.4928e-01  9.2741e-01  2.6851e+00  2.8680e-01
3.7600e+01  2.7749e-01  9.5265e-01  2.8743e+00  3.0131e-01
3.7700e+01  3.1639e-01  9.9731e-01  3.1338e+00  3.2377e-01
3.7800e+01  3.2901e-01  9.9818e-01  3.2262e+00  3.3402e-01
3.7900e+01  3.0957e-01  1.0092e+00  3.1644e+00  3.3407e-01
3.8000e+01  3.0683e-01  1.1257e+00  3.2205e+00  3.4761e-01
3.8100e+01  3.0667e-01  1.2470e+00  3.3795e+00  3.7874e-01
3.8200e+01  2.8514e-01  1.2218e+00  3.3168e+00  3.7301e-01
3.8300e+01  2.2894e-01  1.0455e+00  2.9456e+00  3.3438e-01
3.8400e+01  1.9721e-01  9.4655e-01  2.6002e+00  3.0166e-01
3.8500e+01  1.9297e-01  9.8672e-01  2.5614e+00  3.2272e-01
3.8600e+01  1.9678e-01  1.0338e+00  2.6715e+00  3.5575e-01
3.8700e+01  2.1293e-01  1.0607e+00  2.8252e+00  3.9529e-01
3.8800e+01  2.4126e-01  1.0508e+00  2.8478e+00  4.2183e-01
3.8900e+01  2.5722e-01  1.0265e+00  2.6700e+00  4.2010e-01
